percent_bachelor_or_above,name,state_fips,district,year,congress_session
19.3,"Congressional District 4 (114th Congress), Illinois",17,04,2014,114th Congress
50.6,"Congressional District 5 (114th Congress), Illinois",17,05,2014,114th Congress
50.5,"Congressional District 6 (114th Congress), Illinois",17,06,2014,114th Congress
38.2,"Congressional District 7 (114th Congress), Illinois",17,07,2014,114th Congress
32.6,"Congressional District 8 (114th Congress), Illinois",17,08,2014,114th Congress
51.6,"Congressional District 9 (114th Congress), Illinois",17,09,2014,114th Congress
42.7,"Congressional District 10 (114th Congress), Illinois",17,10,2014,114th Congress
34.5,"Congressional District 11 (114th Congress), Illinois",17,11,2014,114th Congress
21.1,"Congressional District 12 (114th Congress), Illinois",17,12,2014,114th Congress
29.0,"Congressional District 13 (114th Congress), Illinois",17,13,2014,114th Congress
38.3,"Congressional District 14 (114th Congress), Illinois",17,14,2014,114th Congress
17.9,"Congressional District 15 (114th Congress), Illinois",17,15,2014,114th Congress
21.0,"Congressional District 16 (114th Congress), Illinois",17,16,2014,114th Congress
17.8,"Congressional District 17 (114th Congress), Illinois",17,17,2014,114th Congress
30.7,"Congressional District 18 (114th Congress), Illinois",17,18,2014,114th Congress
21.2,"Congressional District 1 (114th Congress), Indiana",18,01,2014,114th Congress
20.3,"Congressional District 2 (114th Congress), Indiana",18,02,2014,114th Congress
21.7,"Congressional District 3 (114th Congress), Indiana",18,03,2014,114th Congress
23.7,"Congressional District 4 (114th Congress), Indiana",18,04,2014,114th Congress
42.5,"Congressional District 5 (114th Congress), Indiana",18,05,2014,114th Congress
18.9,"Congressional District 6 (114th Congress), Indiana",18,06,2014,114th Congress
21.2,"Congressional District 7 (114th Congress), Indiana",18,07,2014,114th Congress
18.8,"Congressional District 8 (114th Congress), Indiana",18,08,2014,114th Congress
23.9,"Congressional District 9 (114th Congress), Indiana",18,09,2014,114th Congress
24.9,"Congressional District 1 (114th Congress), Iowa",19,01,2014,114th Congress
27.0,"Congressional District 2 (114th Congress), Iowa",19,02,2014,114th Congress
31.1,"Congressional District 3 (114th Congress), Iowa",19,03,2014,114th Congress
22.3,"Congressional District 4 (114th Congress), Iowa",19,04,2014,114th Congress
23.3,"Congressional District 1 (114th Congress), Kansas",20,01,2014,114th Congress
27.2,"Congressional District 2 (114th Congress), Kansas",20,02,2014,114th Congress
44.2,"Congressional District 3 (114th Congress), Kansas",20,03,2014,114th Congress
27.4,"Congressional District 4 (114th Congress), Kansas",20,04,2014,114th Congress
15.0,"Congressional District 1 (114th Congress), Kentucky",21,01,2014,114th Congress
18.4,"Congressional District 2 (114th Congress), Kentucky",21,02,2014,114th Congress
30.1,"Congressional District 3 (114th Congress), Kentucky",21,03,2014,114th Congress
25.6,"Congressional District 4 (114th Congress), Kentucky",21,04,2014,114th Congress
12.0,"Congressional District 5 (114th Congress), Kentucky",21,05,2014,114th Congress
29.4,"Congressional District 6 (114th Congress), Kentucky",21,06,2014,114th Congress
27.9,"Congressional District 1 (114th Congress), Louisiana",22,01,2014,114th Congress
21.2,"Congressional District 2 (114th Congress), Louisiana",22,02,2014,114th Congress
19.5,"Congressional District 3 (114th Congress), Louisiana",22,03,2014,114th Congress
19.3,"Congressional District 4 (114th Congress), Louisiana",22,04,2014,114th Congress
16.4,"Congressional District 5 (114th Congress), Louisiana",22,05,2014,114th Congress
28.2,"Congressional District 6 (114th Congress), Louisiana",22,06,2014,114th Congress
34.6,"Congressional District 1 (114th Congress), Maine",23,01,2014,114th Congress
22.0,"Congressional District 2 (114th Congress), Maine",23,02,2014,114th Congress
29.6,"Congressional District 1 (114th Congress), Maryland",24,01,2014,114th Congress
28.6,"Congressional District 2 (114th Congress), Maryland",24,02,2014,114th Congress
45.6,"Congressional District 3 (114th Congress), Maryland",24,03,2014,114th Congress
31.2,"Congressional District 4 (114th Congress), Maryland",24,04,2014,114th Congress
33.0,"Congressional District 5 (114th Congress), Maryland",24,05,2014,114th Congress
40.2,"Congressional District 6 (114th Congress), Maryland",24,06,2014,114th Congress
36.0,"Congressional District 7 (114th Congress), Maryland",24,07,2014,114th Congress
53.0,"Congressional District 8 (114th Congress), Maryland",24,08,2014,114th Congress
27.7,"Congressional District 1 (114th Congress), Massachusetts",25,01,2014,114th Congress
36.5,"Congressional District 2 (114th Congress), Massachusetts",25,02,2014,114th Congress
36.2,"Congressional District 3 (114th Congress), Massachusetts",25,03,2014,114th Congress
48.7,"Congressional District 4 (114th Congress), Massachusetts",25,04,2014,114th Congress
53.1,"Congressional District 5 (114th Congress), Massachusetts",25,05,2014,114th Congress
41.3,"Congressional District 6 (114th Congress), Massachusetts",25,06,2014,114th Congress
40.2,"Congressional District 7 (114th Congress), Massachusetts",25,07,2014,114th Congress
43.0,"Congressional District 8 (114th Congress), Massachusetts",25,08,2014,114th Congress
32.4,"Congressional District 9 (114th Congress), Massachusetts",25,09,2014,114th Congress
22.7,"Congressional District 1 (114th Congress), Michigan",26,01,2014,114th Congress
24.0,"Congressional District 2 (114th Congress), Michigan",26,02,2014,114th Congress
28.4,"Congressional District 3 (114th Congress), Michigan",26,03,2014,114th Congress
20.1,"Congressional District 4 (114th Congress), Michigan",26,04,2014,114th Congress
18.3,"Congressional District 5 (114th Congress), Michigan",26,05,2014,114th Congress
25.3,"Congressional District 6 (114th Congress), Michigan",26,06,2014,114th Congress
22.4,"Congressional District 7 (114th Congress), Michigan",26,07,2014,114th Congress
37.9,"Congressional District 8 (114th Congress), Michigan",26,08,2014,114th Congress
28.2,"Congressional District 9 (114th Congress), Michigan",26,09,2014,114th Congress
21.9,"Congressional District 10 (114th Congress), Michigan",26,10,2014,114th Congress
44.7,"Congressional District 11 (114th Congress), Michigan",26,11,2014,114th Congress
32.3,"Congressional District 12 (114th Congress), Michigan",26,12,2014,114th Congress
13.6,"Congressional District 13 (114th Congress), Michigan",26,13,2014,114th Congress
29.4,"Congressional District 14 (114th Congress), Michigan",26,14,2014,114th Congress
26.3,"Congressional District 1 (114th Congress), Minnesota",27,01,2014,114th Congress
37.0,"Congressional District 2 (114th Congress), Minnesota",27,02,2014,114th Congress
46.5,"Congressional District 3 (114th Congress), Minnesota",27,03,2014,114th Congress
41.3,"Congressional District 4 (114th Congress), Minnesota",27,04,2014,114th Congress
42.9,"Congressional District 5 (114th Congress), Minnesota",27,05,2014,114th Congress
28.1,"Congressional District 6 (114th Congress), Minnesota",27,06,2014,114th Congress
20.6,"Congressional District 7 (114th Congress), Minnesota",27,07,2014,114th Congress
21.8,"Congressional District 8 (114th Congress), Minnesota",27,08,2014,114th Congress
18.3,"Congressional District 1 (114th Congress), Mississippi",28,01,2014,114th Congress
18.2,"Congressional District 2 (114th Congress), Mississippi",28,02,2014,114th Congress
25.0,"Congressional District 3 (114th Congress), Mississippi",28,03,2014,114th Congress
20.0,"Congressional District 4 (114th Congress), Mississippi",28,04,2014,114th Congress
29.1,"Congressional District 1 (114th Congress), Missouri",29,01,2014,114th Congress
