,state,district,repcandidate,demcandidate,rep_score,rep_incumbent,dem_incumbent,state_fips,minority_percentage,pres_approval,same_as_pres_party_rep,same_as_pres_party_dem,log_med_income,year,dem_percent,dem_is_female,rep_is_female,rep_primary_percent,dem_primary_percent,labor_force
4549,California,48,"Packard, Ron","Leschick, Andrei",0.7674,True,False,6,,,,,,1994,,,,,,
4550,Ohio,17,"Meister, Mike G.","Traficant, James A.",0.2259,False,True,39,,,,,,1994,,,,,,
4551,West Virginia,1,"Riley, Sally R.","Mollohan, Alan B.",0.297,False,True,54,,,,,,1994,,,,,,
4552,California,38,"Horn, Steve","Mathews, Peter",0.6135,True,False,6,,,,,,1994,,,,,,
4553,Tennessee,6,"Gill, Steve","Gordon, Barton Jennings",0.494,False,True,47,,,,,,1994,,,,,,
4554,Wyoming,0,"Cubin, Barbara","Schuster, Bob",0.5631,False,False,56,,,,,,1994,,,,,,
4555,California,36,"Brooks, Susan M.","Harman, Jane",0.4978,False,True,6,,,,,,1994,,,,,,
4556,Tennessee,5,"Osborne, John","Clement, Robert Nelson",0.39130000000000004,False,True,47,,,,,,1994,,,,,,
4557,Tennessee,8,"Morris, Neal R.","Tanner, John",0.36200000000000004,False,True,47,,,,,,1994,,,,,,
4558,Mississippi,5,"Barlos, George","Taylor, Gary Eugene",0.39899999999999997,False,True,28,,,,,,1994,,,,,,
4559,Mississippi,4,"Wood, Mike","Parker, Mike",0.3153,False,True,28,,,,,,1994,,,,,,
4560,Mississippi,3,"Dabbs, Dutch","Montgomery, G. V.",0.32380000000000003,False,True,28,,,,,,1994,,,,,,
4561,Mississippi,2,"Jordan, Bill","Thompson, Bennie",0.4201,False,False,28,,,,,,1994,,,,,,
4562,Mississippi,1,"Wicker, Roger F.","Wheeler, Bill",0.6306,False,False,28,,,,,,1994,,,,,,
4563,Tennessee,4,"Hilleary, Van","Whorley, Jeff",0.5740999999999999,False,False,47,,,,,,1994,,,,,,
4564,Tennessee,3,"Wamp, Zach","Button, Randy",0.5339,False,False,47,,,,,,1994,,,,,,
4565,Tennessee,1,"Quillen, James H.","Christian, J. Carr",0.748,True,False,47,,,,,,1994,,,,,,
4566,Nevada,1,"Ensign, John","Bilbray, James",0.5049,False,True,32,,,,,,1994,,,,,,
4567,Virginia,11,"Davis, Thomas M. III","Byrne, Leslie L.",0.5387,False,True,51,,,,,,1994,,,,,,
4568,West Virginia,2,"Cravotta, Samuel A.","Wise, Robert Ellsworth",0.3629,False,True,54,,,,,,1994,,,,,,
4569,West Virginia,3,"Waldman, Ben","Rahall, Nick J. II",0.36119999999999997,False,True,54,,,,,,1994,,,,,,
4570,Tennessee,7,"Bryant, Ed","Byrd, Harold",0.609,False,False,47,,,,,,1994,,,,,,
4571,Tennessee,9,"Deberry, Rod","Ford, Harold E.",0.42200000000000004,False,True,47,,,,,,1994,,,,,,
4572,California,28,"Dreier, David","Randle, Tommy L.",0.6878,True,False,6,,,,,,1994,,,,,,
4573,Ohio,12,"Kasich, John R.","Ruccia, Cynthia L.",0.6667000000000001,True,False,39,,,,,,1994,,,,,,
4574,Washington,8,"Dunn, Jennifer","Wyrick, Jim",0.7606999999999999,True,False,53,,,,,,1994,,,,,,
4575,Washington,7,"Harris, Keith","McDermott, James A.",0.2486,False,True,53,,,,,,1994,,,,,,
4576,Washington,6,"Gregg, Benjamin","Dicks, Norman D.",0.41659999999999997,False,True,53,,,,,,1994,,,,,,
4577,Washington,5,"Nethercutt, George R.","Foley, Thomas S.",0.5092,False,True,53,,,,,,1994,,,,,,
4578,Washington,4,"Hastings, Richard","Inslee, Jay",0.5334,False,True,53,,,,,,1994,,,,,,
4579,Washington,3,"Smith, Linda","Unsoeld, Jolene",0.5386,False,True,53,,,,,,1994,,,,,,
4580,Washington,2,"Metcalf, Jack","Spanel, Harriet A.",0.5466,False,False,53,,,,,,1994,,,,,,
4581,Washington,1,"White, Richard Alan","Cantwell, Maria",0.5166,False,True,53,,,,,,1994,,,,,,
4582,Ohio,16,"Regula, Ralph S.","Finn, J. Michael",0.75,True,False,39,,,,,,1994,,,,,,
4583,Ohio,15,"Pryce, Deborah","Buckel, Bill",0.7084,True,False,39,,,,,,1994,,,,,,
4584,Ohio,14,"Slaby, Lynn","Sawyer, Thomas C.",0.4807,False,True,39,,,,,,1994,,,,,,
4585,Ohio,13,"White, Gregory A.","Brown, Sherrod",0.4813,False,True,39,,,,,,1994,,,,,,
4586,California,42,"Guzman, Rob","Brown, George E. Jr.",0.4886,False,True,6,,,,,,1994,,,,,,
4587,Arizona,6,"Hayworth, J.D.","English, Karan",0.5683,False,True,4,,,,,,1994,,,,,,
4588,Maine,2,"Bennett, Richard A.","Baldacci, John",0.4714,False,False,23,,,,,,1994,,,,,,
4589,Arizona,1,"Salmon, Matt","Blanchard, Chuck",0.5893,False,False,4,,,,,,1994,,,,,,
4590,Arizona,2,"MacDonald, Robert","Pastor, Ed",0.34380000000000005,False,True,4,,,,,,1994,,,,,,
4591,Arizona,3,"Stump, Robert Lee","Sprague, Howard L.",0.7012999999999999,True,False,4,,,,,,1994,,,,,,
4592,Arizona,4,"Shadegg, John","Cure, Carol",0.6259,False,False,4,,,,,,1994,,,,,,
4593,Arizona,5,"Kolbe, Jim","Auerbach, Gary",0.7021,True,False,4,,,,,,1994,,,,,,
4594,Maine,1,"Longley, James B. Jr.","Dutremble, Dennis L.",0.5189,False,False,23,,,,,,1994,,,,,,
4595,California,43,"Calvert, Ken","Takano, Mark A.",0.5875,True,False,6,,,,,,1994,,,,,,
4596,California,44,"Bono, Sonny","Clute, Steve",0.5937,False,False,6,,,,,,1994,,,,,,
4597,New York,30,"Quinn, Jack","Franczyk, David A.",0.6701999999999999,True,False,36,,,,,,1994,,,,,,
4598,New York,29,"Miller, William E. Jr.","Lafalce, John J.",0.43810000000000004,False,True,36,,,,,,1994,,,,,,
4599,New York,28,"Davison, Renee F.","Slaughter, Louise M.",0.4143,False,True,36,,,,,,1994,,,,,,
4600,California,49,"Bilbray, Brian P.","Schenk, Lynn",0.5133,False,False,6,,,,,,1994,,,,,,
4601,California,50,"Acevedo, Mary Alice","Filner, Bob",0.3843,False,True,6,,,,,,1994,,,,,,
4602,California,51,"Cunningham, Randy","Tamerius, Rita",0.7071999999999999,True,False,6,,,,,,1994,,,,,,
4603,Missouri,4,"Noland, James A.","Skelton, Ike",0.3225,False,True,29,,,,,,1994,,,,,,
4604,Colorado,3,"McInnis, Scott","Powers, Linda",0.6962,True,False,8,,,,,,1994,,,,,,
4605,Colorado,4,"Allard, Wayne","Kipp, Cathy",0.723,True,False,8,,,,,,1994,,,,,,
4606,Colorado,6,"Schaefer, Daniel L.","Hallen, John",0.7140000000000001,True,False,8,,,,,,1994,,,,,,
4607,Oklahoma,6,"Lucas, Frank D.","Tollett, Jeffrey S.",0.7020000000000001,False,False,40,,,,,,1994,,,,,,
4608,Oklahoma,4,"Watts, J. C.","Perryman, David",0.5440999999999999,False,False,40,,,,,,1994,,,,,,
4609,Arkansas,1,"Dupwe, Warren","Lincoln, Blanche L.",0.466,False,True,5,,,,,,1994,,,,,,
4610,Arkansas,2,"Powell, Bill","Thornton, Ray",0.42619999999999997,False,True,5,,,,,,1994,,,,,,
4611,Arkansas,3,"Hutchinson, Tim","Seitz, Berta",0.6772,True,False,5,,,,,,1994,,,,,,
4612,Arkansas,4,"Dickey, Jay","Bradford, Jay",0.5181,True,False,5,,,,,,1994,,,,,,
4613,Missouri,1,"Counts, Donald R.","Clay, William Lacy Sr.",0.3414,False,True,29,,,,,,1994,,,,,,
4614,Missouri,2,"Talent, James M.","Kelly, Pat",0.6873,True,False,29,,,,,,1994,,,,,,
4615,Missouri,3,"Gill, Gary","Gephardt, Richard A.",0.4078,False,True,29,,,,,,1994,,,,,,
4616,Missouri,5,"Freeman, Ron","McCarthy, Karen",0.43450000000000005,False,False,29,,,,,,1994,,,,,,
4617,Virginia,9,"Fast, S. H.","Boucher, Frederick C.",0.4122,False,True,51,,,,,,1994,,,,,,
4618,Missouri,6,"Tucker, Tina","Danner, Pat",0.3385,False,True,29,,,,,,1994,,,,,,
4619,Missouri,7,"Hancock, Melton D.","Fossard, James R.",0.5905,True,False,29,,,,,,1994,,,,,,
4620,Missouri,8,"Emerson, Bill","Thompson, James L.",0.7253000000000001,True,False,29,,,,,,1994,,,,,,
4621,Missouri,9,"Hulshof, Kenny","Volkmer, Harold",0.4715,False,True,29,,,,,,1994,,,,,,
4622,California,52,"Hunter, Duncan L.","Gastil, Janet M.",0.6731,True,False,6,,,,,,1994,,,,,,
4623,Washington,9,"Tate, Randy","Kreidler, Mike",0.5179,False,True,53,,,,,,1994,,,,,,
4624,Nebraska,2,"Christensen, Jon","Hoagland, Peter",0.5047999999999999,False,True,31,,,,,,1994,,,,,,
4625,California,34,"Nunez, Albert J.","Torres, Esteban",0.35609999999999997,False,True,6,,,,,,1994,,,,,,
4626,California,32,"Farhat, Ernie A.","Dixon, Julian C.",0.18460000000000001,False,True,6,,,,,,1994,,,,,,
4627,California,31,"Flores, John V.","Martinez, Matthew G.",0.4086,False,True,6,,,,,,1994,,,,,,
4628,California,30,"Ramirez, David A.","Becerra, Xavier",0.299,False,True,6,,,,,,1994,,,,,,
4629,California,29,"Stepanek, Paul","Waxman, Henry A.",0.2937,False,True,6,,,,,,1994,,,,,,
4630,Iowa,4,"Ganske, Greg","Smith, Neal",0.5311,False,True,19,,,,,,1994,,,,,,
4631,Colorado,2,"Miller, Patricia","Skaggs, David",0.4325,False,True,8,,,,,,1994,,,,,,
4632,Colorado,1,"Eggert, William F.","Schroeder, Patricia",0.3996,False,True,8,,,,,,1994,,,,,,
4633,Maryland,8,"Morella, Constance A.","Vangrack, Steven",0.7028,True,False,24,,,,,,1994,,,,,,
4634,Virginia,8,"McSlarrow, Kyle E.","Moran, James P. Jr.",0.3981,False,True,51,,,,,,1994,,,,,,
4635,Virginia,5,"Landrith, George C.","Payne, L. F.",0.4671,False,True,51,,,,,,1994,,,,,,
4636,Virginia,4,"Sweet, A. George","Sisisky, Norman",0.3839,False,True,51,,,,,,1994,,,,,,
4637,Virginia,3,"Ward, Thomas E.","Scott, Robert C.",0.20550000000000002,False,True,51,,,,,,1994,,,,,,
4638,Virginia,2,"Chapman, J. L.","Pickett, Owen B.",0.4093,False,True,51,,,,,,1994,,,,,,
4639,Virginia,1,"Bateman, Herbert H.","Sinclair, Mary F.",0.7598,True,False,51,,,,,,1994,,,,,,
4640,Nevada,2,"Vucanovich, Barbara","Greeson, Janet",0.685,True,False,32,,,,,,1994,,,,,,
4641,Kansas,4,"Tiahrt, Todd","Glickman, Dan",0.5291,False,True,20,,,,,,1994,,,,,,
4642,Kansas,3,"Meyers, Jan","Hancock, Judy",0.5659000000000001,True,False,20,,,,,,1994,,,,,,
4643,Kansas,2,"Brownback, Sam","Carlin, John",0.6565000000000001,False,False,20,,,,,,1994,,,,,,
4644,Kansas,1,"Roberts, Pat","Nichols, Terry L.",0.7741,True,False,20,,,,,,1994,,,,,,
4645,South Dakota,0,"Berkhout, Jan","Johnson, Timothy P.",0.3797,False,True,46,,,,,,1994,,,,,,
4646,Ohio,18,"Ney, Bob","Didonato, Greg L.",0.5398,False,False,39,,,,,,1994,,,,,,
4647,Ohio,19,"LaTourette, Steven C.","Fingerhut, Eric D.",0.5271,False,True,39,,,,,,1994,,,,,,
4648,Iowa,1,"Leach, James A.","Winekauf, Glen",0.6139,True,False,19,,,,,,1994,,,,,,
4649,Iowa,2,"Nussle, Jim","Nagle, David R.",0.5634,True,False,19,,,,,,1994,,,,,,
4650,Louisiana,4,"Slocum, Patricia","Fields, Cleo",0.3005,False,True,22,,,,,,1994,,,,,,
4651,Iowa,3,"Lightfoot, Jim Ross","Baxter, Elaine",0.5851,True,False,19,,,,,,1994,,,,,,
4652,Maryland,1,"Gilchrest, Wayne T.","Gies, Ralph T.",0.677,True,False,24,,,,,,1994,,,,,,
4653,Maryland,2,"Ehrlich, Robert L. Jr.","Brewster, Gerry L.",0.6275999999999999,False,False,24,,,,,,1994,,,,,,
4654,Maryland,3,"Tousey, Robert R.","Cardin, Benjamin L.",0.2903,False,True,24,,,,,,1994,,,,,,
4655,Maryland,4,"Dyson, Michele","Wynn, Albert R.",0.24969999999999998,False,True,24,,,,,,1994,,,,,,
4656,Maryland,5,"Devine, Donald","Hoyer, Steny H.",0.4119,False,True,24,,,,,,1994,,,,,,
4657,Maryland,6,"Bartlett, Roscoe G.","Muldowney, Paul",0.6595,True,False,24,,,,,,1994,,,,,,
4658,Maryland,7,"Kondner, Kenneth","Mfume, Kweisi",0.18489999999999998,False,True,24,,,,,,1994,,,,,,
4659,California,10,"Baker, Bill","Schwartz, Ellen",0.6054999999999999,True,False,6,,,,,,1994,,,,,,
4660,Alabama,7,"Middleton, Alfred J.","Hilliard, Earl F.",0.2306,False,True,1,,,,,,1994,,,,,,
4661,New York,11,"Popkin, Gary S.","Owens, Major R.",0.0964,False,True,36,,,,,,1994,,,,,,
4662,Michigan,4,"Camp, Dave","Frasier, Damion",0.7418,True,False,26,,,,,,1994,,,,,,
4663,California,5,"Dinsmore, Robert S.","Matsui, Robert T.",0.2973,False,True,6,,,,,,1994,,,,,,
4664,California,4,"Doolittle, John T.","Hirning, Katie",0.6372,True,False,6,,,,,,1994,,,,,,
4665,California,3,"Lefever, Tim","Fazio, Vic",0.48090000000000005,False,True,6,,,,,,1994,,,,,,
4666,California,2,"Herger, Wally","Jacobs, Mary",0.7112999999999999,True,False,6,,,,,,1994,,,,,,
4667,California,1,"Riggs, Frank","Hamburg, Dan",0.5328,False,True,6,,,,,,1994,,,,,,
4668,Massachusetts,2,"Briare, John M.","Neal, Richard E.",0.38299999999999995,False,True,25,,,,,,1994,,,,,,
4669,Michigan,1,"Ziegler, Gil","Stupak, Bart",0.42469999999999997,False,True,26,,,,,,1994,,,,,,
4670,Michigan,2,"Hoekstra, Peter","Hoover, Marcus P.",0.7602,True,False,26,,,,,,1994,,,,,,
4671,Michigan,3,"Ehlers, Vernon J.","Flory, Betsy J.",0.7583,False,False,26,,,,,,1994,,,,,,
4672,Utah,3,"Thompson, Dixie","Orton, Bill",0.4033,False,False,49,,,,,,1994,,,,,,
4673,Florida,22,"Shaw, E. Clay Jr.","Wiener, Hermine L.",0.6335999999999999,True,False,12,,,,,,1994,,,,,,
4674,Utah,2,"Waldholtz, Enid Greene","Shepherd, Karen",0.561,False,True,49,,,,,,1994,,,,,,
4675,Utah,1,"Hansen, James V.","Coray, Bobbie",0.6454000000000001,True,False,49,,,,,,1994,,,,,,
4676,Louisiana,1,"Livingston, Bob","McNeir, Forest",0.8719,True,False,22,,,,,,1994,,,,,,
4677,New York,27,"Paxon, L. William","Long, William A.",0.7453,True,False,36,,,,,,1994,,,,,,
4678,New York,26,"Moppert, Bob","Hinchey, Maurice D.",0.49670000000000003,False,True,36,,,,,,1994,,,,,,
4679,New York,25,"Walsh, James T.","Jezer, Rhea",0.5761,True,False,36,,,,,,1994,,,,,,
4680,New York,24,"McHugh, John M.","Francis, Danny M.",0.7855,True,False,36,,,,,,1994,,,,,,
4681,New York,23,"Boehlert, Sherwood L.","Skeele, Charles W.",0.7532,True,False,36,,,,,,1994,,,,,,
4682,New York,22,"Solomon, Gerald B.","Lawrence, L. Robert",0.7343000000000001,True,False,36,,,,,,1994,,,,,,
4683,California,6,"Nugent, Michael J.","Woolsey, Lynn",0.3925,False,True,6,,,,,,1994,,,,,,
4684,California,7,"Hughes, Charles V.","Miller, George",0.2824,False,True,6,,,,,,1994,,,,,,
4685,New Jersey,1,"Hogan, James N.","Andrews, Robert E.",0.2773,False,True,34,,,,,,1994,,,,,,
4686,New Jersey,2,"LoBiondo, Frank A.","Magazzu, Louis N.",0.6462,False,False,34,,,,,,1994,,,,,,
4687,Wisconsin,7,"West, Scott","Obey, David R.",0.4567,False,True,55,,,,,,1994,,,,,,
4688,Wisconsin,8,"Roth, Toby","Gruszynski, Stan",0.6373,True,False,55,,,,,,1994,,,,,,
4689,Texas,28,"Slatter, David C.","Tejeda, Frank M.",0.28,False,True,48,,,,,,1994,,,,,,
4690,Texas,29,"Eide, Harold","Green, Gene",0.2656,False,True,48,,,,,,1994,,,,,,
4691,Texas,30,"Cain, Lucy","Johnson, Eddie Bernice",0.2611,False,True,48,,,,,,1994,,,,,,
4692,Hawaii,1,"Swindle, Orson","Abercrombie, Neil",0.4471,False,True,15,,,,,,1994,,,,,,
4693,Massachusetts,10,"Hemeon, Keith J.","Studds, Gerry E.",0.3124,False,True,25,,,,,,1994,,,,,,
4694,Massachusetts,9,"Murphy, Michael M.","Moakley, John J.",0.3023,False,False,25,,,,,,1994,,,,,,
4695,Illinois,20,"Owens, Bill","Durbin, Richard J.",0.45159999999999995,False,True,17,,,,,,1994,,,,,,
4696,Massachusetts,7,"Bailey, Brad","Markey, Edward J.",0.3555,False,True,25,,,,,,1994,,,,,,
4697,Massachusetts,6,"Torkildsen, Peter","Tierney, John F.",0.5159,True,False,25,,,,,,1994,,,,,,
4698,Massachusetts,5,"Coleman, David E.","Meehan, Martin T.",0.3015,False,True,25,,,,,,1994,,,,,,
4699,Ohio,11,"Sykora, James J.","Stokes, Louis",0.2279,False,True,39,,,,,,1994,,,,,,
4700,Massachusetts,3,"Blute, Peter","O'Sullivan, Kevin",0.5528,True,False,25,,,,,,1994,,,,,,
4701,Ohio,10,"Hoke, Martin R.","Gaul, Francis E.",0.5732,True,False,39,,,,,,1994,,,,,,
4702,Ohio,9,"Whitman, Randy","Kaptur, Marcy",0.2466,False,True,39,,,,,,1994,,,,,,
4703,Ohio,6,"Cremeans, Frank A.","Strickland, Ted",0.5095000000000001,False,True,39,,,,,,1994,,,,,,
4704,New Jersey,4,"Smith, Christopher H.","Walsh, Ralph",0.6890999999999999,True,False,34,,,,,,1994,,,,,,
4705,New Jersey,3,"Saxton, H. James","Smith, James B.",0.6801,True,False,34,,,,,,1994,,,,,,
4706,Michigan,5,"Anderson, William T.","Barcia, James A.",0.32659999999999995,False,True,26,,,,,,1994,,,,,,
4707,New York,21,"Gomez, Joseph A.","McNulty, Michael R.",0.3175,False,True,36,,,,,,1994,,,,,,
4708,New York,20,"Gilman, Benjamin A.","Julian, Gregory B.",0.6969,True,False,36,,,,,,1994,,,,,,
4709,Ohio,3,"Westbrock, David A.","Hall, Tony P.",0.40700000000000003,False,True,39,,,,,,1994,,,,,,
4710,Michigan,8,"Chrysler, Dick","Mitchell, Bob",0.5347999999999999,False,False,26,,,,,,1994,,,,,,
4711,Michigan,9,"O'Neill, Megan","Kildee, Dale E.",0.47869999999999996,False,True,26,,,,,,1994,,,,,,
4712,Michigan,10,"Lobsinger, Donald J.","Bonior, David E.",0.3774,False,True,26,,,,,,1994,,,,,,
4713,Michigan,11,"Knollenberg, Joe","Breshgold, Mike",0.691,True,False,26,,,,,,1994,,,,,,
4714,Michigan,12,"Pappageorge, John","Levin, Sander M.",0.47259999999999996,False,True,26,,,,,,1994,,,,,,
4715,Texas,16,"Ortiz, Bobby","Coleman, Ronald",0.4289,False,True,48,,,,,,1994,,,,,,
4716,Texas,15,"Haughey, Tom","de la Garza, Eligio II",0.4006,False,True,48,,,,,,1994,,,,,,
4717,Michigan,13,"Schall, John A.","Rivers, Lynn",0.46520000000000006,False,False,26,,,,,,1994,,,,,,
4718,Idaho,1,"Chenoweth, Helen","Larocco, Larry",0.5543,False,True,16,,,,,,1994,,,,,,
4719,Michigan,14,"Fournier, Richard C.","Conyers, John Jr.",0.16949999999999998,False,True,26,,,,,,1994,,,,,,
4720,Ohio,2,"Portman, Rob","Mann, Les",0.7744,False,False,39,,,,,,1994,,,,,,
4721,Michigan,15,"Savage, John","Collins, Barbara-Rose",0.1439,False,True,26,,,,,,1994,,,,,,
4722,Michigan,16,"Larkin, Ken","Dingell, John D. Jr.",0.402,False,True,26,,,,,,1994,,,,,,
4723,Texas,1,"Blankenship, Mike","Chapman, James L.",0.425,False,True,48,,,,,,1994,,,,,,
4724,Texas,14,"Deats, Jim","Laughlin, Greg",0.4439,False,True,48,,,,,,1994,,,,,,
4725,Texas,13,"Thornberry, William M.","Sarpalius, Bill",0.5542,False,True,48,,,,,,1994,,,,,,
4726,Texas,12,"Anderson, Ernest J.","Geren, Pete",0.31329999999999997,False,True,48,,,,,,1994,,,,,,
4727,Rhode Island,1,"Vigilante, Kevin","Kennedy, Patrick J.",0.4585,False,False,44,,,,,,1994,,,,,,
4728,Rhode Island,2,"Elliot, A. John","Reed, Jack F.",0.3201,False,True,44,,,,,,1994,,,,,,
4729,Idaho,2,"Crapo, Michael D.","Fletcher, Penny",0.7497,True,False,16,,,,,,1994,,,,,,
4730,Ohio,5,"Gillmor, Paul E.","Tudor, Jarrod",0.7336,True,False,39,,,,,,1994,,,,,,
4731,New York,19,"Kelly, Sue W.","Fish, Hamilton Jr.",0.5863,False,False,36,,,,,,1994,,,,,,
4732,Texas,17,"Boone, Phil","Stenholm, Charles W.",0.46340000000000003,False,True,48,,,,,,1994,,,,,,
4733,New York,18,"Hartzell, Andrew C.","Lowey, Nita M.",0.4168,False,True,36,,,,,,1994,,,,,,
4734,New York,17,"Marshall, Edward T.","Engel, Eliot L.",0.1873,False,True,36,,,,,,1994,,,,,,
4735,New York,14,"Millard, Charles","Maloney, Carolyn B.",0.3553,False,True,36,,,,,,1994,,,,,,
4736,Michigan,6,"Upton, Fred","Taylor, David",0.7422,True,False,26,,,,,,1994,,,,,,
4737,Michigan,7,"Smith, Nick","McCaughtry, Kim",0.6685,True,False,26,,,,,,1994,,,,,,
4738,New York,13,"Molinari, Susan","Butler, Tyrone G.",0.7398,True,False,36,,,,,,1994,,,,,,
4739,New York,10,"Parker, Amelia S.","Towns, Edolphus",0.094,False,True,36,,,,,,1994,,,,,,
4740,Ohio,1,"Chabot, Steve","Mann, David",0.5608,False,True,39,,,,,,1994,,,,,,
4741,Indiana,10,"Scott, Marvin B.","Jacobs, Andrew Jr.",0.4654,False,True,18,,,,,,1994,,,,,,
4742,Indiana,9,"Leising, Jean","Hamilton, Lee H.",0.4797,False,True,18,,,,,,1994,,,,,,
4743,Indiana,8,"Hostettler, John N.","McCloskey, Francis",0.5243,False,True,18,,,,,,1994,,,,,,
4744,Indiana,7,"Myers, John T.","Harmless, Michael M.",0.6509999999999999,True,False,18,,,,,,1994,,,,,,
4745,Indiana,6,"Burton, Dan","Bruner, Natalie M.",0.7703,True,False,18,,,,,,1994,,,,,,
4746,Indiana,5,"Buyer, Steve","Beatty, J. D.",0.7106,True,False,18,,,,,,1994,,,,,,
4747,Indiana,4,"Souder, Mark E.","Long, Jill Lynette",0.5543,False,True,18,,,,,,1994,,,,,,
4748,Indiana,3,"Burkett, Richard","Roemer, Timothy J.",0.4482,False,True,18,,,,,,1994,,,,,,
4749,Indiana,2,"McIntosh, David M.","Hogsett, Joseph H.",0.5447,False,False,18,,,,,,1994,,,,,,
4750,Indiana,1,"Larson, John","Visclosky, Peter J.",0.4354,False,True,18,,,,,,1994,,,,,,
4751,Texas,18,"Burley, Jerry","Jackson Lee, Sheila",0.2493,False,False,48,,,,,,1994,,,,,,
4752,Wisconsin,5,"Hollingshead, Stephen B.","Barrett, Thomas M.",0.36810000000000004,False,True,55,,,,,,1994,,,,,,
4753,Hawaii,2,"Garner, Robert H.","Mink, Patsy T.",0.2563,False,True,15,,,,,,1994,,,,,,
4754,Florida,20,"Kennedy, Beverly","Deutsch, Peter",0.3875,False,True,12,,,,,,1994,,,,,,
4755,Kentucky,6,"Wills, Matthew E.","Baesler, Scott",0.41159999999999997,False,True,21,,,,,,1994,,,,,,
4756,Illinois,14,"Hastert, J. Dennis","Denari, Steve",0.7648,True,False,17,,,,,,1994,,,,,,
4757,Illinois,13,"Fawell, Harris W.","Riley, William A.",0.7312000000000001,True,False,17,,,,,,1994,,,,,,
4758,Illinois,12,"Morris, Jan","Costello, Jerry F.",0.3408,False,True,17,,,,,,1994,,,,,,
4759,Illinois,11,"Weller, Gerald C.","Giglio, Frank",0.6063000000000001,False,False,17,,,,,,1994,,,,,,
4760,Kentucky,1,"Whitfield, Edward","Barlow, Tom",0.5097,False,True,21,,,,,,1994,,,,,,
4761,Kentucky,2,"Lewis, Ron","Adkisson, David",0.598,False,False,21,,,,,,1994,,,,,,
4762,Kentucky,3,"Stokes, Susan B.","Ward, Mike",0.4984,False,False,21,,,,,,1994,,,,,,
4763,Kentucky,4,"Bunning, Jim","Skaggs, Sally H.",0.7415,True,False,21,,,,,,1994,,,,,,
4764,Kentucky,5,"Rogers, Harold","Blevins, Walter",0.7942,True,False,21,,,,,,1994,,,,,,
4765,Oklahoma,3,"Tallant, Darrel D.","Brewster, Bill",0.2623,False,True,40,,,,,,1994,,,,,,
4766,Illinois,3,"Nalepa, Jim","Lipinski, William O.",0.45840000000000003,False,True,17,,,,,,1994,,,,,,
4767,Texas,20,"Colyer, Carl B.","Gonzalez, Henry B.",0.37479999999999997,False,True,48,,,,,,1994,,,,,,
4768,Illinois,10,"Porter, John E.","Krupp, Andrew M.",0.7505,True,False,17,,,,,,1994,,,,,,
4769,Illinois,9,"Larney, George E.","Yates, Sidney R.",0.33899999999999997,False,True,17,,,,,,1994,,,,,,
4770,Illinois,8,"Crane, Philip M.","Walberg, Robert C.",0.6493000000000001,True,False,17,,,,,,1994,,,,,,
4771,Georgia,3,"Collins, Michael Allen","Overby, Fred",0.6553,True,False,13,,,,,,1994,,,,,,
4772,Georgia,2,"Clayton, John","Bishop, Sanford",0.3383,False,True,13,,,,,,1994,,,,,,
4773,Illinois,7,"Mobley, Charles","Collins, Cardiss",0.20440000000000003,False,True,17,,,,,,1994,,,,,,
4774,Illinois,6,"Hyde, Henry J.","Berry, Tom",0.7568,True,False,17,,,,,,1994,,,,,,
4775,Illinois,5,"Flanagan, Michael P.","Rostenkowski, Daniel",0.5443,False,True,17,,,,,,1994,,,,,,
4776,Illinois,15,"Ewing, Thomas","Alexander, Paul",0.6815000000000001,True,False,17,,,,,,1994,,,,,,
4777,Illinois,16,"Manzullo, Donald","Sullivan, Pete",0.7064,True,False,17,,,,,,1994,,,,,,
4778,Illinois,17,"Anderson, Jim","Evans, Lane",0.4547,False,True,17,,,,,,1994,,,,,,
4779,California,8,"Cheung, Elsa C.","Pelosi, Nancy",0.1815,False,True,6,,,,,,1994,,,,,,
4780,Wisconsin,1,"Neumann, Mark W.","Barca, Peter W.",0.5034000000000001,False,True,55,,,,,,1994,,,,,,
4781,Texas,4,"Bridges, David L.","Hall, Ralph M.",0.40380000000000005,False,True,48,,,,,,1994,,,,,,
4782,Texas,2,"Peterson, Donna","Wilson, Charles",0.4296,False,True,48,,,,,,1994,,,,,,
4783,Georgia,11,"Lovett, Woodrow","McKinney, Cynthia",0.344,False,True,13,,,,,,1994,,,,,,
4784,Georgia,10,"Norwood, Charlie","Johnson, Don",0.6524,False,True,13,,,,,,1994,,,,,,
4785,Georgia,9,"Castello, Robert L.","Deal, Nathan",0.4211,False,True,13,,,,,,1994,,,,,,
4786,Georgia,8,"Chambliss, Saxby","Mathis, Craig",0.6265,False,False,13,,,,,,1994,,,,,,
4787,Georgia,7,"Barr, Bob","Darden, George",0.5193,False,True,13,,,,,,1994,,,,,,
4788,Georgia,6,"Gingrich, Newt","Jones, Ben",0.6417,True,False,13,,,,,,1994,,,,,,
4789,Wisconsin,2,"Klug, Scott L.","Hecht, Thomas C.",0.7071,True,False,55,,,,,,1994,,,,,,
4790,Georgia,5,"Dixon, Dale","Lewis, John",0.30870000000000003,False,True,13,,,,,,1994,,,,,,
4791,Illinois,19,"Winters, Brent","Poshard, Glenn",0.41609999999999997,False,True,17,,,,,,1994,,,,,,
