"StateDistrict","Year","LaborForce","Name"
"New York 23","10","74.78095","Owens, William L."
"New York 23","10","74.78095","Owens, William L."
"New York 23","12","75.10000","Reed, Thomas W., II"
"New York 23","12","75.10000","Reed, Thomas W., II"
"New York 23","12","75.10000","Reed, Thomas W., II"
"New York 23","12","75.10000","Reed, Thomas W., II"
"New York 23","14","73.60000","Reed, Thomas W., II"
"New York 23","14","73.60000","Reed, Thomas W., II"
"New York 23","14","73.60000","Reed, Thomas W., II"
"New York 23","16","70.60000","Reed, Thomas W., II"
"New York 23","16","70.60000","Reed, Thomas W., II"
"New York 23","16","70.60000","Reed, Thomas W., II"
"New York 23","16","70.60000","Reed, Thomas W., II"
"New York 24","10","72.70000","Arcuri, Michael A."
"New York 24","10","72.70000","Arcuri, Michael A."
"New York 24","10","72.70000","Arcuri, Michael A."
"New York 24","12","74.33684","Buerkle, Ann Marie"
"New York 24","12","74.33684","Buerkle, Ann Marie"
"New York 24","12","74.33684","Buerkle, Ann Marie"
"New York 24","12","74.33684","Buerkle, Ann Marie"
"New York 24","14","76.20000","Maffei, Daniel B."
"New York 24","14","76.20000","Maffei, Daniel B."
"New York 24","16","71.30000","Katko, John M."
"New York 24","16","71.30000","Katko, John M."
"New York 24","16","71.30000","Katko, John M."
"New York 24","16","71.30000","Katko, John M."
"New York 25","10","74.40000","Maffei, Daniel B."
"New York 25","10","74.40000","Maffei, Daniel B."
"New York 25","10","74.40000","Maffei, Daniel B."
"New York 25","12","73.42381","Slaughter, Louise M."
"New York 25","12","73.42381","Slaughter, Louise M."
"New York 25","12","73.42381","Slaughter, Louise M."
"New York 25","14","75.60000","Slaughter, Louise M."
"New York 25","14","75.60000","Slaughter, Louise M."
"New York 25","16","71.10000","Slaughter, Louise M."
"New York 25","16","71.10000","Slaughter, Louise M."
"New York 25","16","71.10000","Slaughter, Louise M."
"New York 26","10","74.80000","Lee, Christopher J."
"New York 26","10","74.80000","Lee, Christopher J."
"New York 26","10","74.80000","Lee, Christopher J."
"New York 26","10","74.80000","Lee, Christopher J."
"New York 26","12","71.50000","Higgins, Brian"
"New York 26","12","71.50000","Higgins, Brian"
"New York 26","12","71.50000","Higgins, Brian"
"New York 26","14","74.36842","Higgins, Brian"
"New York 26","14","74.36842","Higgins, Brian"
"New York 26","16","76.00000","Higgins, Brian"
"New York 26","16","76.00000","Higgins, Brian"
"New York 26","16","76.00000","Higgins, Brian"
"New York 27","10","75.00000","Higgins, Brian"
"New York 27","10","75.00000","Higgins, Brian"
"New York 27","10","75.00000","Higgins, Brian"
"New York 27","12","73.40000","Hochul, Kathy C."
"New York 27","12","73.40000","Hochul, Kathy C."
"New York 27","12","73.40000","Hochul, Kathy C."
"New York 27","14","72.92857","Collins, Chris"
"New York 27","14","72.92857","Collins, Chris"
"New York 27","14","72.92857","Collins, Chris"
"New York 27","16","76.00000","Collins, Chris"
"New York 27","16","76.00000","Collins, Chris"
"New York 27","16","76.00000","Collins, Chris"
"New York 27","16","76.00000","Collins, Chris"
"New York 28","10","73.90000","Slaughter, Louise M."
"New York 28","10","73.90000","Slaughter, Louise M."
"New York 28","10","73.90000","Slaughter, Louise M."
"New York 28","10","73.90000","Slaughter, Louise M."
"North Carolina  1","10","69.60000","Butterfield, G. K."
"North Carolina  1","12","76.00000","Butterfield, G. K ."
"North Carolina  1","14","69.90000","Butterfield, G. K."
"North Carolina  1","16","71.20000","Butterfield, G. K."
"North Carolina  2","10","70.86842","Etheridge, Bob"
"North Carolina  2","12","74.60000","Ellmers, Renee"
"North Carolina  2","14","68.50000","Ellmers, Renee"
"North Carolina  2","16","72.70000","Holding, George"
"North Carolina  2","16","72.70000","Ellmers, Renee"
"North Carolina  3","10","72.04762","Jones, Walter B."
"North Carolina  3","12","74.30000","Jones, Walter B."
"North Carolina  3","14","71.50000","Jones, Walter"
"North Carolina  3","16","71.10000","Jones, Walter B."
"North Carolina  4","10","73.30000","Price, David"
"North Carolina  4","12","73.48421","Price, David"
"North Carolina  4","14","77.40000","Price, David"
"North Carolina  4","16","72.10000","Price, David"
"North Carolina  5","10","72.20000","Foxx, Virginia"
"North Carolina  5","12","72.58095","Foxx, Virginia "
"North Carolina  5","14","76.60000","Foxx, Virginia"
"North Carolina  5","16","69.70000","Foxx, Virginia"
"North Carolina  6","10","72.50000","Coble, Howard"
"North Carolina  6","12","71.90000","Coble, Howard"
"North Carolina  6","16","73.20000","Walker, B. Mark"
"North Carolina  7","10","74.60000","McIntyre, Mike"
"North Carolina  7","12","71.90000","McIntyre, Mike "
"North Carolina  7","16","72.40000","Rouzer, David"
"North Carolina  8","10","73.80000","Kissell, Larry"
"North Carolina  8","12","72.00000","Kissell, Larry "
"North Carolina  8","14","70.50000","Hudson, Richard"
"North Carolina  8","16","71.84737","Hudson, Richard"
"North Carolina  9","10","74.90000","Myrick, Sue"
"North Carolina  9","14","70.80000","Pittenger, Robert"
"North Carolina  9","16","71.02857","Pittenger, Robert"
"North Carolina 10","10","75.20000","McHenry, Patrick"
"North Carolina 10","12","72.30000","McHenry, Patrick "
"North Carolina 10","14","71.40000","McHenry, Patrick"
"North Carolina 10","16","70.50000","McHenry, Patrick"
"North Carolina 11","10","74.00000","Shuler, Heath"
"North Carolina 11","14","70.00000","Meadows, Mark"
"North Carolina 11","16","70.30000","Meadows, Mark"
"North Carolina 12","10","75.89474","Watt, Mel"
"North Carolina 12","12","75.40000","Watt, Mel"
"North Carolina 12","16","70.50000","Adams, Alma"
"North Carolina 13","10","77.34762","Miller, Brad"
"North Carolina 13","14","74.00000","Holding, George"
"North Dakota  0","10","78.30000","Pomeroy, Earl"
"North Dakota  0","14","74.00000","Cramer, Kevin"
"North Dakota  0","16","70.40000","Cramer, Kevin"
"Ohio  1","10","79.50000","Driehaus, Steve"
"Ohio  1","12","75.20000","Chabot, Steve"
"Ohio  1","14","77.66190","Chabot, Steve"
"Ohio  1","16","73.10000","Chabot, Steve"
"Ohio  2","10","78.80000","Schmidt, Jean"
"Ohio  2","12","74.70000","Schmidt, Jean"
"Ohio  2","14","78.40000","Wenstrup, Brad "
"Ohio  2","16","73.35789","Wenstrup, Brad "
"Ohio  3","10","79.50000","Fogle, Guy N."
"Ohio  3","10","79.50000","Roberts, Joe"
"Ohio  3","10","79.50000","Turner, Mike"
"Ohio  3","10","79.50000","Esrati, David "
"Ohio  3","14","79.30000","Beatty, Joyce B."
"Ohio  3","16","73.18571","Beatty, Joyce"
"Ohio  4","10","70.90000","Jordan, Jim"
"Ohio  4","12","76.50000","Jordan, Jim"
"Ohio  4","14","79.80000","Jordan, Jim "
"Ohio  4","16","73.40000","Jordan, Jim"
"Ohio  5","10","69.30000","Latta, Bob"
"Ohio  5","12","75.90000","Latta, Bob"
"Ohio  5","14","79.30000","Latta, Bob"
"Ohio  5","16","72.60000","Latta, Bob"
"Ohio  6","10","71.91579","Wilson, Charlie"
"Ohio  6","12","77.80000","Johnson, Bill"
"Ohio  6","14","70.40000","Johnson, Bill"
"Ohio  6","16","73.40000","Johnson, Bill"
"Ohio  7","10","73.86190","Austria, Steve"
"Ohio  7","12","77.80000","Gibbs, Bob"
"Ohio  7","14","70.60000","Gibbs, Bob "
"Ohio  7","16","71.70000","Gibbs, Bob "
"Ohio  8","10","75.10000","Boehner, John A."
"Ohio  8","12","77.22632","Boehner, John A."
"Ohio  8","14","78.10000","Boehner, John A."
"Ohio  9","10","76.30000","Kaptur, Marcy"
"Ohio  9","12","76.63333","Kucinich, Dennis J."
"Ohio  9","12","76.63333","Kaptur, Marcy"
"Ohio  9","14","76.10000","Kaptur, Marcy"
"Ohio  9","16","72.90000","Kaptur, Marcy"
"Ohio 10","10","75.40000","Kucinich, Dennis J."
"Ohio 10","12","76.70000","Turner, Mike"
"Ohio 10","14","75.63158","Turner, Mike"
"Ohio 10","16","63.60000","Turner, Mike "
"Ohio 11","10","75.30000","Fudge, Marcia L."
"Ohio 11","12","75.70000","Fudge, Marcia L."
"Ohio 11","14","74.40476","Fudge, Marcia L."
"Ohio 11","16","65.40000","Fudge, Marcia L."
"Ohio 12","10","76.10000","Tiberi, Pat"
"Ohio 12","12","75.50000","Tiberi, Pat"
"Ohio 12","14","74.20000","Tiberi, Pat"
"Ohio 12","16","69.08947","Tiberi, Pat"
"Ohio 13","10","76.00000","Sutton, Betty"
"Ohio 13","12","75.10000","Ryan, Tim"
"Ohio 13","14","74.00000","Ryan, Tim"
"Ohio 13","16","73.06190","Ryan, Tim "
"Ohio 14","10","77.30000","LaTourette, Steven C."
"Ohio 14","12","76.10000","LaTourette, Steven C.  #"
"Ohio 14","14","71.00000","Joyce, David P."
"Ohio 14","16","76.20000","Joyce, David P."
"Ohio 15","10","75.00000","Kilroy, Mary Jo"
"Ohio 15","12","76.00000","Stivers, Steve"
"Ohio 15","14","70.30000","Stivers, Steve"
"Ohio 15","16","77.20000","Stivers, Steve"
"Ohio 16","10","72.12632","Boccieri, John A."
"Ohio 16","12","75.50000","Sutton, Betty"
"Ohio 16","12","75.50000","Renacci, Jim"
"Ohio 16","14","72.30000","Renacci, Jim"
"Ohio 16","16","75.90000","Renacci, Jim"
"Ohio 17","10","68.74286","Ryan, Timothy J."
"Ohio 18","10","66.80000","Space, Zack"
"Oklahoma  1","10","65.20000","Sullivan, John"
"Oklahoma  1","12","74.50000","Sullivan, John"
"Oklahoma  1","14","69.81053","Bridenstine, Jim"
"Oklahoma  1","16","69.80000","Bridenstine, Jim "
"Oklahoma  2","10","66.60000","Boren, Dan"
"Oklahoma  2","14","68.70952","Mullin, Markwayne"
"Oklahoma  2","16","70.30000","Mullin, Markwayne "
"Oklahoma  3","10","67.20000","Lucas, Frank D."
"Oklahoma  3","12","74.90000","Lucas, Frank D."
"Oklahoma  3","14","67.30000","Lucas, Frank D."
"Oklahoma  3","16","71.71053","Lucas, Frank D."
"Oklahoma  4","10","67.90000","Cole, Tom"
"Oklahoma  4","12","74.80000","Cole, Tom"
"Oklahoma  4","14","67.50000","Cole, Tom"
"Oklahoma  4","16","73.20000","Cole, Tom"
"Oklahoma  5","12","73.90000","Lankford, James"
"Oklahoma  5","16","74.20000","Russell, Steve "
"Oregon  1","10","66.66842","Wu, David"
"Oregon  1","12","79.00000","Bonamici, Suzanne"
"Oregon  1","14","69.30000","Bonamici, Suzanne "
"Oregon  1","16","73.10000","Bonamici, Suzanne"
"Oregon  1","16","73.10000","Bonamici, Suzanne"
"Oregon  2","10","68.00952","Walden, Greg"
"Oregon  2","12","78.00000","Walden, Greg "
"Oregon  2","14","70.50000","Walden, Greg "
"Oregon  2","16","74.60000","Walden, Greg"
"Oregon  2","16","74.60000","Walden, Greg"
"Oregon  3","10","68.80000","Blumenauer, Earl"
"Oregon  3","12","78.20526","Blumenauer, Earl "
"Oregon  3","14","74.70000","Blumenauer, Earl "
"Oregon  3","16","74.40000","Blumenauer, Earl "
"Oregon  4","10","70.20000","DeFazio, Peter A."
"Oregon  4","10","70.20000","DeFazio, Peter A."
"Oregon  4","12","78.09524","DeFazio, Peter A."
"Oregon  4","14","75.10000","DeFazio, Peter A."
"Oregon  4","16","74.30000","DeFazio, Peter A."
"Oregon  4","16","74.30000","DeFazio, Peter A."
"Oregon  5","10","68.70000","Schrader, Kurt"
"Oregon  5","10","68.70000","Schrader, Kurt"
"Oregon  5","12","77.90000","Schrader, Kurt "
"Oregon  5","14","74.73158","Schrader, Kurt"
"Oregon  5","16","70.50000","Schrader, Kurt"
"Oregon  5","16","70.50000","Schrader, Kurt"
"Pennsylvania  1","10","69.20000","Brady, Robert A."
"Pennsylvania  1","12","77.50000","Brady, Robert A."
"Pennsylvania  1","14","74.20000","Brady, Robert A."
"Pennsylvania  1","16","69.16316","Brady, Robert A."
"Pennsylvania  2","10","71.90000","Fattah, Chaka"
"Pennsylvania  2","12","78.20000","Fattah, Chaka"
"Pennsylvania  2","14","74.50000","Fattah, Chaka "
"Pennsylvania  3","10","79.80000","Dahlkemper, Kathy"
"Pennsylvania  3","12","77.90000","Kelly, Mike"
"Pennsylvania  3","14","74.50000","Kelly, Mike"
"Pennsylvania  3","16","68.90000","Kelly, Mike "
"Pennsylvania  4","10","77.80000","Altmire, Jason"
"Pennsylvania  4","14","74.50000","Perry, Scott"
"Pennsylvania  4","16","68.20000","Perry, Scott"
"Pennsylvania  5","10","74.32632","Thompson, Glenn"
"Pennsylvania  5","12","78.30000","Thompson, Glenn"
"Pennsylvania  5","14","79.10000","Thompson, Glenn GT"
"Pennsylvania  5","16","69.70000","Thompson, Glenn GT"
"Pennsylvania  6","10","70.41905","Gerlach, Jim"
"Pennsylvania  6","12","77.70000","Gerlach, Jim"
"Pennsylvania  6","16","67.40000","Costello, Ryan"
"Pennsylvania  7","12","75.34737","Meehan, Patrick L."
"Pennsylvania  7","14","80.60000","Meehan, Patrick L."
"Pennsylvania  7","16","69.20000","Meehan, Patrick L."
"Pennsylvania  8","10","68.90000","Murphy, Patrick J."
"Pennsylvania  8","12","72.98095","Fitzpatrick, Mike"
"Pennsylvania  8","14","79.40000","Fitzpatrick, Michael G."
"Pennsylvania  9","10","65.60000","Shuster, Bill"
"Pennsylvania  9","12","70.60000","Shuster, Bill"
"Pennsylvania  9","14","78.73684","Shuster, Bill"
"Pennsylvania  9","16","74.10000","Shuster, Bill"
"Pennsylvania 10","10","66.80000","Carney, Christopher Paul"
"Pennsylvania 10","12","71.30000","Marino, Thomas A."
"Pennsylvania 10","14","77.71429","Marino, Tom"
"Pennsylvania 10","16","72.40000","Marino, Tom"
"Pennsylvania 11","10","69.80000","Kanjorski, Paul E. "
"Pennsylvania 11","12","71.80000","Barletta, Lou"
"Pennsylvania 11","14","76.60000","Barletta, Lou"
"Pennsylvania 11","16","75.91579","Barletta, Lou "
"Pennsylvania 12","10","68.00000","Critz, Mark S. #"
"Pennsylvania 12","12","71.60000","Altmire, Jason"
"Pennsylvania 12","12","71.60000","Critz, Mark S."
"Pennsylvania 12","14","77.10000","Rothfus, Keith "
"Pennsylvania 12","16","78.66667","Rothfus, Keith "
"Pennsylvania 13","10","78.60000","Schwartz, Allyson Y."
"Pennsylvania 13","12","71.20000","Schwartz, Allyson Y."
"Pennsylvania 13","16","80.20000","Boyle, Brendan F."
"Pennsylvania 14","10","78.40000","Doyle, Mike "
"Pennsylvania 14","12","72.50000","Doyle, Mike"
"Pennsylvania 14","14","76.40000","Doyle, Mike"
"Pennsylvania 14","16","82.50000","Doyle, Mike"
"Pennsylvania 15","10","77.93684","Dent, Charles W."
"Pennsylvania 15","12","64.20000","Dent, Charles W."
"Pennsylvania 15","14","73.80000","Dent, Charles W."
"Pennsylvania 15","16","81.00000","Dent, Charles W."
"Pennsylvania 16","10","77.43333","Pitts, Joseph R."
"Pennsylvania 16","12","63.10000","Pitts, Joseph R."
"Pennsylvania 16","14","74.30000","Pitts, Joseph R."
"Pennsylvania 17","10","77.40000","Holden, Tim"
"Pennsylvania 17","12","64.02105","Holden, Tim"
"Pennsylvania 17","14","75.20000","Cartwright, Matt"
"Pennsylvania 17","16","81.00000","Cartwright, Matt"
"Pennsylvania 18","10","76.30000","Murphy, Tim"
"Pennsylvania 18","12","64.51429","Murphy, Tim"
"Pennsylvania 18","14","72.40000","Murphy, Tim"
"Pennsylvania 18","16","81.30000","Murphy, Tim "
"Pennsylvania 19","10","77.00000","Platts, Todd"
"Rhode Island  1","12","66.40000","Cicilline, David N."
"Rhode Island  1","14","81.60000","Cicilline, David N."
"Rhode Island  1","16","71.92632","Cicilline, David N."
"Rhode Island  2","10","77.60000","Langevin, James R."
"Rhode Island  2","12","64.40000","Langevin, James R."
"Rhode Island  2","14","80.90000","Langevin, James R."
"Rhode Island  2","16","71.63333","Langevin, James R."
"South Carolina  1","12","66.80000","Scott, Tim"
"South Carolina  1","14","80.90000","Sanford, Mark"
"South Carolina  1","16","71.70000","Sanford, Mark"
"South Carolina  2","10","73.51579","Wilson, Joe"
"South Carolina  2","12","66.50000","Wilson, Joe"
"South Carolina  2","14","82.00000","Wilson, Joe"
"South Carolina  2","16","71.20000","Wilson, Joe"
"South Carolina  3","12","63.80000","Duncan, Jeff"
"South Carolina  3","14","82.50000","Duncan, Jeff"
"South Carolina  3","16","71.90000","Duncan, Jeff"
"South Carolina  4","10","64.70000","Inglis, Bob"
"South Carolina  4","12","65.81579","Gowdy, Trey"
"South Carolina  4","14","73.90000","Gowdy, Trey"
"South Carolina  4","16","72.60000","Gowdy, Trey"
"South Carolina  5","10","63.70000","Spratt, John"
"South Carolina  5","12","66.90952","Mulvaney, Mick"
"South Carolina  5","14","72.50000","Mulvaney, Mick "
"South Carolina  5","16","72.60000","Mulvaney, Mick"
"South Carolina  6","10","64.20000","Clyburn, James E. ""Jim"""
"South Carolina  6","12","67.00000","Clyburn, James E. ""Jim"""
"South Carolina  6","14","75.98421","Clyburn, James E. ""Jim"" "
"South Carolina  6","16","70.70000","Clyburn, James E. ""Jim"""
"South Dakota  0","10","65.40000","Sandlin, Stephanie Herseth"
"South Dakota  0","12","69.10000","Noem, Kristi"
"South Dakota  0","14","81.60000","Noem, Kristi"
"South Dakota  0","16","73.44737","Noem, Kristi"
"Tennessee  1","10","78.60000","Roe, David Philip"
"Tennessee  1","12","70.50000","Roe, Phil"
"Tennessee  1","14","79.90000","Roe, Phil"
"Tennessee  1","16","78.00000","Roe, Phil"
"Tennessee  2","10","77.80000","Duncan, John J., Jr."
"Tennessee  2","12","68.60000","Duncan, John J., Jr."
"Tennessee  2","14","80.90000","Duncan, John J., Jr."
"Tennessee  2","16","78.50000","Duncan, John J., Jr."
"Tennessee  3","12","70.90000","Fleischmann, Chuck"
"Tennessee  3","14","82.00000","Fleischmann, Chuck"
"Tennessee  3","16","78.90000","Fleischmann, Chuck"
"Tennessee  4","10","75.49048","Davis, Lincoln"
"Tennessee  4","12","71.90000","DesJarlais, Scott"
"Tennessee  4","14","82.50000","DesJarlais, Scott"
"Tennessee  4","16","79.60000","DesJarlais, Scott"
"Tennessee  5","10","74.30000","Cooper, Jim"
"Tennessee  5","12","75.10526","Cooper, Jim"
"Tennessee  5","14","75.50000","Cooper, Jim"
"Tennessee  5","16","79.20000","Cooper, Jim"
"Tennessee  6","12","78.45238","Black, Diane"
"Tennessee  6","14","75.90000","Black, Diane"
"Tennessee  6","16","78.80000","Black, Diane"
"Tennessee  7","10","73.90000","Blackburn, Marsha "
"Tennessee  7","12","81.20000","Blackburn, Marsha"
"Tennessee  7","14","75.21579","Blackburn, Marsha"
"Tennessee  7","16","75.10000","Blackburn, Marsha"
"Tennessee  8","12","81.10000","Fincher, Stephen Lee"
"Tennessee  8","14","74.71429","Fincher, Stephen Lee"
"Tennessee  9","10","76.30000","Cohen, Steve"
"Tennessee  9","12","81.20000","Cohen, Steve"
"Tennessee  9","14","74.20000","Cohen, Steve "
"Tennessee  9","16","74.79474","Cohen, Steve"
"Texas  1","10","76.40000","Gohmert, Louie "
"Texas  1","12","81.50000","Gohmert, Louie"
"Texas  1","14","74.70000","Gohmert, Louie"
"Texas  1","16","72.60000","Gohmert, Louie "
"Texas  2","10","74.60000","Poe, Ted"
"Texas  2","12","81.60000","Poe, Ted"
"Texas  2","14","74.60000","Poe, Ted"
"Texas  2","16","73.10000","Poe, Ted"
"Texas  3","10","73.55789","Johnson, Sam"
"Texas  3","12","82.70000","Johnson, Sam"
"Texas  3","14","74.90000","Johnson, Sam"
"Texas  3","16","72.90000","Johnson, Sam"
"Texas  4","10","72.02857","Hall, Ralph M."
"Texas  4","12","81.70000","Hall, Ralph M."
"Texas  4","14","74.90000","Hall, Ralph M."
"Texas  4","16","71.80000","Ratcliffe, John"
"Texas  5","10","70.60000","Hensarling, Jeb"
"Texas  5","12","82.18421","Hensarling, Jeb"
"Texas  5","14","77.70000","Hensarling, Jeb"
"Texas  5","16","72.40000","Hensarling, Jeb"
"Texas  6","10","70.40000","Barton, Joe L. "
"Texas  6","12","82.32857","Barton, Joe L."
"Texas  6","14","77.20000","Barton, Joe"
"Texas  6","16","72.70000","Barton, Joe"
"Texas  7","10","72.00000","Culberson, John"
"Texas  7","12","82.30000","Culberson, John"
"Texas  7","14","76.46842","Culberson, John"
"Texas  7","16","77.70000","Culberson, John"
"Texas  8","10","71.00000","Brady, Kevin"
"Texas  8","12","82.80000","Brady, Kevin"
"Texas  8","14","75.62381","Brady, Kevin"
"Texas  8","16","75.60000","Brady, Kevin"
"Texas  9","10","71.80000","Green, Al"
"Texas  9","12","82.30000","Green, Al"
"Texas  9","14","75.30000","Green, Al"
"Texas  9","16","72.64211","Green, Al"
"Texas 10","10","71.90000","McCaul, Michael"
"Texas 10","12","82.50000","McCaul, Michael"
"Texas 10","14","74.30000","McCaul, Michael"
"Texas 10","16","69.31429","McCaul, Michael T."
"Texas 11","10","75.90000","Conaway, Mike"
"Texas 11","12","82.70000","Conaway, Mike"
"Texas 11","14","74.70000","Conaway, Mike"
"Texas 11","16","66.40000","Conaway, Mike"
"Texas 12","10","74.40000","Granger, Kay "
"Texas 12","12","81.20000","Granger, Kay"
"Texas 12","14","74.90000","Granger, Kay"
"Texas 12","16","66.00000","Granger, Kay "
"Texas 13","10","75.32105","Thornberry, Mac"
"Texas 13","12","83.70000","Thornberry, Mac"
"Texas 13","14","75.20000","Thornberry, Mac"
"Texas 13","16","67.00000","Thornberry, Mac "
"Texas 14","10","75.76667","Paul, Ron"
"Texas 14","14","76.70000","Weber, Randy"
"Texas 14","16","68.60000","Weber, Randy"
"Texas 15","10","76.10000","Hinojosa, Rubén"
"Texas 15","12","83.68947","Hinojosa, Rubén"
"Texas 15","14","82.80000","Hinojosa, Rubén"
"Texas 16","10","75.90000","Reyes, Silvestre"
"Texas 16","12","83.65238","Reyes, Silvestre"
"Texas 16","14","81.60000","O'Rourke, Beto"
"Texas 16","16","67.30000","O'Rourke, Beto"
"Texas 17","10","76.10000","Edwards, Chet"
"Texas 17","12","83.60000","Flores, Bill"
"Texas 17","14","78.98421","Flores, Bill"
"Texas 17","16","70.90000","Flores, Bill"
"Texas 18","10","77.10000","Lee, Sheila Jackson"
"Texas 18","12","83.40000","Jackson Lee, Sheila"
"Texas 18","14","76.15238","Jackson Lee, Sheila"
"Texas 18","16","70.90000","Jackson Lee, Sheila"
"Texas 19","10","77.20000","Neugebauer, Randy"
"Texas 19","12","83.70000","Neugebauer, Randy"
"Texas 19","14","74.30000","Neugebauer, Randy"
"Texas 20","10","78.00000","Gonzales, Charles A."
"Texas 20","14","72.60000","Castro, Joaquin"
"Texas 20","16","71.10000","Castro, Joaquin"
"Texas 21","10","76.90000","Smith, Lamar"
"Texas 21","12","84.80000","Smith, Lamar"
"Texas 21","14","74.30000","Smith, Lamar"
"Texas 21","16","70.70000","Smith, Lamar"
"Texas 22","10","74.80000","Olson, Pete"
"Texas 22","12","84.30000","Olson, Pete"
"Texas 22","14","73.80000","Olson, Pete"
"Texas 22","16","71.70000","Olson, Pete"
"Texas 23","10","76.11579","Rodriguez, Ciro D."
"Texas 23","12","85.80000","Canseco, Francisco ""Quico"""
"Texas 23","14","75.70000","Gallego, Pete P."
"Texas 23","16","72.30000","Hurd, Will "
"Texas 24","10","76.77143","Marchant, Kenny E."
"Texas 24","12","84.30000","Marchant, Kenny E."
"Texas 24","14","74.80000","Marchant, Kenny E."
"Texas 24","16","70.70000","Marchant, Kenny E."
"Texas 25","10","77.40000","Doggett, Lloyd"
"Texas 25","14","82.80000","Williams, Roger"
"Texas 25","16","69.90000","Williams, Roger"
"Texas 26","10","76.40000","Burgess, Michael C."
"Texas 26","12","82.54762","Burgess, Michael"
"Texas 26","14","81.60000","Burgess, Michael"
"Texas 26","16","69.70000","Burgess, Michael C."
"Texas 27","10","77.80000","Ortiz, Solomon P."
"Texas 27","12","81.00000","Farenthold, Blake"
"Texas 27","14","79.17895","Farenthold, Blake"
"Texas 27","16","82.30000","Farenthold, Blake"
"Texas 28","10","78.80000","Cuellar, Henry"
"Texas 28","12","82.20000","Cuellar, Henry"
"Texas 28","14","76.59048","Cuellar, Henry"
"Texas 28","16","81.40000","Cuellar, Henry"
"Texas 29","10","79.10000","Green, Gene"
"Texas 29","12","82.40000","Green, Gene"
"Texas 29","14","74.10000","Green, Gene"
"Texas 29","16","77.46316","Green, Gene"
"Texas 30","10","79.60000","Johnson, Eddie Bernice"
"Texas 30","12","83.10000","Johnson, Eddie Bernice"
"Texas 30","14","74.00000","Johnson, Eddie Bernice"
"Texas 30","16","73.48571","Johnson, Eddie Bernice"
"Texas 31","10","77.10000","Carter, John R. "
"Texas 31","12","82.10000","Carter, John R."
"Texas 31","14","76.00000","Carter, John"
"Texas 31","16","70.30000","Carter, John "
"Texas 32","10","76.50000","Sessions, Pete"
"Texas 32","12","83.30000","Sessions, Pete"
"Texas 32","14","75.60000","Sessions, Pete"
"Texas 32","16","70.10000","Sessions, Pete"
"Utah  1","10","75.43810","Bishop, Rob"
"Utah  1","12","82.80000","Bishop, Rob"
"Utah  1","14","75.10000","Bishop, Rob"
"Utah  1","16","70.20000","Bishop, Rob"
"Utah  2","10","74.80000","Matheson, Jim"
"Utah  2","14","76.70000","Stewart, Chris"
"Utah  2","16","70.60000","Chaffetz, Jason"
"Utah  2","16","70.60000","Stewart, Chris"
"Utah  3","10","75.40000","Chaffetz, Jason"
"Utah  3","12","80.55238","Chaffetz, Jason"
"Utah  3","14","75.50000","Chaffetz, Jason"
"Vermont  0","10","75.40000","Welch, Peter"
"Vermont  0","12","79.60000","Welch, Peter"
"Vermont  0","14","74.11429","Welch, Peter"
"Vermont  0","16","77.70000","Welch, Peter"
"Virginia  1","10","76.30000","Wittman, Robert J. ""Rob"""
"Virginia  1","12","79.80000","Wittman, Robert J. ""Rob"""
"Virginia  1","14","74.70000","Wittman, Robert J. ""Rob"" "
"Virginia  1","16","76.34286","Wittman, Robert J. ""Rob"""
"Virginia  2","10","72.30000","Nye, Glenn C., III"
"Virginia  2","12","79.70000","Rigell, E. Scott"
"Virginia  2","14","73.80000","Rigell, E. Scott "
"Virginia  2","16","75.10000","Forbes, J. Randy"
"Virginia  3","10","71.60000","Scott, Robert C. ""Bobby"""
"Virginia  3","12","80.80000","Scott, Robert C. ""Bobby"""
"Virginia  3","14","73.80000","Scott, Robert C. ""Bobby"""
"Virginia  3","16","76.20000","Scott, Robert C. ""Bobby"""
"Virginia  4","10","72.44211","Forbes, J. Randy"
"Virginia  4","12","81.20000","Forbes, J. Randy"
"Virginia  4","14","73.90000","Forbes, J. Randy"
"Virginia  5","10","72.99524","Perriello, Tom S. P. "
"Virginia  5","12","78.90000","Hurt, Robert"
"Virginia  5","14","73.80000","Hurt, Robert"
"Virginia  6","10","73.80000","Goodlatte, Robert W. ""Bob"""
"Virginia  6","12","80.12632","Goodlatte, Robert W. ""Bob"""
"Virginia  6","14","77.10000","Goodlatte, Robert W. ""Bob"""
"Virginia  6","16","77.20000","Goodlatte, Robert W. ""Bob"""
"Virginia  7","10","73.20000","Cantor, Eric I."
"Virginia  7","12","80.63333","Cantor, Eric I."
"Virginia  7","16","75.30000","Brat, David A."
"Virginia  8","10","72.80000","Moran, James P. ""Jim,"" Jr."
"Virginia  8","12","81.30000","Moran, James P. ""Jim,"" Jr."
"Virginia  8","16","77.80000","Beyer, Donald S., Jr."
"Virginia  9","10","73.10000","Boucher, Rick C."
"Virginia  9","12","80.00000","Griffith, H. Morgan"
"Virginia  9","14","76.84762","Griffith, H. Morgan "
"Virginia  9","16","78.30000","Griffith, H. Morgan"
"Virginia 10","10","73.40000","Wolf, Frank R."
"Virginia 10","12","81.20000","Wolf, Frank R."
"Virginia 10","16","78.31053","Comstock, Barbara Jean"
"Virginia 11","10","73.30000","Connolly, Gerald E. ""Gerry"""
"Virginia 11","12","82.50000","Connolly, Gerald E. ""Gerry"""
