district,year,full_name,ranks
PENNSYLVANIA 3,2014,Mike Kelly,1
PENNSYLVANIA 3,2014,Dan Lavallee,12
PENNSYLVANIA 4,2014,Scott Perry,17
PENNSYLVANIA 4,2014,Linda Deliah Thompson,68
PENNSYLVANIA 5,2014,Glenn Thompson,157
PENNSYLVANIA 5,2014,Kerith Strano Taylor,500
PENNSYLVANIA 6,2014,Ryan Costello,25
PENNSYLVANIA 6,2014,Manan Trivedi,500
PENNSYLVANIA 7,2014,Patrick Meehan,37
PENNSYLVANIA 7,2014,Mary Ellen Balchunis,15
PENNSYLVANIA 8,2014,Michael G. Fitzpatrick,1
PENNSYLVANIA 8,2014,Kevin Strouse,13
PENNSYLVANIA 9,2014,Bill Shuster,9
PENNSYLVANIA 9,2014,Alanna Hartzok,500
PENNSYLVANIA 10,2014,Tom Marino,20
PENNSYLVANIA 10,2014,Scott F. Brion,17
PENNSYLVANIA 11,2014,Lou Barletta,500
PENNSYLVANIA 11,2014,Andy Ostrowski,28
PENNSYLVANIA 12,2014,Keith J. Rothfus,45
PENNSYLVANIA 12,2014,Erin McClelland,39
PENNSYLVANIA 13,2014,Carson Dee Adcock,500
PENNSYLVANIA 13,2014,Brendan F. Boyle,500
PENNSYLVANIA 14,2014,Michael F. Doyle,1
PENNSYLVANIA 15,2014,Charles W. Dent,23
PENNSYLVANIA 16,2014,Joseph R. Pitts,11
PENNSYLVANIA 16,2014,Tom Houghton,20
PENNSYLVANIA 17,2014,David J. Moylan,4
PENNSYLVANIA 17,2014,Matt Cartwright,500
PENNSYLVANIA 18,2014,Tim Murphy,21
RHODE ISLAND 1,2014,Cormick Brendan Lynch,500
RHODE ISLAND 1,2014,David N. Cicilline,4
RHODE ISLAND 2,2014,Rhue R. Reis,500
RHODE ISLAND 2,2014,James R. Langevin,5
SOUTH CAROLINA 1,2014,Mark Sanford,18
SOUTH CAROLINA 2,2014,Joe Wilson,107
SOUTH CAROLINA 2,2014,Phil Black,71
SOUTH CAROLINA 3,2014,Jeff Duncan,192
SOUTH CAROLINA 3,2014,Barbara Jo Mullis,76
SOUTH CAROLINA 4,2014,Trey Gowdy,500
SOUTH CAROLINA 5,2014,Mick Mulvaney,500
SOUTH CAROLINA 5,2014,Tom Adams,20
SOUTH CAROLINA 6,2014,Anthony Culler,22
SOUTH CAROLINA 6,2014,James E. Clyburn,5
SOUTH CAROLINA 7,2014,Tom Rice,20
SOUTH CAROLINA 7,2014,Gloria Bromell-Tinubu,190
SOUTH DAKOTA 1,2014,Kristi L. Noem,108
SOUTH DAKOTA 1,2014,Corinna Robinson,500
TENNESSEE 1,2014,David P. Roe,4
TENNESSEE 2,2014,"John J. Duncan, Jr.",6
TENNESSEE 2,2014,Bob Scott,7
TENNESSEE 3,2014,Charles J. “Chuck” Fleischmann,23
TENNESSEE 3,2014,Mary M. Headrick,15
TENNESSEE 4,2014,Scott DesJarlais,17
TENNESSEE 4,2014,Lenda Sherrell,500
TENNESSEE 5,2014,Bob Ries,7
TENNESSEE 5,2014,Jim Cooper,5
TENNESSEE 6,2014,Diane Black,123
TENNESSEE 6,2014,Amos Scott Powers,500
TENNESSEE 7,2014,Marsha Blackburn,500
TENNESSEE 7,2014,Daniel Cramer,12
TENNESSEE 8,2014,Stephen Lee Fincher,33
TENNESSEE 8,2014,Wes Bradley,500
TENNESSEE 9,2014,Charlotte Bergmann,500
TENNESSEE 9,2014,Steve Cohen,159
TEXAS 1,2014,Louie Gohmert,500
TEXAS 1,2014,Shirley J. McKellar,500
TEXAS 2,2014,Ted Poe,181
TEXAS 2,2014,Niko Letsos,500
TEXAS 3,2014,Sam Johnson,64
TEXAS 4,2014,John Ratcliffe,6
TEXAS 5,2014,Jeb Hensarling,500
TEXAS 6,2014,Joe Barton,107
TEXAS 6,2014,David E. Cozad,4
TEXAS 7,2014,John Abney Culberson,6
TEXAS 7,2014,James Cargas,5
TEXAS 8,2014,Kevin Brady,13
TEXAS 9,2014,Al Green,126
TEXAS 10,2014,Michael T. McCaul,1
TEXAS 10,2014,Tawana Walter-Cadien,500
TEXAS 11,2014,K. Michael Conaway,500
TEXAS 12,2014,Kay Granger,500
TEXAS 12,2014,Mark Greene,18
TEXAS 13,2014,Mac Thornberry,500
TEXAS 13,2014,Mike Minter,1
TEXAS 14,2014,"Randy K. Weber, Sr.",77
TEXAS 14,2014,Donald G. Brown,42
TEXAS 15,2014,Eddie Zamora,165
TEXAS 15,2014,Rubén Hinojosa,500
TEXAS 16,2014,Corey Roen,70
TEXAS 16,2014,Beto O’Rourke,500
TEXAS 17,2014,Bill Flores,9
TEXAS 17,2014,Nick Haynes,51
TEXAS 18,2014,Sean Seibert,39
TEXAS 18,2014,Sheila Jackson Lee,119
TEXAS 19,2014,Randy Neugebauer,77
TEXAS 19,2014,Neal Marchbanks,500
TEXAS 20,2014,Joaquin Castro,500
TEXAS 21,2014,Lamar Smith,500
TEXAS 22,2014,Pete Olson,55
TEXAS 22,2014,Frank Briscoe,65
TEXAS 23,2014,Will Hurd,500
TEXAS 23,2014,Pete P. Gallego,55
TEXAS 24,2014,Kenny Marchant,500
TEXAS 24,2014,Patrick McGehearty,37
TEXAS 25,2014,Roger Williams,92
TEXAS 25,2014,Marco Montoya,500
TEXAS 26,2014,Michael C. Burgess,1
TEXAS 27,2014,Blake Farenthold,500
TEXAS 27,2014,Wesley Reed,121
TEXAS 28,2014,Henry Cuellar,120
TEXAS 29,2014,Gene Green,500
TEXAS 30,2014,Eddie Bernice Johnson,165
TEXAS 31,2014,John R. Carter,6
TEXAS 31,2014,Louie Minor,500
TEXAS 32,2014,Pete Sessions,55
TEXAS 32,2014,Frank Perez,65
TEXAS 33,2014,Marc A. Veasey,89
TEXAS 34,2014,Larry S. Smith,58
TEXAS 34,2014,Filemon Vela,500
TEXAS 35,2014,Susan Narvaiz,27
TEXAS 35,2014,Lloyd Doggett,500
TEXAS 36,2014,Brian Babin,8
TEXAS 36,2014,Michael K. Cole,1
UTAH 1,2014,Rob Bishop,7
UTAH 1,2014,Donna McAleer,64
UTAH 2,2014,Chris Stewart,109
UTAH 2,2014,Luz Robles,500
UTAH 3,2014,Jason Chaffetz,3
UTAH 3,2014,Brian Wonnacott,8
UTAH 4,2014,Mia B. Love,500
UTAH 4,2014,Doug Owens,50
VERMONT 1,2014,Mark Donka,18
VERMONT 1,2014,Peter Welch,55
VIRGINIA 1,2014,Robert J. Wittman,7
VIRGINIA 1,2014,Norman G. “Norm” Mosher,500
VIRGINIA 2,2014,E. Scott Rigell,500
VIRGINIA 2,2014,Suzanne D. Patrick,107
VIRGINIA 3,2014,Robert C. “Bobby” Scott,7
VIRGINIA 4,2014,J. Randy Forbes,500
VIRGINIA 4,2014,Elliott G. Fausz,500
VIRGINIA 5,2014,Robert Hurt,7
VIRGINIA 5,2014,W. Lawrence Gaughan,500
VIRGINIA 6,2014,Bob Goodlatte,7
VIRGINIA 7,2014,David A. Brat,4
VIRGINIA 7,2014,John K. “Jack” Trammell,6
VIRGINIA 8,2014,Micah K. Edmond,500
VIRGINIA 8,2014,"Donald S. Beyer, Jr.",42
VIRGINIA 9,2014,H. Morgan Griffith,500
VIRGINIA 10,2014,Barbara J. Comstock,76
VIRGINIA 10,2014,John W. Foust,6
VIRGINIA 11,2014,Suzanne K. Scholte,107
VIRGINIA 11,2014,Gerald E. Connolly,104
WASHINGTON 1,2014,Pedro Celis,500
WASHINGTON 1,2014,Suzan K. DelBene,500
WASHINGTON 2,2014,B. J. Guillot,500
WASHINGTON 2,2014,Rick Larsen,16
WASHINGTON 3,2014,Jaime Herrera Beutler,133
WASHINGTON 3,2014,Jaime Herrera Beutler,198
WASHINGTON 3,2014,Bob Dingethal,7
WASHINGTON 4,2014,Dan Newhouse,12
WASHINGTON 4,2014,Clint Didier,500
WASHINGTON 5,2014,Cathy McMorris Rodgers,199
WASHINGTON 5,2014,Joseph “Joe” Pakootas,11
WASHINGTON 6,2014,Marty McClendon,500
WASHINGTON 6,2014,Derek Kilmer,73
WASHINGTON 7,2014,Craig Keller,56
WASHINGTON 7,2014,Jim McDermott,5
WASHINGTON 8,2014,David G. Reichert,4
WASHINGTON 8,2014,Jason Ritchie,3
WASHINGTON 9,2014,Doug Basler,50
WASHINGTON 9,2014,Adam Smith,36
WASHINGTON 10,2014,Joyce McDonald,500
WASHINGTON 10,2014,Denny Heck,500
WEST VIRGINIA 1,2014,David B. McKinley,4
WEST VIRGINIA 1,2014,Glen B. Gainer III,500
WEST VIRGINIA 2,2014,Alex X. Mooney,176
WEST VIRGINIA 2,2014,Nick Casey,51
WEST VIRGINIA 3,2014,Evan Jenkins,500
WEST VIRGINIA 3,2014,Nick J. Rahall II,51
WISCONSIN 1,2014,Paul Ryan,27
WISCONSIN 1,2014,Rob Zerban,7
WISCONSIN 2,2014,Peter Theron,55
WISCONSIN 2,2014,Mark Pocan,18
WISCONSIN 3,2014,Tony Kurtz,80
WISCONSIN 3,2014,Ron Kind,43
WISCONSIN 4,2014,Dan Sebring,12
WISCONSIN 4,2014,Gwen Moore,500
WISCONSIN 5,2014,"F. James Sensenbrenner, Jr.",500
WISCONSIN 5,2014,Chris Rockwood,109
WISCONSIN 6,2014,Glenn Grothman,157
WISCONSIN 6,2014,Mark L. Harris,18
WISCONSIN 7,2014,Sean P. Duffy,39
WISCONSIN 7,2014,Kelly Westlund,14
WISCONSIN 7,2014,Kelly Westlund,153
WISCONSIN 8,2014,Reid J. Ribble,500
WISCONSIN 8,2014,Ron Gruett,43
WYOMING 1,2014,Cynthia M. Lummis,31
WYOMING 1,2014,Richard Grayson,16
ALABAMA 1,2016,Bradley Byrne,57
ALABAMA 2,2016,Martha Roby,161
ALABAMA 2,2016,Nathan Mathis,49
ALABAMA 3,2016,Mike Rogers,1
ALABAMA 3,2016,Jesse Smith,66
ALABAMA 4,2016,Robert B. Aderholt,7
ALABAMA 5,2016,Mo Brooks,500
ALABAMA 5,2016,"Will Boyd, Jr.",500
ALABAMA 6,2016,Gary J. Palmer,47
ALABAMA 6,2016,David J. Putman,4
ALABAMA 7,2016,Terri A. Sewell,148
ALASKA 1,2016,Don Young,42
ALASKA 1,2016,Steve Lindbeck,159
ARIZONA 1,2016,Paul Babeu,27
ARIZONA 1,2016,Tom O’Halleran,20
ARIZONA 2,2016,Martha McSally,161
ARIZONA 2,2016,Matt Heinz,500
ARIZONA 3,2016,Raúl M. Grijalva,500
ARIZONA 4,2016,Paul A. Gosar,27
ARIZONA 4,2016,Mikel Weisser,500
ARIZONA 5,2016,Andy Biggs,28
ARIZONA 5,2016,Talia Fuentes,500
ARIZONA 6,2016,David Schweikert,4
ARIZONA 6,2016,W. John Williamson,500
ARIZONA 7,2016,Eve Nunez,500
ARIZONA 7,2016,Ruben Gallego,182
ARIZONA 8,2016,Trent Franks,500
ARIZONA 9,2016,Dave Giles,4
ARIZONA 9,2016,Kyrsten Sinema,500
ARKANSAS 1,2016,Eric A. “Rick” Crawford,14
ARKANSAS 2,2016,J. French Hill,500
ARKANSAS 2,2016,Dianne Curry,500
ARKANSAS 3,2016,Steve Womack,159
ARKANSAS 4,2016,Bruce Westerman,132
CALIFORNIA 1,2016,Doug LaMalfa,50
CALIFORNIA 1,2016,Jim Reed,5
CALIFORNIA 2,2016,Dale K. Mensing,148
CALIFORNIA 2,2016,Jared Huffman,113
CALIFORNIA 3,2016,N. Eugene Cleek,500
CALIFORNIA 3,2016,John Garamendi,6
CALIFORNIA 4,2016,Tom McClintock,20
CALIFORNIA 4,2016,Robert W. Derlet,7
CALIFORNIA 5,2016,Carlos Santamaria,76
CALIFORNIA 5,2016,Mike Thompson,1
CALIFORNIA 6,2016,Robert “Bob” Evans,7
CALIFORNIA 6,2016,Doris O. Matsui,500
CALIFORNIA 7,2016,Scott R. Jones,17
CALIFORNIA 7,2016,Ami Bera,500
CALIFORNIA 8,2016,Paul Cook,27
CALIFORNIA 8,2016,Rita Ramirez,500
CALIFORNIA 9,2016,Antonio C. “Tony” Amador,83
CALIFORNIA 9,2016,Jerry McNerney,63
CALIFORNIA 10,2016,Jeff Denham,192
CALIFORNIA 10,2016,Michael Eggman,1
CALIFORNIA 11,2016,Roger Allen Petersen,92
CALIFORNIA 11,2016,Mark DeSaulnier,18
CALIFORNIA 12,2016,Nancy Pelosi,78
CALIFORNIA 13,2016,Sue Caro,500
CALIFORNIA 13,2016,Barbara Lee,76
CALIFORNIA 14,2016,Angel Cardenas,170
CALIFORNIA 14,2016,Jackie Speier,500
CALIFORNIA 15,2016,Danny R. Turner,95
CALIFORNIA 15,2016,Eric Swalwell,14
CALIFORNIA 16,2016,Johnny M. Tacherra,88
CALIFORNIA 16,2016,Jim Costa,5
CALIFORNIA 17,2016,Ro Khanna,500
CALIFORNIA 17,2016,Michael M. Honda,1
CALIFORNIA 18,2016,Richard B. Fox,16
CALIFORNIA 18,2016,Anna G. Eshoo,87
CALIFORNIA 19,2016,G. Burt Lancaster,500
CALIFORNIA 19,2016,Zoe Lofgren,500
CALIFORNIA 20,2016,Casey Lucius,142
CALIFORNIA 20,2016,Jimmy Panetta,100
CALIFORNIA 21,2016,David G. Valadao,4
CALIFORNIA 21,2016,Emilio Huerta,500
CALIFORNIA 22,2016,Devin Nunes,500
CALIFORNIA 22,2016,Louie J. Campos,500
CALIFORNIA 23,2016,Kevin McCarthy,13
CALIFORNIA 23,2016,Wendy Reed,36
CALIFORNIA 24,2016,Justin Donald Fareed,38
CALIFORNIA 24,2016,Salud Carbajal,500
CALIFORNIA 25,2016,Stephen Knight,33
CALIFORNIA 25,2016,Bryan Caforio,46
CALIFORNIA 26,2016,Rafael A. Dagnesses,500
CALIFORNIA 26,2016,Julia Brownley,131
CALIFORNIA 27,2016,Jack Orswell,146
CALIFORNIA 27,2016,Judy Chu,500
CALIFORNIA 28,2016,Lenore Solis,500
CALIFORNIA 28,2016,Adam B. Schiff,36
CALIFORNIA 29,2016,Tony Cárdenas,80
CALIFORNIA 29,2016,Richard Alarcon,16
CALIFORNIA 30,2016,Mark Reed,18
CALIFORNIA 30,2016,Brad Sherman,123
CALIFORNIA 31,2016,Paul Chabot,27
CALIFORNIA 31,2016,Pete Aguilar,55
CALIFORNIA 32,2016,Grace F. Napolitano,500
CALIFORNIA 32,2016,Roger Hernández,92
CALIFORNIA 33,2016,Kenneth W. Wright,31
CALIFORNIA 33,2016,Ted Lieu,181
CALIFORNIA 34,2016,Xavier Becerra,500
CALIFORNIA 34,2016,Adrienne Nicole Edwards,200
CALIFORNIA 35,2016,Tyler Fischella,500
CALIFORNIA 35,2016,Norma J. Torres,500
CALIFORNIA 36,2016,Jeff Stone,192
CALIFORNIA 36,2016,Raul Ruiz,500
CALIFORNIA 37,2016,Karen Bass,25
CALIFORNIA 37,2016,Chris Blake Wiggins,109
CALIFORNIA 38,2016,Ryan Downing,25
CALIFORNIA 38,2016,Linda T. Sánchez,68
CALIFORNIA 39,2016,Edward R. Royce,40
CALIFORNIA 39,2016,Brett Murdock,94
CALIFORNIA 40,2016,Lucille Roybal-Allard,500
CALIFORNIA 41,2016,Doug Shepherd,50
CALIFORNIA 41,2016,Mark Takano,18
CALIFORNIA 42,2016,Ken Calvert,31
CALIFORNIA 42,2016,Tim Sheridan,21
CALIFORNIA 43,2016,Omar Navarro,500
CALIFORNIA 43,2016,Maxine Waters,500
CALIFORNIA 44,2016,Nanette Diaz Barragán,500
CALIFORNIA 44,2016,Isadore Hall III,500
CALIFORNIA 45,2016,Mimi Walters,500
CALIFORNIA 45,2016,Ron Varasteh,43
CALIFORNIA 46,2016,Lou Correa,500
CALIFORNIA 46,2016,Bao Nguyen,500
CALIFORNIA 47,2016,Andy Whallon,28
CALIFORNIA 47,2016,Alan S. Lowenthal,110
CALIFORNIA 48,2016,Dana Rohrabacher,57
CALIFORNIA 48,2016,Suzanne Savary,107
CALIFORNIA 49,2016,Darrell E. Issa,137
CALIFORNIA 49,2016,Doug Applegate,50
CALIFORNIA 50,2016,Duncan Hunter,500
CALIFORNIA 50,2016,Patrick Malloy,37
CALIFORNIA 51,2016,"Juan M. Hidalgo, Jr.",68
CALIFORNIA 51,2016,Juan Vargas,68
CALIFORNIA 52,2016,Denise Gitsham,53
CALIFORNIA 52,2016,Scott H. Peters,17
CALIFORNIA 53,2016,James Veltmeyer,5
CALIFORNIA 53,2016,Susan A. Davis,27
COLORADO 1,2016,Charles “Casper” Stockham,23
COLORADO 1,2016,Diana DeGette,97
COLORADO 2,2016,Nicholas Morse,51
COLORADO 2,2016,Jared Polis,113
COLORADO 3,2016,Scott R. Tipton,17
COLORADO 3,2016,Gail Schwartz,500
COLORADO 4,2016,Ken Buck,31
COLORADO 4,2016,Bob Seay,7
COLORADO 5,2016,Doug Lamborn,50
COLORADO 5,2016,Misty Plowright,75
COLORADO 6,2016,Mike Coffman,1
COLORADO 6,2016,Morgan Carroll,500
COLORADO 7,2016,George Athanasopoulos,53
COLORADO 7,2016,Ed Perlmutter,40
CONNECTICUT 1,2016,Matthew M. Corey,10
CONNECTICUT 1,2016,John B. Larson,6
CONNECTICUT 2,2016,Daria Novak,500
CONNECTICUT 2,2016,Joe Courtney,107
CONNECTICUT 3,2016,Angel Cadena,170
CONNECTICUT 3,2016,Rosa L. DeLauro,500
CONNECTICUT 4,2016,John Shaban,6
CONNECTICUT 4,2016,James A. Himes,5
CONNECTICUT 5,2016,Clay Cope,500
CONNECTICUT 5,2016,Elizabeth H. Esty,12
DELAWARE 1,2016,Hans Reigle,500
DELAWARE 1,2016,Lisa Blunt Rochester,6
FLORIDA 1,2016,Matt Gaetz,500
FLORIDA 1,2016,Steven Specht,19
FLORIDA 2,2016,Neal Dunn,500
FLORIDA 2,2016,Walter Dartland,105
FLORIDA 3,2016,Ted S. Yoho,181
FLORIDA 3,2016,Kenneth “Ken” McGurn,31
FLORIDA 4,2016,John Rutherford,6
FLORIDA 4,2016,David E. Bruderly,4
FLORIDA 5,2016,Glo Smith,500
FLORIDA 5,2016,Al Lawson,126
FLORIDA 6,2016,Ron DeSantis,43
FLORIDA 6,2016,William “Bill” McCullough,9
FLORIDA 7,2016,John L. Mica,6
FLORIDA 7,2016,Stephanie Murphy,9
FLORIDA 8,2016,Bill Posey,9
FLORIDA 8,2016,Corry Westbrook,500
FLORIDA 9,2016,Wayne Liebnitzky,112
FLORIDA 9,2016,Darren Soto,124
FLORIDA 10,2016,Thuy Lowe,500
FLORIDA 10,2016,Val Demings,500
FLORIDA 11,2016,Daniel Webster,12
FLORIDA 11,2016,Dave Koller,4
FLORIDA 12,2016,Gus M. Bilirakis,500
FLORIDA 12,2016,Robert Matthew Tager,7
FLORIDA 13,2016,David W. Jolly,4
FLORIDA 13,2016,Charlie Crist,23
FLORIDA 14,2016,Christine Quinn,22
FLORIDA 14,2016,Kathy Castor,134
FLORIDA 15,2016,Dennis A. Ross,59
FLORIDA 15,2016,Jim Lange,5
FLORIDA 16,2016,Vern Buchanan,500
FLORIDA 16,2016,Jan Schneider,500
FLORIDA 17,2016,Thomas J. Rooney,20
FLORIDA 17,2016,April Freeman,34
FLORIDA 18,2016,Brian Mast,8
FLORIDA 18,2016,Randy Perkins,77
FLORIDA 19,2016,Francis Rooney,500
FLORIDA 19,2016,Robert M. Neeld,7
FLORIDA 20,2016,Gary Stein,47
FLORIDA 20,2016,Alcee L. Hastings,500
FLORIDA 21,2016,Paul Spain,27
FLORIDA 21,2016,Lois Frankel,500
FLORIDA 22,2016,Andrea Leigh McGee,28
FLORIDA 22,2016,Theodore E. Deutch,181
FLORIDA 23,2016,Joseph “Joe” Kaufman,11
FLORIDA 23,2016,Debbie Wasserman Schultz,61
FLORIDA 24,2016,Frederica S. Wilson,500
FLORIDA 25,2016,Mario Diaz-Balart,134
FLORIDA 25,2016,Alina Valdes,500
FLORIDA 26,2016,Carlos Curbelo,76
FLORIDA 26,2016,Joe Garcia,107
FLORIDA 27,2016,Ileana Ros-Lehtinen,500
FLORIDA 27,2016,Scott Fuhrman,17
GEORGIA 1,2016,Earl L. “Buddy” Carter,500
GEORGIA 2,2016,Greg Duke,29
GEORGIA 2,2016,"Sanford D. Bishop, Jr.",500
GEORGIA 3,2016,Drew Ferguson,500
GEORGIA 3,2016,Angela Pendley,7
GEORGIA 4,2016,Victor Armendariz,101
GEORGIA 4,2016,"Henry C. “Hank” Johnson, Jr.",120
GEORGIA 5,2016,Douglas Bell,50
GEORGIA 5,2016,John Lewis,6
GEORGIA 6,2016,Tom Price,20
GEORGIA 6,2016,Rodney Stooksbury,74
GEORGIA 7,2016,Rob Woodall,7
GEORGIA 7,2016,Rashid Malik,500
GEORGIA 8,2016,Austin Scott,500
GEORGIA 8,2016,James Neal Harris,5
GEORGIA 9,2016,Doug Collins,50
GEORGIA 10,2016,Jody B. Hice,173
GEORGIA 11,2016,Barry Loudermilk,154
GEORGIA 11,2016,Don Wilson,42
GEORGIA 12,2016,Rick W. Allen,16
GEORGIA 12,2016,Patricia C. McCracken,30
GEORGIA 13,2016,David Scott,4
GEORGIA 14,2016,Tom Graves,20
HAWAII 1,2016,Shirlene D. “Shirl” Ostrov,500
HAWAII 1,2016,Colleen Wakako Hanabusa,129
HAWAII 2,2016,Angela Aulani Kaaihue,7
HAWAII 2,2016,Tulsi Gabbard,500
IDAHO 1,2016,Raúl R. Labrador,500
IDAHO 1,2016,James Piotrowski,5
IDAHO 2,2016,Michael K. Simpson,1
IDAHO 2,2016,Jennifer Martinez,1
ILLINOIS 1,2016,August “O’Neill” Deuser,500
ILLINOIS 1,2016,Bobby L. Rush,93
ILLINOIS 2,2016,John F. Morrow,6
ILLINOIS 2,2016,Robin L. Kelly,67
ILLINOIS 3,2016,Daniel Lipinski,12
ILLINOIS 4,2016,Luis V. Gutiérrez,117
ILLINOIS 5,2016,Vince Kolber,500
ILLINOIS 5,2016,Mike Quigley,1
ILLINOIS 6,2016,Peter J. Roskam,55
ILLINOIS 6,2016,Amanda Howland,17
ILLINOIS 7,2016,Jeffrey A. Leef,15
ILLINOIS 7,2016,Danny K. Davis,95
ILLINOIS 8,2016,Peter “Pete” DiCianni,55
ILLINOIS 8,2016,Raja Krishnamoorthi,500
ILLINOIS 9,2016,Joan McCarthy Lasonde,500
ILLINOIS 9,2016,Janice D. Schakowsky,184
ILLINOIS 10,2016,Robert J. Dold,7
ILLINOIS 10,2016,Brad Schneider,123
ILLINOIS 11,2016,Tonia Khouri,500
ILLINOIS 11,2016,Bill Foster,9
ILLINOIS 12,2016,Mike Bost,1
ILLINOIS 12,2016,Charles “C. J.” Baricevic,23
ILLINOIS 13,2016,Rodney Davis,74
ILLINOIS 13,2016,Mark D. Wicklund,18
ILLINOIS 14,2016,Randy Hultgren,77
ILLINOIS 14,2016,Jim Walz,5
ILLINOIS 15,2016,John Shimkus,6
ILLINOIS 16,2016,Adam Kinzinger,36
ILLINOIS 17,2016,Patrick Harlan,37
ILLINOIS 17,2016,Cheri Bustos,500
ILLINOIS 18,2016,Darin LaHood,500
ILLINOIS 18,2016,Junius Rodriguez,500
INDIANA 1,2016,Peter J. Visclosky,55
INDIANA 2,2016,Jackie Walorski,500
INDIANA 2,2016,Lynn C. Coleman,164
INDIANA 3,2016,Jim Banks,5
INDIANA 3,2016,Tommy A. Schrader,164
INDIANA 4,2016,Todd Rokita,41
INDIANA 4,2016,John Dale,6
INDIANA 5,2016,Susan W. Brooks,27
INDIANA 5,2016,Angela Demaree,7
INDIANA 6,2016,Luke Messer,500
INDIANA 6,2016,Barry Welsh,154
INDIANA 7,2016,Catherine “CAT” Ping,73
INDIANA 7,2016,André Carson,500
INDIANA 8,2016,Larry Bucshon,58
INDIANA 8,2016,Ron Drake,43
INDIANA 9,2016,Trey Hollingsworth,500
INDIANA 9,2016,Shelli Yoder,500
IOWA 1,2016,Rod Blum,500
IOWA 1,2016,Monica Vernon,45
IOWA 2,2016,Christopher Peters,2
IOWA 2,2016,David Loebsack,4
IOWA 3,2016,David Young,4
IOWA 3,2016,Jim Mowrer,5
IOWA 4,2016,Steve King,159
IOWA 4,2016,Kim Weaver,141
KANSAS 1,2016,Roger Marshall,92
KANSAS 2,2016,Lynn Jenkins,164
KANSAS 2,2016,Britani Potter,500
KANSAS 3,2016,Kevin Yoder,13
KANSAS 3,2016,Jay Sidie,116
KANSAS 4,2016,Mike Pompeo,1
KANSAS 4,2016,Daniel B. Giroux,12
KENTUCKY 1,2016,James R. Comer,5
KENTUCKY 1,2016,Samuel L. Gaskins,64
KENTUCKY 2,2016,Brett Guthrie,94
KENTUCKY 3,2016,Harold Bratcher,152
KENTUCKY 3,2016,John A. Yarmuth,6
KENTUCKY 4,2016,Thomas Massie,20
KENTUCKY 4,2016,Calvin Sidle,179
KENTUCKY 5,2016,Harold Rogers,152
KENTUCKY 6,2016,Andy Barr,28
KENTUCKY 6,2016,Nancy Jo Kemper,78
LOUISIANA 1,2016,Steve Scalise,159
LOUISIANA 1,2016,Lee Ann Dugas,131
LOUISIANA 1,2016,Danil Ezekiel Faust,500
LOUISIANA 1,2016,Joseph “Joe” Swider,11
LOUISIANA 2,2016,Cedric L. Richmond,500
LOUISIANA 2,2016,Melvin L. “Kip” Holden,187
LOUISIANA 2,2016,Kenneth Cutno,31
LOUISIANA 3,2016,Clay Higgins,500
LOUISIANA 3,2016,Scott A. Angelle,17
LOUISIANA 3,2016,“Gus” Rantz,500
LOUISIANA 3,2016,“Greg” Ellison,500
LOUISIANA 3,2016,Brett Geymann,94
LOUISIANA 3,2016,Bryan Barrilleaux,46
LOUISIANA 3,2016,Grover Joseph Rees,500
LOUISIANA 3,2016,Herman L. Vidrine,500
LOUISIANA 3,2016,Jacob “Dorian Phibian” Hebert,78
LOUISIANA 3,2016,Larry Rader,58
LOUISIANA 4,2016,“Mike” Johnson,500
LOUISIANA 4,2016,Ralph “Trey” Baucum,171
LOUISIANA 4,2016,Oliver Jenkins,500
LOUISIANA 4,2016,Elbert Guillory,500
LOUISIANA 4,2016,“Rick” John,500
LOUISIANA 4,2016,Marshall Jones,500
LOUISIANA 5,2016,Ralph Lee Abraham,171
LOUISIANA 5,2016,Billy Burkette,84
LOUISIANA 6,2016,Garret Graves,500
LOUISIANA 6,2016,Robert Lamar “Bob” Bell,7
LOUISIANA 6,2016,Richard Lieberman,16
LOUISIANA 6,2016,Jermaine Sampson,183
MAINE 1,2016,Mark I. Holbrook,18
MAINE 1,2016,Chellie Pingree,500
MAINE 2,2016,Bruce Poliquin,132
MAINE 2,2016,Emily Ann Cain,66
MARYLAND 1,2016,Andy Harris,28
MARYLAND 1,2016,Joe Werner,107
MARYLAND 2,2016,Pat McDonough,37
MARYLAND 2,2016,C. A. Dutch Ruppersberger,500
MARYLAND 3,2016,Mark Plaster,18
MARYLAND 3,2016,John P. Sarbanes,6
MARYLAND 4,2016,George E. McDermott,53
MARYLAND 4,2016,Anthony G. Brown,22
MARYLAND 5,2016,Mark Arness,18
MARYLAND 5,2016,Steny H. Hoyer,500
MARYLAND 6,2016,Amie Hoeber,500
MARYLAND 6,2016,John K. Delaney,6
MARYLAND 7,2016,Corrogan R. Vaughn,500
MARYLAND 7,2016,Elijah E. Cummings,500
MARYLAND 8,2016,Dan Cox,12
MARYLAND 8,2016,Jamie Raskin,40
MARYLAND 8,2016,Jamie Raskin,79
MASSACHUSETTS 1,2016,Richard E. Neal,16
MASSACHUSETTS 2,2016,James P. McGovern,5
MASSACHUSETTS 3,2016,Ann Wofford,100
MASSACHUSETTS 3,2016,Niki Tsongas,500
MASSACHUSETTS 4,2016,David A. Rosa,4
MASSACHUSETTS 4,2016,Joseph P. Kennedy III,11
MASSACHUSETTS 5,2016,Katherine M. Clark,55
MASSACHUSETTS 6,2016,Seth Moulton,160
MASSACHUSETTS 7,2016,Michael E. Capuano,1
