,district,CANDIDATE NAME,PARTY,PRIMARY %,YEAR
2116,NY01,"Throne-Holst, Anna E.",D,51.25%,2014
2117,NY02,"Gregory, Du Wayne",D,100%,2014
2118,NY03,"Suozzi, Thomas R.",D,35.11%,2014
2119,NY03,"Martins, Jack M.",R,100%,2014
2120,NY04,"Rice, Kathleen M.",D,100%,2014
2121,NY05,"Meeks, Gregory W.",D,81.71%,2014
2122,NY05,"O'Reilly, Michael A.",R,100%,2014
2123,NY06,"Meng, Grace ",D,100%,2014
2124,NY06,"Maio, Danniel S.",R,100%,2014
2125,NY07,"Velazquez, Nydia M.",D,62.05%,2014
2126,NY07,"Romaguera, Allan E.",R,100%,2014
2127,NY08,"Jeffries, Hakeem S.",D,100%,2014
2128,NY09,"Clarke, Yvette D.",D,100%,2014
2129,NY10,"Nadler, Jerrold L.",D,89.48%,2014
2130,NY10,"Rosenthal, Philip",R,100%,2014
2131,NY11,"Donovan, Dan",R,100%,2014
2132,NY11,"Reichard, Richard A.",D,100%,2014
2133,NY12,"Maloney, Carolyn B.",D,90.13%,2014
2134,NY12,"Ardini, Robert",R,100%,2014
2135,NY13,"Espaillat, Adriano",D,35.98%,2014
2136,NY13,"Evans, Robert A., Jr.",R,100%,2014
2137,NY14,"Crowley, Joseph",D,100%,2014
2138,NY14,"Spotorno, Frank J.",R,100%,2014
2139,NY15,"Serrano, Jose E.",D,89.23%,2014
2140,NY15,"Vega, Alejandro",R,100%,2014
2141,NY16,"Engel, Eliot L.",D,100%,2014
2142,NY17,"Lowey, Nita M.",D,100%,2014
2143,NY18,"Maloney, Sean Patrick",D,100%,2014
2144,NY18,"Oliva, Phil",R,57.00%,2014
2145,NY19,"Faso, John J.",R,67.52%,2014
2146,NY19,"Teachout, Zephyr",D,71.28%,2014
2147,NY20,"Tonko, Paul D.",D,100%,2014
2148,NY20,"Vitollo, Joe",R,100%,2014
2149,NY21,"Stefanik, Elise M.",R,100%,2014
2150,NY21,"Derrick, Mike",D,100%,2014
2151,NY22,"Tenney, Claudia",R,41.07%,2014
2152,NY22,"Myers, Kim A.",D,100%,2014
2153,NY23,"Reed, Thomas W., II",R,100%,2014
2154,NY23,"Plumb, John F.",D,100%,2014
2155,NY24,"Katko, John M.",R,100%,2014
2156,NY24,"Deacon, Colleen",D,49.87%,2014
2157,NY25,"Slaughter, Louise M.",D,100%,2014
2158,NY25,"Assini, Mark W.",R,100%,2014
2159,NY26,"Higgins, Brian",D,100%,2014
2160,NY26,"Schratz, Shelly",R,100%,2014
2161,NY27,"Collins, Chris",R,100%,2014
2162,NY27,"Kastenbaum, Diana K.",D,100%,2014
2163,NC01,"Butterfield, G. K.",D,100%,2014
2164,NC01,"Dew, H. Powell, Jr.",R,100%,2014
2165,NC02,"Holding, George",R,53.40%,2014
2166,NC02,"McNeil, John P.",D,46.12%,2014
2167,NC03,"Jones, Walter B.",R,64.87%,2014
2168,NC03,"Reeves, Ernest T.",D,54.68%,2014
2169,NC04,"Price, David",D,100%,2014
2170,NC04,"Googe, Sue",R,71.33%,2014
2171,NC05,"Foxx, Virginia",R,67.94%,2014
2172,NC05,"Brannon, Josh",D,47.71%,2014
2173,NC06,"Walker, B. Mark",R,77.92%,2014
2174,NC06,"Glidewell, Pete",D,100%,2014
2175,NC07,"Rouzer, David",R,100%,2014
2176,NC07,"Casteen, J. Wesley",D,100%,2014
2177,NC08,"Hudson, Richard",R,64.58%,2014
2178,NC08,"Mills, Thomas",D,100%,2014
2179,NC09,"Pittenger, Robert",R,34.95%,2014
2180,NC09,"Cano, Christian",D,100%,2014
2181,NC10,"McHenry, Patrick",R,78.42%,2014
2182,NC10,"Millard, Andy",D,100%,2014
2183,NC11,"Meadows, Mark",R,100%,2014
2184,NC11,"Bryson, Rick",D,50.66%,2014
2185,NC12,"Adams, Alma",D,42.51%,2014
2186,NC12,"Threatt, Leon",R,41.80%,2014
2187,NC13,"Budd, Ted",R,20.00%,2014
2188,NC13,"Davis, Bruce",D,25.68%,2014
2189,ND00,"Cramer, Kevin",R,99.06%,2014
2190,OH01,"Chabot, Steve",R,100.00%,2014
2191,OH01,"Young, Michele",D,67.96%,2014
2192,OH02,"Wenstrup, Brad ",R,84.87%,2014
2193,OH02,"Smith, William R. ",D,41.72%,2014
2194,OH03,"Beatty, Joyce",D,100.00%,2014
2195,OH03,"Adams, John",R,100.00%,2014
2196,OH04,"Jordan, Jim",R,100.00%,2014
2197,OH04,"Garrett, Janet",D,66.73%,2014
2198,OH05,"Latta, Bob",R,100.00%,2014
2199,OH05,"Neu, James, Jr.",D,100.00%,2014
2200,OH06,"Johnson, Bill",R,100.00%,2014
2201,OH06,"Lorentz, Michael L.",D,100.00%,2014
2202,OH07,"Gibbs, Bob ",R,74.65%,2014
2203,OH07,"Rich, Roy ",D,100.00%,2014
2204,OH08,"Davidson, Warren  #",R,32.18%,2014
2205,OH09,"Kaptur, Marcy",D,100.00%,2014
2206,OH09,"Larson, Donald P.",R,44.30%,2014
2207,OH10,"Turner, Mike ",R,100.00%,2014
2208,OH10,"Klepinger, Robert ",D,100.00%,2014
2209,OH11,"Fudge, Marcia L.",D,100.00%,2014
2210,OH11,"Goldstein, Beverly A.",R,100.00%,2014
2211,OH12,"Tiberi, Pat",R,100.00%,2014
2212,OH12,"Albertson, Ed ",D,100.00%,2014
2213,OH13,"Ryan, Tim ",D,89.29%,2014
2214,OH13,"Morckel, Richard A.",R,100.00%,2014
2215,OH14,"Joyce, David P.",R,64.49%,2014
2216,OH14,"Wager, Michael",D,66.61%,2014
2217,OH15,"Stivers, Steve",R,100.00%,2014
2218,OH15,"Wharton, Scott",D,100.00%,2014
2219,OH16,"Renacci, Jim",R,100.00%,2014
2220,OH16,"Mundy, Keith ",D,100.00%,2014
2221,OK02,"Mullin, Markwayne ",R,63.41%,2014
2222,OK02,"Harris-Till, Joshua",D,59.96%,2014
2223,OK03,"Lucas, Frank D.",R,77.95%,2014
2224,OK03,"Robbins, Frankie",D,100%,2014
2225,OK04,"Cole, Tom",R,71.39%,2014
2226,OK04,"Owen, Christina",D,62.18%,2014
2227,OK05,"Russell, Steve ",R,80.32%,2014
2228,OK05,"McAffrey, Al",D,36.81%,2014
2229,OR01,"Heinrich, Brian J.",R,48.44%,2014
2230,OR02,"Crary, James (Jim)",D,97.64%,2014
2231,OR03,"Blumenauer, Earl ",D,98.29%,2014
2232,OR05,"Willis, Colm",R,57.55%,2014
2233,PA01,"Brady, Robert A.",D,99.91%,2014
2234,PA01,"Williams, Deborah",R,99.90%,2014
2235,PA02 - FULL TERM,"Evans, Dwight",D,42.25%,2014
2236,PA02 - FULL TERM,"Jones, James A.",R,99.81%,2014
2237,PA03,"Kelly, Mike ",R,99.26%,2014
2238,PA04,"Perry, Scott",R,99.59%,2014
2239,PA05,"Thompson, Glenn GT",R,99.25%,2014
2240,PA05,"Taylor, Kerith Strano",D,98.73%,2014
2241,PA06,"Costello, Ryan",R,99.86%,2014
2242,PA06,"Parrish, Mike",D,99.78%,2014
2243,PA07,"Balchunis, Mary Ellen",D,73.94%,2014
2244,PA08,"Fitzpatrick, Brian",R,78.26%,2014
2245,PA08,"Santarsiero, Steve ",D,59.35%,2014
2246,PA09,"Shuster, Bill",R,50.57%,2014
2247,PA10,"Marino, Tom",R,98.94%,2014
2248,PA11,"Barletta, Lou ",R,99.94%,2014
2249,PA11,"Marsicano, Mike",D,99.74%,2014
2250,PA12,"Rothfus, Keith ",R,99.39%,2014
2251,PA12,"McClelland, Erin R.",D,98.53%,2014
2252,PA13,"Boyle, Brendan F.",D,99.86%,2014
2253,PA14,"Doyle, Mike",D,76.37%,2014
2254,PA15,"Dent, Charles W.",R,99.85%,2014
2255,PA15,"Daugherty, Rick ",D,99.80%,2014
2256,PA16,"Smucker, Lloyd K.",R,53.87%,2014
2257,PA16,"Hartman, Christina",D,99.64%,2014
2258,PA17,"Cartwright, Matt",D,99.07%,2014
2259,PA17,"Connolly, Matt",R,62.40%,2014
2260,PA18,"Murphy, Tim ",R,99.35%,2014
2261,RI01,"Cicilline, David N.",D,67.53%,2014
2262,RI01,"Taub, Harold Russell",R,100.00%,2014
2263,RI02,"Langevin, James R.",D,64.37%,2014
2264,RI02,"Reis, Rhue R.",R,100.00%,2014
2265,SC01,"Sanford, Mark",R,55.61%,2014
2266,SC01,"Cherny, Dimitri",D,100%,2014
2267,SC02,"Wilson, Joe",R,100%,2014
2268,SC02,"Bjorn, Arik",D,50.12%,2014
2269,SC03,"Duncan, Jeff",R,100%,2014
2270,SC03,"Cleveland, Hosea",D,100%,2014
2271,SC04,"Gowdy, Trey",R,100%,2014
2272,SC04,"Fedalei, Chris",D,100%,2014
2273,SC05,"Mulvaney, Mick",R,78.26%,2014
2274,SC05,"Person, Fran",D,100%,2014
2275,SC06,"Clyburn, James E. ""Jim""",D,100%,2014
2276,SC06,"Sterling, Laura",R,100%,2014
2277,SC07,"Rice, Tom",R,100%,2014
2278,SC07,"Hyman, Mal",D,100%,2014
2279,SD00,"Noem, Kristi",R,100%,2014
2280,SD00,"Hawks, Paula",D,100%,2014
2281,TN01,"Roe, Phil",R,82.17%,2014
2282,TN01,"Bohms, Alan",D,100.00%,2014
2283,TN02,"Duncan, John J., Jr.",R,100.00%,2014
2284,TN02,"Starr, Stuart",D,100.00%,2014
2285,TN03,"Fleischmann, Chuck",R,83.90%,2014
2286,TN03,"Shekari, Melody",D,53.93%,2014
2287,TN04,"DesJarlais, Scott",R,52.11%,2014
2288,TN04,"Reynolds, Steven",D,100.00%,2014
2289,TN05,"Cooper, Jim",D,100.00%,2014
2290,TN05,"Snyder, Stacy Ries",R,50.82%,2014
2291,TN06,"Black, Diane",R,63.66%,2014
2292,TN06,"Kent, David W.",D,67.03%,2014
2293,TN07,"Blackburn, Marsha",R,100.00%,2014
2294,TN07,"Chandler, Tharon",D,100.00%,2014
2295,TN08,"Kustoff, David",R,27.45%,2014
2296,TN08,"Hobson, Rickey",D,54.80%,2014
2297,TN09,"Cohen, Steve",D,85.55%,2014
2298,TN09,"Alberson, Wayne",R,100.00%,2014
2299,TX01,"Gohmert, Louie ",R,81.95%,2014
2300,TX01,"McKellar, Shirley J.",D,100.00%,2014
2301,TX02,"Poe, Ted",R,100.00%,2014
2302,TX02,"Bryan, Pat ",D,100.00%,2014
2303,TX03,"Johnson, Sam",R,74.63%,2014
2304,TX03,"Bell, Adam P.",D,60.30%,2014
2305,TX04,"Ratcliffe, John",R,68.04%,2014
2306,TX05,"Hensarling, Jeb",R,100.00%,2014
2307,TX06,"Barton, Joe",R,68.65%,2014
2308,TX06,"Woolridge, Ruby Faye",D,69.70%,2014
2309,TX07,"Culberson, John",R,57.30%,2014
2310,TX07,"Cargas, James",D,100.00%,2014
2311,TX08,"Brady, Kevin",R,53.42%,2014
2312,TX09,"Green, Al",D,100.00%,2014
2313,TX09,"Martin, Jeff ",R,100.00%,2014
2314,TX10,"McCaul, Michael T.",R,100.00%,2014
2315,TX10,"Cadien, Tawana W. ",D,51.95%,2014
2316,TX11,"Conaway, Mike",R,100.00%,2014
2317,TX12,"Granger, Kay ",R,100.00%,2014
2318,TX12,"Bradshaw, Bill",D,100.00%,2014
2319,TX13,"Thornberry, Mac ",R,100.00%,2014
2320,TX14,"Weber, Randy",R,84.04%,2014
2321,TX14,"Cole, Michael",D,100.00%,2014
2322,TX15,"Gonzalez, Vicente ",D,42.21%,2014
2323,TX15,"Westley, Tim",R,45.01%,2014
2324,TX16,"O'Rourke, Beto",D,85.58%,2014
2325,TX17,"Flores, Bill",R,72.42%,2014
2326,TX17,"Matta, William",D,100.00%,2014
2327,TX18,"Jackson Lee, Sheila",D,100.00%,2014
2328,TX18,"Bartley, Lori",R,33.68%,2014
2329,TX19,"Arrington, Jodey",R,25.94%,2014
2330,TX20,"Castro, Joaquin",D,100.00%,2014
2331,TX21,"Smith, Lamar",R,60.08%,2014
2332,TX21,"Wakely, Tom",D,59.00%,2014
2333,TX22,"Olson, Pete",R,100.00%,2014
2334,TX22,"Gibson, Mark ",D,76.16%,2014
2335,TX23,"Hurd, Will ",R,82.21%,2014
2336,TX23,"Gallego, Pete P.",D,88.37%,2014
2337,TX24,"Marchant, Kenny E.",R,100.00%,2014
2338,TX24,"McDowell, Jan",D,100.00%,2014
2339,TX25,"Williams, Roger",R,100.00%,2014
2340,TX25,"Thomas, Kathi ",D,100.00%,2014
2341,TX26,"Burgess, Michael C.",R,79.36%,2014
2342,TX26,"Mauck, Eric",D,100.00%,2014
2343,TX27,"Farenthold, Blake",R,55.91%,2014
2344,TX27,"Barrera, Raul (Roy)",D,50.33%,2014
2345,TX28,"Cuellar, Henry",D,89.79%,2014
2346,TX28,"Hardin, Zeffen ",R,100.00%,2014
2347,TX29,"Green, Gene",D,57.45%,2014
2348,TX29,"Garza, Julio ",R,59.08%,2014
2349,TX30,"Johnson, Eddie Bernice",D,69.42%,2014
2350,TX30,"Lingerfelt, Charles",R,100.00%,2014
2351,TX31,"Carter, John ",R,71.28%,2014
2352,TX31,"Clark, Mike ",D,100.00%,2014
2353,TX32,"Sessions, Pete",R,61.42%,2014
2354,TX33,"Veasey, Marc ",D,63.41%,2014
2355,TX33,"Mitchell, M. Mark ",R,52.37%,2014
2356,TX34,"Vela, Filemon B.",D,100.00%,2014
2357,TX34,"Gonzalez, Rey, Jr.",R,50.56%,2014
2358,TX35,"Doggett, Lloyd",D,100.00%,2014
2359,TX35,"Narvaiz, Susan",R,100.00%,2014
2360,TX36,"Babin, Brian ",R,100.00%,2014
2361,UT02,"Chaffetz, Jason",R,78.59%,2014
2362,VA01,"Wittman, Robert J. ""Rob""",R,100%,2014
2363,VA02,"Taylor, Scott W.",R,52.55%,2014
2364,VA02,"Brown, Shaun D.",D,100%,2014
2365,VA03,"Scott, Robert C. ""Bobby""",D,100%,2014
2366,VA04,"McEachin, A. Donald ",D,75.35%,2014
2367,VA04,"Wade, Michael L. ""Mike""",R,64.03%,2014
2368,VA06,"Goodlatte, Robert W. ""Bob""",R,77.92%,2014
2369,VA08,"Beyer, Donald S., Jr.",D,100%,2014
2370,VA09,"Griffith, H. Morgan",R,100%,2014
2371,VA10,"Comstock, Barbara Jean",R,100%,2014
2372,VA11,"Connolly, G. E. ""Gerry""",D,100%,2014
2373,VI00,"Plaskett, Stacey E.",D,85.47%,2014
2374,WA01,"DelBene, Suzan",D,53.55%,2014
2375,WA01,"Sutherland, Robert J.",R,30.97%,2014
2376,WA02,"Larsen, Rick",D,51.81%,2014
2377,WA02,"Hennemann, Marc",R,32.28%,2014
2378,WA03,"Beutler, Jaime Herrera",R,55.48%,2014
2379,WA03,"Moeller, Jim",D,24.40%,2014
2380,WA04,"Newhouse, Dan",R,45.77%,2014
2381,WA04,"Didier, Clint",R,27.53%,2014
2382,WA05,"Rodgers, Cathy McMorris",R,42.18%,2014
2383,WA05,"Pakootas, Joe",D,31.54%,2014
2384,WA06,"Kilmer, Derek",D,58.37%,2014
2385,WA06,"Bloom, Todd A.",R,24.51%,2014
2386,WA07,"Jayapal, Pramila",D,42.11%,2014
2387,WA07,"Walkinshaw, Brady Piñero",D,21.26%,2014
2388,WA08,"Reichert, Dave",R,56.82%,2014
2389,WA08,"Ventrella, Tony",D,17.01%,2014
2390,WA09,"Smith, Adam",D,56.28%,2014
2391,WA09,"Basler, Doug",R,23.36%,2014
2392,WA10,"Heck, Denny",D,46.53%,2014
2393,WA10,"Postma, Jim",R,36.74%,2014
2394,WV01,"McKinley, David B.",R,100.00%,2014
2395,WV01,"Manypenny, Mike ",D,100.00%,2014
2396,WV02,"Mooney, Alex X.",R,73.12%,2014
2397,WV02,"Hunt, Mark",D,29.09%,2014
2398,WV03,"Jenkins, Evan ",R,100.00%,2014
2399,WV03,"Detch, Matt",D,100.00%,2014
2400,WI01,"Ryan, Paul",R,84.06%,2014
2401,WI01,"Solen, Ryan",D,58.87%,2014
2402,WI02,"Pocan, Mark",D,99.45%,2014
2403,WI02,"Theron, Peter",R,99.39%,2014
2404,WI03,"Kind, Ron ",D,81.24%,2014
2405,WI04,"Moore, Gwen S.",D,84.49%,2014
2406,WI05,"Sensenbrenner, F. James., Jr.",R,99.71%,2014
2407,WI05,"Penebaker, Khary",D,99.41%,2014
2408,WI06,"Grothman, Glenn",R,99.65%,2014
2409,WI06,"Lloyd, Sarah",D,75.14%,2014
2410,WI07,"Duffy, Sean",R,89.45%,2014
2411,WI07,"Hoeft, Mary",D,80.57%,2014
2412,WI08,"Gallagher, Mike",R,74.46%,2014
2413,WI08,"Nelson, Tom",D,99.87%,2014
2414,WY00,"Cheney, Liz",R,39.78%,2014
2415,WY00,"Greene, Ryan",D,57.85%,2014
2416,AL01,"Byrne, Bradley",R,100%,2016
2417,AL01,"LeFlore, Burton R.",D,100%,2016
2418,AL02,"Roby, Martha",R,100%,2016
2419,AL02,"Wright, Erick",D,100%,2016
2420,AL03,"Rogers, Mike",R,75.89%,2016
2421,AL03,"Smith, Jesse T.",D,100%,2016
2422,AL04,"Aderholt, Robert",R,100%,2016
2423,AL05,"Brooks, Mo",R,80.32%,2016
2424,AL06,"Palmer, Gary",R,19.73%,2016
2425,AL07,"Sewell, Terri A.",D,83.91%,2016
2426,AK00,"Young, Don",R,74.29%,2016
2427,AK00,"Dunbar, Forrest ",D,80.92%,2016
2428,AZ01,"Kirkpatrick, Ann",D,100.00%,2016
2429,AZ01,"Tobin, Andy",R,35.85%,2016
2430,AZ02,"McSally, Martha ",R,69.36%,2016
2431,AZ02,"Barber, Ron",D,100.00%,2016
2432,AZ03,"Grijalva, Raul ",D,100.00%,2016
2433,AZ03,"Saucedo Mercer, Gabby",R,100.00%,2016
2434,AZ04,"Gosar, Paul",R,100.00%,2016
2435,AZ04,"Weisser, Mike",D,100.00%,2016
2436,AZ05,"Salmon, Matt",R,100.00%,2016
2437,AZ05,"Woods, James",D,100.00%,2016
2438,AZ06,"Schweikert, David ",R,100.00%,2016
2439,AZ06,"Williamson, W. John",D,100.00%,2016
2440,AZ07,"Gallego, Ruben",D,48.90%,2016
2441,AZ08,"Franks, Trent",R,73.26%,2016
2442,AZ09,"Sinema, Kyrsten",D,100.00%,2016
2443,AZ09,"Rogers, Wendy",R,60.61%,2016
2444,AR01,"Crawford, Rick ",R,100%,2016
2445,AR01,"McPherson, Jackie",D,100%,2016
2446,AR02,"Hill, French ",R,55.08%,2016
2447,AR02,"Hays, Patrick Henry",D,100%,2016
2448,AR03,"Womack, Steve",R,100%,2016
2449,AR04,"Westerman, Bruce",R,54.45%,2016
2450,AR04,"Witt, James Lee",D,100%,2016
2451,CA01,"La Malfa, Doug",R,53.45%,2016
2452,CA01,"Hall, Heidi",D,30.15%,2016
2453,CA02,"Huffman, Jared",D,67.91%,2016
2454,CA02,"Mensing, Dale K.",R,22.33%,2016
2455,CA03,"Garamendi, John",D,53.48%,2016
2456,CA03,"Logue, Dan",R,46.52%,2016
2457,CA04,"McClintock, Tom",R,56.19%,2016
2458,CA04,"Moore, Arthur ""Art""",R,22.79%,2016
2459,CA05,"Thompson, Mike",D,80.44%,2016
2460,CA06,"Matsui, Doris",D,73.60%,2016
2461,CA06,"McCray, Joseph, Sr.",R,26.40%,2016
2462,CA07,"Bera, Ami",D,46.72%,2016
2463,CA07,"Ose, Doug",R,26.39%,2016
2464,CA08,"Cook, Paul",R,58.10%,2016
2465,CA08,"Conaway, Bob",D,18.71%,2016
2466,CA09,"McNerney, Jerry",D,49.38%,2016
2467,CA09,"Amador, Antonio C. ""Tony""",R,26.34%,2016
2468,CA10,"Denham, Jeff",R,58.94%,2016
2469,CA10,"Eggman, Michael",D,26.39%,2016
2470,CA11,"Desaulnier, Mark",D,58.80%,2016
2471,CA11,"Phan, Tue",R,27.86%,2016
2472,CA12,"Pelosi, Nancy",D,73.61%,2016
2473,CA12,"Dennis, John",R,11.92%,2016
2474,CA13,"Lee, Barbara",D,82.59%,2016
2475,CA13,"Sundeen, Dakin",R,10.16%,2016
2476,CA14,"Speier, Jackie",D,77.42%,2016
2477,CA14,"Chew, Robin",R,22.58%,2016
2478,CA15,"Swalwell, Eric",D,49.07%,2016
2479,CA15,"Bussell, Hugh",R,25.71%,2016
2480,CA16,"Costa, Jim",D,44.29%,2016
2481,CA16,"Tacherra, Johnny",R,21.71%,2016
2482,CA17,"Honda, Mike",D,48.18%,2016
2483,CA17,"Khanna, Ro",D,28.05%,2016
2484,CA18,"Eshoo, Anna G.",D,67.61%,2016
2485,CA18,"Fox, Richard B.",R,22.55%,2016
2486,CA19,"Lofgren, Zoe",D,76.03%,2016
2487,CA19,"Murray, Robert",D,23.97%,2016
2488,CA20,"Farr, Sam",D,73.82%,2016
2489,CA21,"Valadao, David",R,62.98%,2016
2490,CA21,"Renteria, Amanda",D,25.57%,2016
2491,CA22,"Nunes, Devin G.",R,67.90%,2016
2492,CA22,"Augilera-Marrero, Suzanna ""Sam""",D,24.91%,2016
2493,CA23,"McCarthy, Kevin",R,99.09%,2016
2494,CA23,"Garcia, Raul",D,0.53%,2016
2495,CA24,"Capps, Lois",D,43.67%,2016
2496,CA24,"Mitchum, Chris",R,15.80%,2016
2497,CA25,"Knight, Steve",R,28.40%,2016
2498,CA25,"Strickland, Tony",R,29.58%,2016
2499,CA26,"Brownley, Julia",D,45.50%,2016
2500,CA26,"Gorell, Jeff",R,44.53%,2016
2501,CA27,"Chu, Judy",D,60.37%,2016
2502,CA27,"Orswell, Jack",R,39.63%,2016
2503,CA28,"Schiff, Adam B.",D,74.48%,2016
2504,CA29,"Cardenas, Tony",D,62.85%,2016
2505,CA29,"Leader, William O'Callaghan",R,25.78%,2016
2506,CA30,"Sherman, Brad",D,57.93%,2016
2507,CA30,"Reed, Mark S.",R,20.07%,2016
2508,CA31,"Aguilar, Pete",D,17.36%,2016
2509,CA31,"Chabot, Paul",R,26.60%,2016
2510,CA32,"Napolitano, Grace F.",D,59.95%,2016
2511,CA32,"Alas, Arturo Enrique",R,40.05%,2016
2512,CA33,"Lieu, Ted",D,18.81%,2016
2513,CA33,"Carr, Elan",R,21.61%,2016
2514,CA34,"Becerra, Xavier",D,73.83%,2016
2515,CA34,"Edwards, Adrienne Nicole",D,14.44%,2016
2516,CA35,"Torres, Norma J.",D,65.68%,2016
2517,CA35,"Gagnier, Christina",D,14.89%,2016
2518,CA36,"Ruiz, Raul",D,50.33%,2016
2519,CA36,"Nestande, Brian",R,34.81%,2016
2520,CA37,"Bass, Karen",D,79.60%,2016
2521,CA37,"King, R. Adam",R,14.25%,2016
2522,CA38,"Sanchez, Linda T.",D,57.53%,2016
2523,CA38,"Campos, Benjamin",R,42.47%,2016
2524,CA39,"Royce, Ed",R,70.55%,2016
2525,CA39,"Anderson, Peter O.",D,29.45%,2016
2526,CA40,"Roybal-Allard, Lucille",D,66.36%,2016
2527,CA40,"Sanchez, David",D,33.64%,2016
2528,CA41,"Takano, Mark",D,44.65%,2016
2529,CA41,"Adams, Steve",R,36.96%,2016
2530,CA42,"Calvert, Ken",R,67.49%,2016
2531,CA42,"Sheridan, Tim",D,15.81%,2016
2532,CA43,"Waters, Maxine",D,67.23%,2016
2533,CA43,"Wood, John, Jr.",R,32.75%,2016
2534,CA44,"Hahn, Janice",D,99.98%,2016
2535,CA45,"Walters, Mimi",R,45.06%,2016
2536,CA45,"Leavens, Drew E.",D,28.11%,2016
2537,CA46,"Sanchez, Loretta",D,50.59%,2016
2538,CA46,"Nick, Adam",R,18.14%,2016
2539,CA47,"Lowenthal, Alan",D,57.08%,2016
2540,CA47,"Whallon, Andy",R,42.91%,2016
2541,CA48,"Rohrabacher, Dana",R,56.08%,2016
2542,CA48,"Savary, Suzanne Joyce",D,19.51%,2016
2543,CA49,"Issa, Darrell",R,61.87%,2016
2544,CA49,"Peiser, Dave",D,28.39%,2016
2545,CA50,"Hunter, Duncan D.",R,70.43%,2016
2546,CA50,"Kimber, James H.",D,24.34%,2016
2547,CA51,"Vargas, Juan",D,68.34%,2016
2548,CA51,"Meade, Stephen",R,31.30%,2016
2549,CA52,"Peters, Scott",D,42.29%,2016
2550,CA52,"DeMaio, Carl",R,35.26%,2016
2551,CA53,"Davis, Susan A.",D,56.26%,2016
2552,CA53,"Wilske, Larry A.",R,20.67%,2016
2553,CO01,"DeGette, Diana",D,100.00%,2016
2554,CO01,"Walsh, Martin",R,100.00%,2016
2555,CO02,"Polis, Jared",D,100.00%,2016
2556,CO02,"Leing, George",R,100.00%,2016
2557,CO03,"Tipton, Scott R.",R,74.54%,2016
2558,CO03,"Tapia, Abel J.",D,100.00%,2016
2559,CO04,"Buck, Ken",R,44.19%,2016
2560,CO04,"Meyers, Vic",D,99.86%,2016
2561,CO05,"Lamborn, Doug",R,52.56%,2016
2562,CO05,"Halter, Irv",D,100.00%,2016
2563,CO06,"Coffman, Mike",R,100.00%,2016
2564,CO06,"Romanoff, Andrew",D,100.00%,2016
2565,CO07,"Perlmutter, Ed",D,100.00%,2016
2566,CO07,"Ytterberg, Don",R,100.00%,2016
2567,DE00,"Carney, John C., Jr.",D,100%,2016
2568,DE00,"Izzo, Rose",R,100%,2016
2569,DC00,"Norton, Eleanor H.",D,97.05%,2016
2570,DC00,"Rimensnyder, Nelson F.",R,89.83%,2016
2571,FL01,"Miller, Jeff",R,75.34%,2016
2572,FL01,"Bryan, Jim",D,100%,2016
2573,FL02,"Graham, Gwen",D,100%,2016
2574,FL02,"Southerland, Steve",R,100%,2016
2575,FL03,"Yoho, Ted",R,79.38%,2016
2576,FL03,"Wheeler, Marihelen",D,100%,2016
2577,FL04,"Crenshaw, Ander",R,70.94%,2016
2578,FL05,"Brown, Corrine ",D,100%,2016
2579,FL05,"Smith, Glo",R,62.97%,2016
2580,FL06,"DeSantis, Ron",R,100%,2016
2581,FL06,"Cox, David",D,100%,2016
2582,FL07,"Mica, John  ",R,72.15%,2016
2583,FL07,"Neuman, Wes",D,100%,2016
2584,FL08,"Posey, Bill",R,100%,2016
2585,FL08,"Rothblatt, Gabriel",D,100%,2016
2586,FL09,"Grayson, Alan",D,74.32%,2016
2587,FL09,"Platt, Carol ",R,54.61%,2016
2588,FL10,"Webster, Daniel ",R,100%,2016
2589,FL10,"McKenna, Michael",D,49.73%,2016
2590,FL11,"Nugent, Richard B. ""Rich""",R,100%,2016
2591,FL11,"Koller, Dave ",D,100%,2016
2592,FL13,"Jolly, David W.",R,100%,2016
2593,FL15,"Ross, Dennis A.",R,100%,2016
2594,FL15,"Cohn, Alan M.",D,100%,2016
2595,FL16,"Buchanan, Vern",R,100%,2016
2596,FL16,"Lawrence, Henry ",D,100%,2016
2597,FL17,"Rooney, Tom",R,100%,2016
2598,FL17,"Bronson, Will",D,100%,2016
2599,FL18,"Murphy, Patrick ",D,100%,2016
2600,FL18,"Domino, Carl J.",R,38.36%,2016
2601,FL19,"Clawson, Curt ",R,100%,2016
2602,FL19,"Freeman, April",D,100%,2016
2603,FL20,"Hastings, Alcee L.",D,79.20%,2016
2604,FL20,"Bonner, Jay",R,100%,2016
2605,FL21,"Deutch, Ted",D,91.61%,2016
2606,FL22,"Frankel, Lois",D,100%,2016
2607,FL22,"Spain, Paul",R,42.61%,2016
2608,FL23,"Schultz, Debbie Wasserman",D,100%,2016
2609,FL23,"Kaufman, Joseph ""Joe""",R,62.60%,2016
2610,FL24,"Wilson, Frederica S.",D,80.43%,2016
2611,FL24,"Neree, Dufirstson Julio ",R,100%,2016
2612,FL26,"Curbelo, Carlos ",R,47.01%,2016
2613,FL26,"Garcia, Joe",D,100%,2016
2614,GA01,"Carter, E. L. ""Buddy""",R,36.22%,2016
2615,GA01,"Reese, Brian Corwin",D,33.81%,2016
2616,GA02,"Bishop, Sanford D.",D,100.00%,2016
2617,GA02,"Duke, Gregory P. ""Greg""",R,69.43%,2016
