Year,District,Name,Gender
2010,Alabama 1,Jo Bonner,female
2010,Alabama 1,David Walter,male
2010,Alabama 2,Martha Roby,female
2010,Alabama 2,Bobby Bright,male
2010,Alabama 3,Mike Rogers,male
2010,Alabama 3,Steve Segrest,male
2010,Alabama 4,Mo Brooks,male
2010,Alabama 4,Steve Raby,male
2010,Alabama 5,Terri Sewell,female
2010,Alabama 5,Don Chamberlain,male
2010,Alaska at-large1,Don Young,male
2010,Alaska at-large1,Harry Crawford,male
2010,Arizona 1,Paul Gosar,male
2010,Arizona 1,Ann Kirkpatrick,female
2010,Arizona 1,Nicole Patti,female
2010,Arizona 2,Trent Franks,male
2010,Arizona 2,John Thrasher,male
2010,Arizona 2,Powell Gammill,male
2010,Arizona 3,Ben Quayle,male
2010,Arizona 3,Jon Hulburd,male
2010,Arizona 3,Michael Shoen,male
2010,Arizona 3,Leonard Clark,male
2010,Arizona 4,Ed Pastor,male
2010,Arizona 4,Janet Contreras,female
2010,Arizona 4,Joe Cobb,male
2010,Arizona 4,Rebecca DeWitt,female
2010,Arizona 5,David Schweikert,male
2010,Arizona 5,Harry Mitchell,male
2010,Arizona 5,Nick Coons,male
2010,Arizona 6,Jeff Flake,male
2010,Arizona 6,Rebecca Schneider,female
2010,Arizona 6,Richard Grayson,male
2010,Arizona 6,Darell Tapp,male
2010,Arizona 7,Raul Grijalva,male
2010,Arizona 7,Ruth McClung,female
2010,Arizona 7,Harley Meyer,male
2010,Arizona 7,George Keane,male
2010,Arizona 8,Gabrielle Giffords,female
2010,Arizona 8,Jesse Kelly,male
2010,Arizona 8,Steven Stoltz,male
2010,Arkansas 1,Rick Crawford,male
2010,Arkansas 1,Chad Causey,male
2010,Arkansas 1,Ken Adler,male
2010,Arkansas 2,Tim Griffin,male
2010,Arkansas 2,Joyce Elliott,female
2010,Arkansas 2,Lance Levi,male
2010,Arkansas 2,Lewis Kennedy,male
2010,Arkansas 3,Steve Womack,male
2010,Arkansas 3,David Whitaker,male
2010,Arkansas 4,Mike Ross,male
2010,Arkansas 4,Beth Anne Rankin,female
2010,Arkansas 4,Joshua Drake,male
2010,California 1,Mike Thompson,male
2010,California 1,Loren Hanks,male
2010,California 1,Carol Wolman,female
2010,California 1,Mike Rodrigues,male
2010,California 2,Wally Herger,male
2010,California 2,Jim Reed,male
2010,California 2,Mark A. Jensen,male
2010,California 3,Dan Lungren,male
2010,California 3,Ami Bera,female
2010,California 3,Jerry Leidecker,male
2010,California 3,Douglas Arthur Tuma,male
2010,California 3,Mike Roskey,male
2010,California 4,Tom McClintock,male
2010,California 4,Clint Curtis,male
2010,California 4,Ben Emery,male
2010,California 5,Doris Matsui,female
2010,California 5,Paul Smith,male
2010,California 5,Gerald Allen Frink,male
2010,California 6,Lynn Woolsey,female
2010,California 6,Jim Judd,male
2010,California 6,Eugene Ruyle,male
2010,California 6,Joel Smolen,male
2010,California 7,George Miller,male
2010,California 7,Rick Tubbs,male
2010,California 8,Nancy Pelosi,female
2010,California 8,John Dennis,male
2010,California 8,Gloria La Riva,female
2010,California 8,Philip Berg,male
2010,California 8,Summer Shields,female
2010,California 9,Barbara Lee,female
2010,California 9,Gerald Hashimoto,male
2010,California 9,Dave Heller,male
2010,California 9,James Eyer,male
2010,California 9,Larry Allen,male
2010,California 10,John Garamendi,male
2010,California 10,Gary Clift,male
2010,California 10,Jeremy Cloward,male
2010,California 11,Jerry McNerney,male
2010,California 11,David Harmer,male
2010,California 11,David Christensen,male
2010,California 11,Robert Beadles,male
2010,California 12,Jackie Speier,female
2010,California 12,Mike Moloney,male
2010,California 12,Mark Paul Williams,male
2010,California 12,Joseph Michael Harding,male
2010,California 13,Pete Stark,male
2010,California 13,Forest Baker,male
2010,California 13,Chris Pareja,male
2010,California 14,Anna Eshoo,female
2010,California 14,Dave Chapman,male
2010,California 14,Paul Lazaga,male
2010,California 15,Mike Honda,male
2010,California 15,Scott Kirkland,male
2010,California 16,Zoe Lofgren,female
2010,California 16,Daniel Sahagún,male
2010,California 16,Edward Gonzalez,male
2010,California 17,Sam Farr,male
2010,California 17,Jeff Taylor,male
2010,California 17,Mary Larkin,female
2010,California 17,Eric Petersen,male
2010,California 17,Ronald P. Kabat,male
2010,California 18,Dennis Cardoza,male
2010,California 18,Michael Clarke Berryhill,male
2010,California 19,Jeff Denham,male
2010,California 19,Loraine Goodwin,female
2010,California 19,Les Marsden,male
2010,California 20,Jim Costa,male
2010,California 20,Andy Vidak,male
2010,California 21,Kevin McCarthy,male
2010,California 21,John Uebersax,male
2010,California 22,Lois Capps,female
2010,California 22,Tom Watson,male
2010,California 22,John Hager,male
2010,California 22,Darrell Stafford,male
2010,California 23,Elton Gallegly,male
2010,California 23,Timothy Allison,male
2010,California 24,Howard McKeon,male
2010,California 24,Jackie Conaway,female
2010,California 25,David Dreier,male
2010,California 25,Russ Warner,male
2010,California 25,David Miller,male
2010,California 25,Randall Weissbuch,male
2010,California 26,Brad Sherman,male
2010,California 26,Mark Reed,male
2010,California 27,Howard Berman,male
2010,California 27,Merlin Froyd,male
2010,California 27,Carlos Rodriguez,male
2010,California 28,Adam Schiff,male
2010,California 28,John Colbert,male
2010,California 28,William Cushing,male
2010,California 29,Henry Waxman,male
2010,California 29,Chuck Wilkerson,male
2010,California 29,Erich Miller,male
2010,California 29,Richard Castaldo,male
2010,California 30,Xavier Becerra,male
2010,California 30,Stephen Smith,male
2010,California 30,Sal Genovese,male
2010,California 31,Judy Chu,female
2010,California 31,Ed Schmerling,male
2010,California 32,Karen Bass,female
2010,California 32,James Andion,male
2010,California 32,Mervin Leon Evans 0.0,male
2010,California 33,Lucille Roybal-Allard,female
2010,California 33,Wayne Miller,male
2010,California 34,Maxine Waters,female
2010,California 34,Bruce Brown,male
2010,California 34,Suleiman Charles Edmonson,male
2010,California 35,Jane Harman,female
2010,California 35,Mattie Fein,female
2010,California 35,Herb Peters,male
2010,California 36,Laura Richardson,female
2010,California 36,Star Parker,male
2010,California 36,Nicholas Dibs,male
2010,California 37,Grace Napolitano,female
2010,California 37,Robert Vaughn,male
2010,California 38,Linda Sánchez,female
2010,California 38,Larry Andre,male
2010,California 38,John Smith,male
2010,California 39,Ed Royce,male
2010,California 39,Christina Avalos,female
2010,California 40,Jerry Lewis,male
2010,California 40,Pat Meagher,female
2010,California 40,Pamela Zander,female
2010,California 41,Gary Miller,male
2010,California 41,Michael Williamson,male
2010,California 41,Mark Lambert,male
2010,California 42,Joe Baca,male
2010,California 42,Scott Folkens,male
2010,California 43,Ken Calvert,male
2010,California 43,Bill Hedrick,male
2010,California 44,Mary Bono Mack,female
2010,California 44,Steve Pougnet,male
2010,California 44,Bill Lussenheide,male
2010,California 45,Dana Rohrabacher,female
2010,California 45,Ken Arnold,male
2010,California 45,Jay Shah,male
2010,California 46,Loretta Sanchez,female
2010,California 46,Van Tran,male
2010,California 46,Ceci Iglesias,female
2010,California 47,John Campbell,male
2010,California 47,Beth Krom,female
2010,California 47,Mike Binkley,male
2010,California 48,Darrell Issa,male
2010,California 48,Howard Katz,male
2010,California 48,Dion Clark,male
2010,California 48,Mike Paster,male
2010,California 49,Brian Bilbray,male
2010,California 49,Francine Busby,female
2010,California 49,Lars Grossmith,male
2010,California 49,Miriam Clark,female
2010,California 50,Bob Filner,male
2010,California 50,Nick Popaditch,male
2010,California 50,Marcus Shapiro,male
2010,California 51,Duncan D. Hunter,male
2010,California 51,Ray Lutz,male
2010,California 51,Michael Benoit,male
2010,California 52,Susan Davis,female
2010,California 52,Michael Crimmins,male
2010,California 52,Paul Dekker,male
2010,Colorado 1,Diana DeGette,female
2010,Colorado 1,Mike Fallon,male
2010,Colorado 1,Gary Swing,male
2010,Colorado 1,Clint Jones,male
2010,Colorado 1,Chris Styskal,male
2010,Colorado 2,Jared Polis,male
2010,Colorado 2,Stephen Bailey,male
2010,Colorado 2,Jenna Goss,female
2010,Colorado 2,Curtis Harris,male
2010,Colorado 3,Scott Tipton,male
2010,Colorado 3,John Salazar,male
2010,Colorado 3,Gregory Gilman,male
2010,Colorado 3,Jake Segrest,male
2010,Colorado 4,Cory Gardner,male
2010,Colorado 4,Betsy Markey,female
2010,Colorado 4,Doug Aden,male
2010,Colorado 4,Ken Waskiewicz,male
2010,Colorado 5,Doug Lamborn,male
2010,Colorado 5,Kevin Bradley,male
2010,Colorado 5,Brian Scott,male
2010,Colorado 5,Jerrell Klaver,male
2010,Colorado 6,Mike Coffman,male
2010,Colorado 6,John Flerlage,male
2010,Colorado 6,Rob McNealy,male
2010,Colorado 7,Ed Perlmutter,male
2010,Colorado 7,Ryan Frazier,male
2010,Colorado 7,Buck Bailey,male
2010,Connecticut 1,John Larson,male
2010,Connecticut 1,Ann Brickley,female
2010,Connecticut 1,Kenneth Krayeske,male
2010,Connecticut 1,Christopher Hutchinson,male
2010,Connecticut 2,Joe Courtney,male
2010,Connecticut 2,Janet Peckinpaugh,female
2010,Connecticut 2,Scott Deshefy,male
2010,Connecticut 3,Rosa DeLauro,female
2010,Connecticut 3,Larry Labriola,male
2010,Connecticut 3,Charles Pillsbury,male
2010,Connecticut 4,Jim Himes,male
2010,Connecticut 4,Dan Debicella,male
2010,Connecticut 5,Chris Murphy,male
2010,Connecticut 5,Sam Caligiuri,male
2010,Delaware at-large1,John Carney,male
2010,Delaware at-large1,Glen Urquhart,male
2010,Delaware at-large1,Earl Lofland,male
2010,Delaware at-large1,Brent Wangen,male
2010,Delaware at-large1,Jeffrey Brown,male
2010,Florida 1,Jeff Miller,male
2010,Florida 1,Joe Cantrell,male
2010,Florida 1,John Krause,male
2010,Florida 1,Jim Bryan,male
2010,Florida 2,Steve Southerland,male
2010,Florida 2,Allen Boyd,male
2010,Florida 2,Paul McKain,male
2010,Florida 2,Dianne Berryhill,female
2010,Florida 3,Corrine Brown,female
2010,Florida 3,Mike Yost,male
2010,Florida 3,Terry Martin-Black,male
2010,Florida 4,Ander Crenshaw,male
2010,Florida 4,Troy Stanley,male
2010,Florida 5,Rich Nugent,male
2010,Florida 5,Jim Piccillo,male
2010,Florida 6,Cliff Stearns,male
2010,Florida 6,Steve Schonberg,male
2010,Florida 7,John Mica,male
2010,Florida 7,Heather Beaven,female
2010,Florida 8,Dan Webster,male
2010,Florida 8,Alan Grayson,male
2010,Florida 8,Peg Dunmire,female
2010,Florida 8,George Metcalfe,male
2010,Florida 9,Gus Bilirakis,male
2010,Florida 9,Anita de Palma,female
2010,Florida 10,Bill Young,male
2010,Florida 10,Charlie Justice,male
2010,Florida 11,Kathy Castor,female
2010,Florida 11,Mike Prendergast,male
2010,Florida 12,Dennis Ross,male
2010,Florida 12,Lori Edwards,female
2010,Florida 12,Randy Wilkinson,male
2010,Florida 13,Vern Buchanan,male
2010,Florida 13,James Golden,male
2010,Florida 14,Connie Mack,female
2010,Florida 14,James Lloyd Roach,male
2010,Florida 14,William Maverick St. Claire,male
2010,Florida 15,Bill Posey,male
2010,Florida 15,Shannon Roberts,female
2010,Florida 16,Tom Rooney,male
2010,Florida 16,Jim Horn,male
2010,Florida 17,Frederica Wilson,female
2010,Florida 17,Roderick Vereen,male
2010,Florida 18,Ileana Ros-Lehtinen,female
2010,Florida 18,Rolando Banciella,male
2010,Florida 19,Ted Deutch,male
2010,Florida 19,Joe Budd,male
2010,Florida 20,Debbie Wasserman Schultz,female
2010,Florida 20,Karen Harrington,female
2010,Florida 20,Stanley Blumenthal,male
2010,Florida 20,Robert Kunst,male
2010,Florida 21,Allen West,male
2010,Florida 21,Ron Klein,male
2010,Florida 22,Alcee Hastings,male
2010,Florida 22,Bernard Sansaricq,male
2010,Florida 23,Sandy Adams,female
2010,Florida 23,Suzanne Kosmas,female
2010,Florida 24,David Rivera,male
2010,Florida 24,Joe Garcia,male
2010,Florida 24,Roly Arroyo,male
2010,Florida 24,Craig Porter,male
2010,Georgia 1,Jack Kingston,male
2010,Georgia 1,Oscar Harris,male
2010,Georgia 2,Sanford Bishop,male
2010,Georgia 2,Mike Keown,male
2010,Georgia 3,Lynn Westmoreland,female
2010,Georgia 3,Frank Saunders,male
2010,Georgia 4,Hank Johnson,male
2010,Georgia 4,Liz Carter,female
2010,Georgia 5,John Lewis,male
2010,Georgia 5,Fenn Little,male
2010,Georgia 6,Rob Woodall,male
2010,Georgia 6,Doug Heckman,male
2010,Georgia 7,Austin Scott,male
2010,Georgia 7,Jim Marshall,male
2010,Georgia 8,Paul Broun,male
2010,Georgia 8,Russell Edwards,male
2010,Georgia 9,John Barrow,male
2010,Georgia 9,Raymond McKinney,male
2010,Georgia 10,David Scott,male
2010,Georgia 10,Mike Crane,male
2010,Hawaii 1,Colleen Hanabusa,female
2010,Hawaii 1,Charles Djou,male
2010,Hawaii 2,Mazie Hirono,female
2010,Hawaii 2,John Willoughby,male
2010,Hawaii 2,Patric Brock,male
2010,Hawaii 2,Andrew Von Sonn,male
2010,Idaho 1,Raúl Labrador,male
2010,Idaho 1,Walt Minnick,male
2010,Idaho 1,Dave Olson,male
2010,Idaho 1,Mike Washburn,male
2010,Idaho 2,Mike Simpson,male
2010,Idaho 2,Mike Crawford,male
2010,Idaho 2,Brian Schad,male
2010,Illinois 1,Bobby Rush,male
2010,Illinois 1,Ray Wardingley,male
2010,Illinois 1,Jeff Adams,male
2010,Illinois 2,Jesse Jackson Jr.,male
2010,Illinois 2,Isaac C. Hayes,male
2010,Illinois 2,Anthony Williams,male
2010,Illinois 3,Dan Lipinski,male
2010,Illinois 3,Michael Bendas,male
2010,Illinois 3,Laurel Lambert Schmidt,female
2010,Illinois 4,Luis Gutiérrez,male
2010,Illinois 4,Israel Vázquez,male
2010,Illinois 4,Robert J. Burns,male
2010,Illinois 5,Michael Quigley,male
2010,Illinois 5,David Ratowitz,male
2010,Illinois 5,Matthew Reichel,male
2010,Illinois 6,Peter Roskam,male
2010,Illinois 6,Benjamin Lowe,male
2010,Illinois 7,Danny Davis,male
2010,Illinois 7,Mark Weiman,male
2010,Illinois 7,Clarence Desmond Clemons,male
2010,Illinois 8,Joe Walsh,male
2010,Illinois 8,Melissa Bean,female
2010,Illinois 8,Bill Scheurer,male
2010,Illinois 9,Jan Schakowsky,female
2010,Illinois 9,Joel Pollak,male
2010,Illinois 9,Simon Ribeiro,male
2010,Illinois 10,Robert Dold,male
2010,Illinois 10,Daniel Seals,male
2010,Illinois 11,Adam Kinzinger,male
2010,Illinois 11,Debbie Halvorson,female
2010,Illinois 12,Jerry Costello,male
2010,Illinois 12,Teri Newman,female
2010,Illinois 12,Rodger Jennings,male
2010,Illinois 13,Judy Biggert,female
2010,Illinois 13,Scott Harper,male
2010,Illinois 14,Randy Hultgren,male
2010,Illinois 14,Bill Foster,male
2010,Illinois 14,Daniel Kairis,male
2010,Illinois 15,Tim Johnson,male
2010,Illinois 15,David Gill,male
2010,Illinois 16,Donald Manzullo,male
2010,Illinois 16,George Gaulrapp,male
2010,Illinois 16,Terry Campbell,male
2010,Illinois 17,Bobby Schilling,male
2010,Illinois 17,Phil Hare,male
2010,Illinois 17,Roger Davis,male
2010,Illinois 18,Aaron Schock,male
2010,Illinois 18,D.K. Hirner,male
2010,Illinois 18,Sheldon Schafer,male
2010,Illinois 19,John Shimkus,male
2010,Illinois 19,Tim Bagwell,male
2010,Indiana 1,Pete Visclosky,male
2010,Indiana 1,Mark Leyva,male
2010,Indiana 1,Jon Morris,male
2010,Indiana 2,Joe Donnelly,male
2010,Indiana 2,Jackie Walorski,female
2010,Indiana 2,Mark Vogel,male
2010,Indiana 3,Marlin Stutzman,male
2010,Indiana 3,Tom Hayhurst,male
2010,Indiana 3,Scott Wise,male
2010,Indiana 4,Marlin Stutzman,male
2010,Indiana 4,Tom Hayhurst,male
2010,Indiana 4,Scott Wise,male
2010,Indiana 5,Todd Rokita,male
2010,Indiana 5,David Sanders,male
2010,Indiana 5,John Duncan,male
2010,Indiana 6,Dan Burton,male
2010,Indiana 6,Tim Crawford,male
2010,Indiana 6,Richard Reid,male
2010,Indiana 6,Jesse Trueblood,male
2010,Indiana 7,Mike Pence,male
2010,Indiana 7,Barry Welsh,male
2010,Indiana 7,T. J. Thompson Jr.,male
2010,Indiana 8,André Carson,male
2010,Indiana 8,Marvin Scott,male
2010,Indiana 8,Dav Wilson,male
2010,Indiana 9,Larry Bucshon,male
2010,Indiana 9,Trent VanHaaften,male
2010,Indiana 9,John Cunningham,male
2010,Indiana 10,Todd Young,male
2010,Indiana 10,Baron Hill,male
2010,Indiana 10,Greg Knott,male
2010,Iowa 1,Bruce Braley,male
2010,Iowa 1,Benjamin Lange,male
2010,Iowa 1,Rob Petsche,male
2010,Iowa 1,Jason Faulkner,male
2010,Iowa 2,David Loebsack,male
2010,Iowa 2,Mariannette Miller-Meeks,female
2010,Iowa 2,Gary Sicard,male
2010,Iowa 2,Jon Tack,male
2010,Iowa 3,Leonard Boswell,male
2010,Iowa 3,Brad Zaun,male
2010,Iowa 3,Rebecca Williamson,female
2010,Iowa 4,Tom Latham,male
2010,Iowa 4,Bill Maske,male
2010,Iowa 4,Dan Lensing,male
2010,Iowa 5,Steve King,male
2010,Iowa 5,Matt Campbell,male
2010,Iowa 5,Martin James Monroe,male
2010,Kansas 1,Tim Huelskamp,male
2010,Kansas 1,Alan Jilka,male
2010,Kansas 1,Jack Warner,male
2010,Kansas 2,Lynn Jenkins,female
2010,Kansas 2,Cheryl Hudspeth,female
2010,Kansas 2,Robert Garrard,male
2010,Kansas 3,Kevin Yoder,male
2010,Kansas 3,Stephene Moore,female
2010,Kansas 3,Jasmin Talbert,female
2010,Kansas 4,Mike Pompeo,male
2010,Kansas 4,Raj Goyle,male
2010,Kansas 4,Susan Ducey,female
2010,Kansas 4,Shawn Smith,male
2010,Kentucky 1,Ed Whitfield,male
2010,Kentucky 1,Charles Kendall Hatchett,male
2010,Kentucky 2,Brett Guthrie,male
2010,Kentucky 2,Ed Marksberry,male
2010,Kentucky 3,John Yarmuth,male
2010,Kentucky 3,Todd Lally,male
2010,Kentucky 3,Edward Martin,male
2010,Kentucky 3,Michael Hansen,male
2010,Kentucky 4,Geoff Davis,male
2010,Kentucky 4,John Waltz,male
2010,Kentucky 5,Hal Rogers,male
2010,Kentucky 5,Jim Holbert,male
2010,Kentucky 6,Ben Chandler,male
2010,Kentucky 6,Andy Barr,male
2010,Louisiana 1,Steve Scalise,male
2010,Louisiana 1,Myron Katz,male
2010,Louisiana 1,Arden Wells,female
2010,Louisiana 2,Cedric Richmond,male
2010,Louisiana 2,Joseph Cao,male
2010,Louisiana 2,Anthony Marquize,male
2010,Louisiana 2,Jack Radosta,male
2010,Louisiana 3,Jeff Landry,male
2010,Louisiana 3,Ravi Sangisetty,male
2010,Louisiana 4,John Fleming,male
2010,Louisiana 4,David Melville,male
2010,Louisiana 4,Artis Cash,male
2010,Louisiana 5,Rodney Alexander,male
2010,Louisiana 5,Tom Gibbs,male
2010,Louisiana 6,Bill Cassidy,male
2010,Louisiana 6,Merritt McDonald,male
2010,Maine 1,Chellie Pingree,female
2010,Maine 1,Dean Peter Scontras,male
2010,Maine 2,Mike Michaud,male
2010,Maine 2,Jason Levesque,male
2010,Maryland 1,Andy Harris,male
2010,Maryland 1,Frank Kratovil,male
2010,Maryland 1,Richard James Davis,male
2010,Maryland 2,Dutch Ruppersberger,male
2010,Maryland 2,Marcello Cardarelli,male
2010,Maryland 2,Lorenzo Gaztanaga,male
2010,Maryland 3,John Sarbanes,male
2010,Maryland 3,Jim Wilhelm,male
2010,Maryland 3,Jerry McKinley,male
2010,Maryland 3,Alain Lareau,male
2010,Maryland 4,Donna Edwards,female
2010,Maryland 4,Robert Broadus,male
2010,Maryland 5,Steny Hoyer,male
2010,Maryland 5,Charles Lollar,male
2010,Maryland 5,Gavin Shickle,male
2010,Maryland 6,Roscoe Bartlett,male
2010,Maryland 6,Andrew Duck,male
2010,Maryland 6,Dan Massey,male
2010,Maryland 6,Michael Reed,male
2010,Maryland 7,Elijah Cummings,male
2010,Maryland 7,Frank Mirable Jr.,male
2010,Maryland 7,Scott Spencer,male
2010,Maryland 8,Chris Van Hollen Jr.,male
2010,Maryland 8,Michael Lee Philips,male
2010,Maryland 8,Mark Grannis,male
2010,Maryland 8,Fred Nordhorn,male
2010,Massachusetts 1,John Olver,male
2010,Massachusetts 1,William Gunn,male
2010,Massachusetts 1,Michael Engel,male
2010,Massachusetts 2,Richard Neal,male
2010,Massachusetts 2,Thomas Wesley,male
2010,Massachusetts 3,Jim McGovern,male
2010,Massachusetts 3,Martin Lamb,male
2010,Massachusetts 3,Patrick Barron,male
2010,Massachusetts 4,Barney Frank,male
2010,Massachusetts 4,Sean Bielat,male
2010,Massachusetts 4,Susan Allen,female
2010,Massachusetts 4,Donald Jordan,male
2010,Massachusetts 5,Niki Tsongas,female
2010,Massachusetts 5,Jonathan Golnik,male
2010,Massachusetts 5,Dale Brown,male
2010,Massachusetts 5,Robert Clark,male
2010,Massachusetts 6,John Tierney,male
2010,Massachusetts 6,Bill Hudak,male
2010,Massachusetts 7,Ed Markey,male
2010,Massachusetts 7,Gerry Dembrowski,male
2010,Massachusetts 8,Stephen Lynch,male
2010,Massachusetts 8,Vernon Harrison,male
2010,Massachusetts 8,Philip Dunkelbarger,male
2010,Massachusetts 9,William Keating,male
2010,Massachusetts 9,Jeff Perry,male
2010,Massachusetts 9,Maryanne Lewis,female
2010,Massachusetts 9,James Sheets,male
2010,Massachusetts 9,Joe Van Nes,male
2010,Michigan 1,Dan Benishek,male
2010,Michigan 1,Gary McDowell,male
2010,Michigan 1,Glenn Wilson,male
2010,Michigan 1,Pat Lambert,female
2010,Michigan 1,Keith Shelton,male
2010,Michigan 1,Ellis Boal,male
2010,Michigan 2,Bill Huizenga,male
2010,Michigan 2,Fred Johnson,male
2010,Michigan 2,Jay Gillotte,male
2010,Michigan 2,Ronald Graeser,male
2010,Michigan 2,Lloyd Clarke,male
2010,Michigan 3,Justin Amash,male
2010,Michigan 3,Pat Miles,female
2010,Michigan 3,James Rogers,male
2010,Michigan 3,Ted Gerrard,male
2010,Michigan 3,Charlie Shick,male
2010,Michigan 4,Dave Camp,male
2010,Michigan 4,Jerry Campbell,male
2010,Michigan 4,John Emerick,male
2010,Michigan 4,Clint Foster,male
2010,Michigan 5,Dale Kildee,male
2010,Michigan 5,John Kuipec,male
2010,Michigan 5,Matt de Heus,male
2010,Michigan 5,Michael Moon,male
2010,Michigan 6,Fred Upton,male
2010,Michigan 6,Don Cooney,male
2010,Michigan 6,Mel Vaulkner,female
2010,Michigan 6,Fred Strand,male
2010,Michigan 6,Pat Foster,female
2010,Michigan 7,Tim Walberg,male
2010,Michigan 7,Mark Schauer,male
2010,Michigan 7,Scott Aughney,male
2010,Michigan 7,Greg Merle,male
2010,Michigan 7,Richard Wunsch,male
2010,Michigan 8,Mike Rogers,male
2010,Michigan 8,Lance Enderle,male
2010,Michigan 8,Bob Dashairya,male
2010,Michigan 9,Gary Peters,male
2010,Michigan 9,Andrew Raczkowski,male
2010,Michigan 9,Douglas Campbell,male
2010,Michigan 9,Adam Goodman,male
2010,Michigan 9,Bob Gray,male
2010,Michigan 9,Matthew Kuofie,male
2010,Michigan 10,Candice Miller,female
2010,Michigan 10,Henry Yanez,male
2010,Michigan 10,Claude Beavers,male
2010,Michigan 10,Candace Caveny,female
2010,Michigan 11,Thad McCotter,male
2010,Michigan 11,Natalie Mosher,female
2010,Michigan 11,John Tatar,male
2010,Michigan 12,Sander Levin,male
2010,Michigan 12,Don Volaric,male
2010,Michigan 12,Julia Williams,female
2010,Michigan 12,Leonard Schwartz,male
2010,Michigan 12,Lester Townsend,male
2010,Michigan 12,Alan Jacquemotte,male
2010,Michigan 13,Hansen Clarke,male
2010,Michigan 13,John Hauler,male
2010,Michigan 13,George Corsetti,male
2010,Michigan 13,Duane Montgomery,male
2010,Michigan 13,Heidi Peterson,female
2010,Michigan 14,John Conyers Jr.,male
2010,Michigan 14,Don Ukrainec,male
2010,Michigan 14,Marc Sosnowski,male
2010,Michigan 14,Rick Secula,male
2010,Michigan 15,John Dingell,male
2010,Michigan 15,Rob Steele,male
2010,Michigan 15,Aimee Smith,female
2010,Michigan 15,Kerry Lee Morgan,female
2010,Michigan 15,Matthew Furman,male
2010,Minnesota 1,Tim Walz,male
2010,Minnesota 1,Randy Demmer,male
2010,Minnesota 1,Steven Wilson,male
2010,Minnesota 1,Lars Johnson,male
2010,Minnesota 2,John Kline,male
2010,Minnesota 2,Shelly Madore,female
2010,Minnesota 3,Erik Paulsen,male
2010,Minnesota 3,Jim Meffert,male
2010,Minnesota 3,Jon Oleson,male
2010,Minnesota 4,Betty McCollum,female
2010,Minnesota 4,Teresa Collett,female
2010,Minnesota 4,Steve Carlson,male
2010,Minnesota 5,Keith Ellison,male
2010,Minnesota 5,Joel Demos,male
2010,Minnesota 5,Lynn Torgerson,female
2010,Minnesota 5,Tom Schrunk,male
2010,Minnesota 5,Michael Cavlan,male
2010,Minnesota 6,Michele Bachmann,female
2010,Minnesota 6,Tarryl Clark,male
2010,Minnesota 6,Bob Anderson,male
2010,Minnesota 6,Aubrey Immelman,female
2010,Minnesota 7,Collin Peterson,male
2010,Minnesota 7,Lee Byberg,male
2010,Minnesota 7,Gene Waldorf,male
2010,Minnesota 7,Glen Menze,male
2010,Minnesota 8,Chip Cravaack,male
2010,Minnesota 8,Jim Oberstar,male
2010,Minnesota 8,Timothy Olson,male
2010,Minnesota 8,George Burton,male
2010,Mississippi 1,Alan Nunnelee,male
2010,Mississippi 1,Travis Childers,male
2010,Mississippi 1,Wally Pang,male
2010,Mississippi 1,Les Green,male
2010,Mississippi 1,A. G. Baddley,male
2010,Mississippi 1,Gail Giaranita,female
2010,Mississippi 1,Rico Hoskins,male
2010,Mississippi 1,Harold Taylor,male
2010,Mississippi 1,Barbara Washer,female
2010,Mississippi 2,Bennie Thompson,male
2010,Mississippi 2,Bill Marcy,male
2010,Mississippi 2,Ashley Norwood,female
2010,Mississippi 3,Gregg Harper,male
2010,Mississippi 3,Joel Gill,male
2010,Mississippi 3,Tracella Lou O'Hara Hill,female
2010,Mississippi 4,Steven Palazzo,male
2010,Mississippi 4,Gene Taylor,male
2010,Mississippi 4,Tim Hampton,male
2010,Mississippi 4,Anna Jewel Revies,female
2010,Missouri 1,Lacy Clay,female
2010,Missouri 1,Robyn Hamlin,female
2010,Missouri 1,Julie Stone,female
2010,Missouri 2,Todd Akin,male
2010,Missouri 2,Arthur Lieber,male
2010,Missouri 2,Steve Mosbacher,male
2010,Missouri 3,Russ Carnahan,male
2010,Missouri 3,Ed Martin,male
2010,Missouri 3,Steven Hedrick,male
2010,Missouri 3,Nick Ivanovich,male
2010,Missouri 4,Vicky Hartzler,female
2010,Missouri 4,Ike Skelton,male
2010,Missouri 4,Jason Michael Braun,male
2010,Missouri 4,Greg Cowan,male
2010,Missouri 5,Emanuel Cleaver,male
2010,Missouri 5,Jacob Turk,male
2010,Missouri 5,Randy Langkraehr,male
2010,Missouri 5,Dave Lay,male
2010,Missouri 6,Sam Graves,male
2010,Missouri 6,Clint Hylton,male
2010,Missouri 7,Billy Long,male
2010,Missouri 7,Scott Eckersley,male
2010,Missouri 7,Kevin Craig,male
2010,Missouri 8,Jo Ann Emerson,female
2010,Missouri 8,Tommy Sowers,male
2010,Missouri 8,Larry Bill,male
2010,Missouri 8,Rick Vandeven,male
2010,Missouri 9,Blaine Luetkemeyer,male
2010,Missouri 9,Christopher Dwyer,male
2010,Missouri 9,Jeff Reed,male
2010,Montana at-large1,Denny Rehberg,male
2010,Montana at-large1,Dennis McDonald,male
2010,Montana at-large1,Mike Fellows,male
2010,Nebraska 1,Jeff Fortenberry,male
2010,Nebraska 1,Ivy Harper,female
2010,Nebraska 2,Lee Terry,male
2010,Nebraska 2,Tom White,male
