Year,District,Name,Gender
2012,Illinois 4,Israel Vázquez,male
2012,Illinois 4,Robert J. Burns,male
2012,Illinois 5,Michael Quigley,male
2012,Illinois 5,David Ratowitz,male
2012,Illinois 5,Matthew Reichel,male
2012,Illinois 6,Peter Roskam,male
2012,Illinois 6,Benjamin Lowe,male
2012,Illinois 7,Danny Davis,male
2012,Illinois 7,Mark Weiman,male
2012,Illinois 7,Clarence Desmond Clemons,male
2012,Illinois 8,Joe Walsh,male
2012,Illinois 8,Melissa Bean,male
2012,Illinois 8,Bill Scheurer,male
2012,Illinois 9,Jan Schakowsky,male
2012,Illinois 9,Joel Pollak,male
2012,Illinois 9,Simon Ribeiro,male
2012,Illinois 10,Robert Dold,male
2012,Illinois 10,Daniel Seals,male
2012,Illinois 11,Adam Kinzinger,male
2012,Illinois 11,Debbie Halvorson,male
2012,Illinois 12,Jerry Costello,male
2012,Illinois 12,Teri Newman,male
2012,Illinois 12,Rodger Jennings,male
2012,Illinois 13,Judy Biggert,male
2012,Illinois 13,Scott Harper,male
2012,Illinois 14,Randy Hultgren,male
2012,Illinois 14,Bill Foster,male
2012,Illinois 14,Daniel Kairis,male
2012,Illinois 15,Tim Johnson,male
2012,Illinois 15,David Gill,male
2012,Illinois 16,Donald Manzullo,male
2012,Illinois 16,George Gaulrapp,male
2012,Illinois 16,Terry Campbell,male
2012,Illinois 17,Bobby Schilling,male
2012,Illinois 17,Phil Hare,male
2012,Illinois 17,Roger Davis,male
2012,Illinois 18,Aaron Schock,male
2012,Illinois 18,D.K. Hirner,male
2012,Illinois 18,Sheldon Schafer,male
2012,Illinois 19,John Shimkus,male
2012,Illinois 19,Tim Bagwell,male
2012,Indiana 1,Pete Visclosky,male
2012,Indiana 1,Mark Leyva,male
2012,Indiana 1,Jon Morris,male
2012,Indiana 2,Joe Donnelly,male
2012,Indiana 2,Jackie Walorski,male
2012,Indiana 2,Mark Vogel,male
2012,Indiana 3,Marlin Stutzman,male
2012,Indiana 3,Tom Hayhurst,male
2012,Indiana 3,Scott Wise,male
2012,Indiana 4,Marlin Stutzman,male
2012,Indiana 4,Tom Hayhurst,male
2012,Indiana 4,Scott Wise,male
2012,Indiana 5,Todd Rokita,male
2012,Indiana 5,David Sanders,male
2012,Indiana 5,John Duncan,male
2012,Indiana 6,Dan Burton,male
2012,Indiana 6,Tim Crawford,male
2012,Indiana 6,Richard Reid,male
2012,Indiana 6,Jesse Trueblood,male
2012,Indiana 7,Mike Pence,male
2012,Indiana 7,Barry Welsh,male
2012,Indiana 7,T. J. Thompson Jr.,male
2012,Indiana 8,André Carson,male
2012,Indiana 8,Marvin Scott,male
2012,Indiana 8,Dav Wilson,male
2012,Indiana 9,Larry Bucshon,male
2012,Indiana 9,Trent VanHaaften,male
2012,Indiana 9,John Cunningham,male
2012,Indiana 10,Todd Young,male
2012,Indiana 10,Baron Hill,male
2012,Indiana 10,Greg Knott,male
2012,Iowa 1,Bruce Braley,male
2012,Iowa 1,Benjamin Lange,male
2012,Iowa 1,Rob Petsche,male
2012,Iowa 1,Jason Faulkner,male
2012,Iowa 2,David Loebsack,male
2012,Iowa 2,Mariannette Miller-Meeks,male
2012,Iowa 2,Gary Sicard,male
2012,Iowa 2,Jon Tack,male
2012,Iowa 3,Leonard Boswell,male
2012,Iowa 3,Brad Zaun,male
2012,Iowa 3,Rebecca Williamson,male
2012,Iowa 4,Tom Latham,male
2012,Iowa 4,Bill Maske,male
2012,Iowa 4,Dan Lensing,male
2012,Iowa 5,Steve King,male
2012,Iowa 5,Matt Campbell,male
2012,Iowa 5,Martin James Monroe,male
2012,Kansas 1,Tim Huelskamp,male
2012,Kansas 1,Alan Jilka,male
2012,Kansas 1,Jack Warner,male
2012,Kansas 2,Lynn Jenkins,male
2012,Kansas 2,Cheryl Hudspeth,male
2012,Kansas 2,Robert Garrard,male
2012,Kansas 3,Kevin Yoder,male
2012,Kansas 3,Stephene Moore,male
2012,Kansas 3,Jasmin Talbert,male
2012,Kansas 4,Mike Pompeo,male
2012,Kansas 4,Raj Goyle,male
2012,Kansas 4,Susan Ducey,male
2012,Kansas 4,Shawn Smith,male
2012,Kentucky 1,Ed Whitfield,male
2012,Kentucky 1,Charles Kendall Hatchett,male
2012,Kentucky 2,Brett Guthrie,male
2012,Kentucky 2,Ed Marksberry,male
2012,Kentucky 3,John Yarmuth,male
2012,Kentucky 3,Todd Lally,male
2012,Kentucky 3,Edward Martin,male
2012,Kentucky 3,Michael Hansen,male
2012,Kentucky 4,Geoff Davis,male
2012,Kentucky 4,John Waltz,male
2012,Kentucky 5,Hal Rogers,male
2012,Kentucky 5,Jim Holbert,male
2012,Kentucky 6,Ben Chandler,male
2012,Kentucky 6,Andy Barr,male
2012,Louisiana 1,Steve Scalise,male
2012,Louisiana 1,Myron Katz,male
2012,Louisiana 1,Arden Wells,male
2012,Louisiana 2,Cedric Richmond,male
2012,Louisiana 2,Joseph Cao,male
2012,Louisiana 2,Anthony Marquize,male
2012,Louisiana 2,Jack Radosta,male
2012,Louisiana 3,Jeff Landry,male
2012,Louisiana 3,Ravi Sangisetty,male
2012,Louisiana 4,John Fleming,male
2012,Louisiana 4,David Melville,male
2012,Louisiana 4,Artis Cash,male
2012,Louisiana 5,Rodney Alexander,male
2012,Louisiana 5,Tom Gibbs,male
2012,Louisiana 6,Bill Cassidy,male
2012,Louisiana 6,Merritt McDonald,male
2012,Maine 1,Chellie Pingree,male
2012,Maine 1,Dean Peter Scontras,male
2012,Maine 2,Mike Michaud,male
2012,Maine 2,Jason Levesque,male
2012,Maryland 1,Andy Harris,male
2012,Maryland 1,Frank Kratovil,male
2012,Maryland 1,Richard James Davis,male
2012,Maryland 2,Dutch Ruppersberger,male
2012,Maryland 2,Marcello Cardarelli,male
2012,Maryland 2,Lorenzo Gaztanaga,male
2012,Maryland 3,John Sarbanes,male
2012,Maryland 3,Jim Wilhelm,male
2012,Maryland 3,Jerry McKinley,male
2012,Maryland 3,Alain Lareau,male
2012,Maryland 4,Donna Edwards,male
2012,Maryland 4,Robert Broadus,male
2012,Maryland 5,Steny Hoyer,male
2012,Maryland 5,Charles Lollar,male
2012,Maryland 5,Gavin Shickle,male
2012,Maryland 6,Roscoe Bartlett,male
2012,Maryland 6,Andrew Duck,male
2012,Maryland 6,Dan Massey,male
2012,Maryland 6,Michael Reed,male
2012,Maryland 7,Elijah Cummings,male
2012,Maryland 7,Frank Mirable Jr.,male
2012,Maryland 7,Scott Spencer,male
2012,Maryland 8,Chris Van Hollen Jr.,male
2012,Maryland 8,Michael Lee Philips,male
2012,Maryland 8,Mark Grannis,male
2012,Maryland 8,Fred Nordhorn,male
2012,Massachusetts 1,John Olver,male
2012,Massachusetts 1,William Gunn,male
2012,Massachusetts 1,Michael Engel,male
2012,Massachusetts 2,Richard Neal,male
2012,Massachusetts 2,Thomas Wesley,male
2012,Massachusetts 3,Jim McGovern,male
2012,Massachusetts 3,Martin Lamb,male
2012,Massachusetts 3,Patrick Barron,male
2012,Massachusetts 4,Barney Frank,male
2012,Massachusetts 4,Sean Bielat,male
2012,Massachusetts 4,Susan Allen,male
2012,Massachusetts 4,Donald Jordan,male
2012,Massachusetts 5,Niki Tsongas,male
2012,Massachusetts 5,Jonathan Golnik,male
2012,Massachusetts 5,Dale Brown,male
2012,Massachusetts 5,Robert Clark,male
2012,Massachusetts 6,John Tierney,male
2012,Massachusetts 6,Bill Hudak,male
2012,Massachusetts 7,Ed Markey,male
2012,Massachusetts 7,Gerry Dembrowski,male
2012,Massachusetts 8,Stephen Lynch,male
2012,Massachusetts 8,Vernon Harrison,male
2012,Massachusetts 8,Philip Dunkelbarger,male
2012,Massachusetts 9,William Keating,male
2012,Massachusetts 9,Jeff Perry,male
2012,Massachusetts 9,Maryanne Lewis,male
2012,Massachusetts 9,James Sheets,male
2012,Massachusetts 9,Joe Van Nes,male
2012,Michigan 1,Dan Benishek,male
2012,Michigan 1,Gary McDowell,male
2012,Michigan 1,Glenn Wilson,male
2012,Michigan 1,Pat Lambert,male
2012,Michigan 1,Keith Shelton,male
2012,Michigan 1,Ellis Boal,male
2012,Michigan 2,Bill Huizenga,male
2012,Michigan 2,Fred Johnson,male
2012,Michigan 2,Jay Gillotte,male
2012,Michigan 2,Ronald Graeser,male
2012,Michigan 2,Lloyd Clarke,male
2012,Michigan 3,Justin Amash,male
2012,Michigan 3,Pat Miles,male
2012,Michigan 3,James Rogers,male
2012,Michigan 3,Ted Gerrard,male
2012,Michigan 3,Charlie Shick,male
2012,Michigan 4,Dave Camp,male
2012,Michigan 4,Jerry Campbell,male
2012,Michigan 4,John Emerick,male
2012,Michigan 4,Clint Foster,male
2012,Michigan 5,Dale Kildee,male
2012,Michigan 5,John Kuipec,male
2012,Michigan 5,[96] Matt de Heus,male
2012,Michigan 5,Michael Moon,male
2012,Michigan 6,Fred Upton,male
2012,Michigan 6,Don Cooney,male
2012,Michigan 6,Mel Vaulkner,male
2012,Michigan 6,Fred Strand,male
2012,Michigan 6,Pat Foster,male
2012,Michigan 7,Tim Walberg,male
2012,Michigan 7,Mark Schauer,male
2012,Michigan 7,Scott Aughney,male
2012,Michigan 7,Greg Merle,male
2012,Michigan 7,Richard Wunsch,male
2012,Michigan 8,Mike Rogers,male
2012,Michigan 8,Lance Enderle,male
2012,Michigan 8,Bob Dashairya,male
2012,Michigan 9,Gary Peters,male
2012,Michigan 9,Andrew Raczkowski,male
2012,Michigan 9,Douglas Campbell,male
2012,Michigan 9,Adam Goodman,male
2012,Michigan 9,Bob Gray,male
2012,Michigan 9,Matthew Kuofie,male
2012,Michigan 10,Candice Miller,male
2012,Michigan 10,Henry Yanez,male
2012,Michigan 10,Claude Beavers,male
2012,Michigan 10,Candace Caveny,male
2012,Michigan 11,Thad McCotter,male
2012,Michigan 11,Natalie Mosher,male
2012,Michigan 11,John Tatar,male
2012,Michigan 12,Sander Levin,male
2012,Michigan 12,Don Volaric,male
2012,Michigan 12,Julia Williams,male
2012,Michigan 12,Leonard Schwartz,male
2012,Michigan 12,Lester Townsend,male
2012,Michigan 12,Alan Jacquemotte,male
2012,Michigan 13,Hansen Clarke,male
2012,Michigan 13,John Hauler,male
2012,Michigan 13,George Corsetti,male
2012,Michigan 13,Duane Montgomery,male
2012,Michigan 13,Heidi Peterson,male
2012,Michigan 14,John Conyers Jr.,male
2012,Michigan 14,Don Ukrainec,male
2012,Michigan 14,Marc Sosnowski,male
2012,Michigan 14,Rick Secula,male
2012,Michigan 15,John Dingell,male
2012,Michigan 15,Rob Steele,male
2012,Michigan 15,Aimee Smith,male
2012,Michigan 15,Kerry Lee Morgan,male
2012,Michigan 15,Matthew Furman,male
2012,Minnesota 1,Tim Walz,male
2012,Minnesota 1,Randy Demmer,male
2012,Minnesota 1,Steven Wilson,male
2012,Minnesota 1,Lars Johnson,male
2012,Minnesota 2,John Kline,male
2012,Minnesota 2,Shelly Madore,male
2012,Minnesota 3,Erik Paulsen,male
2012,Minnesota 3,Jim Meffert,male
2012,Minnesota 3,Jon Oleson,male
2012,Minnesota 4,Betty McCollum,male
2012,Minnesota 4,Teresa Collett,male
2012,Minnesota 4,Steve Carlson,male
2012,Minnesota 5,Keith Ellison,male
2012,Minnesota 5,Joel Demos,male
2012,Minnesota 5,Lynn Torgerson,male
2012,Minnesota 5,Tom Schrunk,male
2012,Minnesota 5,Michael Cavlan,male
2012,Minnesota 6,Michele Bachmann,male
2012,Minnesota 6,Tarryl Clark,male
2012,Minnesota 6,Bob Anderson,male
2012,Minnesota 6,Aubrey Immelman,male
2012,Minnesota 7,Collin Peterson,male
2012,Minnesota 7,Lee Byberg,male
2012,Minnesota 7,Gene Waldorf,male
2012,Minnesota 7,Glen Menze,male
2012,Minnesota 8,Chip Cravaack,male
2012,Minnesota 8,Jim Oberstar,male
2012,Minnesota 8,Timothy Olson,male
2012,Minnesota 8,George Burton,male
2012,Mississippi 1,Alan Nunnelee,male
2012,Mississippi 1,Travis Childers,male
2012,Mississippi 1,Wally Pang,male
2012,Mississippi 1,Les Green,male
2012,Mississippi 1,A. G. Baddley,male
2012,Mississippi 1,Gail Giaranita,male
2012,Mississippi 1,Rico Hoskins,male
2012,Mississippi 1,Harold Taylor,male
2012,Mississippi 1,Barbara Washer,male
2012,Mississippi 2,Bennie Thompson,male
2012,Mississippi 2,Bill Marcy,male
2012,Mississippi 2,Ashley Norwood,male
2012,Mississippi 3,Gregg Harper,male
2012,Mississippi 3,Joel Gill,male
2012,Mississippi 3,Tracella Lou O'Hara Hill,male
2012,Mississippi 4,Steven Palazzo,male
2012,Mississippi 4,Gene Taylor,male
2012,Mississippi 4,Tim Hampton,male
2012,Mississippi 4,Anna Jewel Revies,male
2012,Missouri 1,Lacy Clay,male
2012,Missouri 1,Robyn Hamlin,male
2012,Missouri 1,Julie Stone,male
2012,Missouri 2,Todd Akin,male
2012,Missouri 2,Arthur Lieber,male
2012,Missouri 2,Steve Mosbacher,male
2012,Missouri 3,Russ Carnahan,male
2012,Missouri 3,Ed Martin,male
2012,Missouri 3,Steven Hedrick,male
2012,Missouri 3,Nick Ivanovich,male
2012,Missouri 4,Vicky Hartzler,male
2012,Missouri 4,Ike Skelton,male
2012,Missouri 4,Jason Michael Braun,male
2012,Missouri 4,Greg Cowan,male
2012,Missouri 5,Emanuel Cleaver,male
2012,Missouri 5,Jacob Turk,male
2012,Missouri 5,Randy Langkraehr,male
2012,Missouri 5,Dave Lay,male
2012,Missouri 6,Sam Graves,male
2012,Missouri 6,Clint Hylton,male
2012,Missouri 7,Billy Long,male
2012,Missouri 7,Scott Eckersley,male
2012,Missouri 7,Kevin Craig,male
2012,Missouri 8,Jo Ann Emerson,male
2012,Missouri 8,Tommy Sowers,male
2012,Missouri 8,Larry Bill,male
2012,Missouri 8,Rick Vandeven,male
2012,Missouri 9,Blaine Luetkemeyer,male
2012,Missouri 9,Christopher Dwyer,male
2012,Missouri 9,Jeff Reed,male
2012,Montana at-large1,Denny Rehberg,male
2012,Montana at-large1,Dennis McDonald,male
2012,Montana at-large1,Mike Fellows,male
2012,Nebraska 1,Jeff Fortenberry,male
2012,Nebraska 1,Ivy Harper,male
2012,Nebraska 2,Lee Terry,male
2012,Nebraska 2,Tom White,male
2012,Nebraska 3,Adrian Smith,male
2012,Nebraska 3,Rebekah Davis,male
2012,Nebraska 3,Dan Hill,male
2012,Nevada 1,Shelley Berkley,male
2012,Nevada 1,Kenneth A. Wegner,male
2012,Nevada 1,Jonathan J. Hansen,male
2012,Nevada 1,Ed Klapproth,male
2012,Nevada 2,Dean Heller,male
2012,Nevada 2,Nancy Price,male
2012,Nevada 2,Russell Best,male
2012,Nevada 3,Joe Heck,male
2012,Nevada 3,Dina Titus,male
2012,Nevada 3,Barry Michaels,male
2012,Nevada 3,Joseph P. Silvestri,male
2012,Nevada 3,Scott David Narder,male
2012,New Hampshire 1,Frank Guinta,male
2012,New Hampshire 1,Carol Shea-Porter,male
2012,New Hampshire 1,Philip Hodson,male
2012,New Hampshire 2,Charlie Bass,male
2012,New Hampshire 2,Ann McLane Kuster,male
2012,New Hampshire 2,Tim vanBlommesteyn,male
2012,New Hampshire 2,Howard Wilson,male
2012,New Jersey 1,Rob Andrews,male
2012,New Jersey 1,Dale Glading,male
2012,New Jersey 1,Mark Heacock,male
2012,New Jersey 1,Margaret Chapman,male
2012,New Jersey 1,Nicky Petrutz,male
2012,New Jersey 2,Frank LoBiondo,male
2012,New Jersey 2,Gary Stein,male
2012,New Jersey 2,Peter Boyce,male
2012,New Jersey 2,Mark Lovett,male
2012,New Jersey 2,Vitov Valdes-Munoz,male
2012,New Jersey 3,Jon Runyan,male
2012,New Jersey 3,John Adler,male
2012,New Jersey 3,Peter DeStefano,male
2012,New Jersey 3,Russ Conger,male
2012,New Jersey 3,Lawrence Donahue,male
2012,New Jersey 4,Chris Smith,male
2012,New Jersey 4,Howard Kleinhendler,male
2012,New Jersey 4,Joe Siano,male
2012,New Jersey 4,Steven Welzer,male
2012,New Jersey 4,David Meiswinkle,male
2012,New Jersey 5,Scott Garrett,male
2012,New Jersey 5,Tod Thiese,male
2012,New Jersey 5,Ed Fanning,male
2012,New Jersey 5,Mark Quick,male
2012,New Jersey 5,James Radigan,male
2012,New Jersey 6,Frank Pallone,male
2012,New Jersey 6,Anna C. Little,male
2012,New Jersey 6,Jack Freudenheim,male
2012,New Jersey 6,Karen Anne Zaletel,male
2012,New Jersey 7,Leonard Lance,male
2012,New Jersey 7,Ed Potosnak,male
2012,New Jersey 8,Bill Pascrell,male
2012,New Jersey 8,Roland Straten,male
2012,New Jersey 8,Raymond Giangrasso,male
2012,New Jersey 9,Steve Rothman,male
2012,New Jersey 9,Michael Agosta,male
2012,New Jersey 9,Patricia Alessandrini,male
2012,New Jersey 10,Don Payne,male
2012,New Jersey 10,Michael Alonso,male
2012,New Jersey 10,Joanne Miller,male
2012,New Jersey 10,Robert Louis Toussaint,male
2012,New Jersey 11,Rodney Frelinghuysen,male
2012,New Jersey 11,Douglas Herbert,male
2012,New Jersey 11,Jim Gawron,male
2012,New Jersey 12,Rush Holt Jr.,male
2012,New Jersey 12,Scott M. Sipprelle,male
2012,New Jersey 12,Kenneth Cody,male
2012,New Jersey 13,Albio Sires,male
2012,New Jersey 13,Henrietta Dwyer,male
2012,New Jersey 13,Anthony Zanowic,male
2012,New Jersey 13,Máximo Gómez Nacer,male
2012,New Mexico 1,Martin Heinrich,male
2012,New Mexico 1,Jon Barela,male
2012,New Mexico 2,Steve Pearce,male
2012,New Mexico 2,Harry Teague,male
2012,New Mexico 3,Ben Lujan,male
2012,New Mexico 3,Tom Mullins,male
2012,New York 1,Tim Bishop,male
2012,New York 1,Randy Altschuler,male
2012,New York 2,Steve Israel,male
2012,New York 2,John Gomez,male
2012,New York 2,Anthony Tolda,male
2012,New York 3,Peter King,male
2012,New York 3,Howard Kudler,male
2012,New York 4,Carolyn McCarthy,male
2012,New York 4,Fran Becker,male
2012,New York 5,Gary Ackerman,male
2012,New York 5,James Milano,male
2012,New York 5,Elizabeth Berney,male
2012,New York 6,Gregory Meeks,male
2012,New York 6,Asher Taub,male
2012,New York 7,Joseph Crowley,male
2012,New York 7,Ken Reynolds,male
2012,New York 7,Anthony Gronowicz,male
2012,New York 8,Jerrold Nadler,male
2012,New York 8,Susan Kone,male
2012,New York 9,Anthony Weiner,male
2012,New York 9,Bob Turner,male
2012,New York 10,Ed Towns,male
2012,New York 10,Diana Muniz,male
2012,New York 10,Ernest Johnson,male
2012,New York 11,Yvette Clarke,male
2012,New York 11,Hugh Carr,male
2012,New York 12,Nydia Velázquez,male
2012,New York 12,Alice Gaffney,male
2012,New York 13,Mike Grimm,male
2012,New York 13,Michael McMahon,male
2012,New York 13,Tom Vendittelli,male
2012,New York 14,Carolyn Maloney,male
2012,New York 14,David Brumberg,male
2012,New York 14,Timothy Healy,male
2012,New York 14,Dino LaVerghetta,male
2012,New York 15,Charles Rangel,male
2012,New York 15,Michael Faulkner,male
2012,New York 15,Craig Schley,male
2012,New York 15,Roger Calero,male
2012,New York 16,José Serrano,male
2012,New York 16,Frank Della Valle,male
2012,New York 17,Eliot Engel,male
2012,New York 17,Anthony Mele,male
2012,New York 17,York Kleinhandler,male
2012,New York 18,Nita Lowey,male
2012,New York 18,James Russell,male
2012,New York 19,Nan Hayworth,male
2012,New York 19,John Hall,male
2012,New York 20,Chris Gibson,male
2012,New York 20,Scott Murphy,male
2012,New York 21,Paul Tonko,male
2012,New York 21,Theodore Danz,male
2012,New York 22,Maurice Hinchey,male
2012,New York 22,George Phillips,male
2012,New York 23,Bill Owens,male
2012,New York 23,Matt Doheny,male
2012,New York 23,Doug Hoffman,male
2012,New York 24,Richard L. Hanna,male
2012,New York 24,Mike Arcuri,male
2012,New York 25,Ann Marie Buerkle,male
2012,New York 25,Dan Maffei,male
2012,New York 26,Chris Lee,male
2012,New York 26,Philip Fedele,male
2012,New York 27,Brian Higgins,male
2012,New York 27,Leonard Roberto,male
2012,New York 28,Louise Slaughter,male
2012,New York 28,Jill Rowland,male
2012,New York 29,Tom Reed,male
2012,New York 29,Matthew Zeller,male
2012,North Carolina 1,G.K. Butterfield,male
2012,North Carolina 1,Ashley Woolard,male
2012,North Carolina 2,Renee Ellmers,male
2012,North Carolina 2,Bob Etheridge,male
2012,North Carolina 2,Tom Rose,male
2012,North Carolina 3,Walter Jones Jr.,male
2012,North Carolina 3,Johnny Rouse,male
2012,North Carolina 3,Darryl Holloman,male
2012,North Carolina 4,David Price,male
2012,North Carolina 4,B.J. Lawson,male
2012,North Carolina 5,Virginia Foxx,male
2012,North Carolina 5,William Kennedy,male
2012,North Carolina 6,Howard Coble,male
2012,North Carolina 6,Gregory Scott Turner,male
2012,North Carolina 7,Mike McIntyre,male
2012,North Carolina 7,Ilario Pantano,male
2012,North Carolina 8,Larry Kissell,male
2012,North Carolina 8,Harold Johnson,male
2012,North Carolina 8,Thomas Hill,male
2012,North Carolina 9,Sue Myrick,male
2012,North Carolina 9,Jeff Doctor,male
2012,North Carolina 10,Patrick McHenry,male
2012,North Carolina 10,Jeff Gregory,male
2012,North Carolina 11,Heath Shuler,male
2012,North Carolina 11,Jeff Miller,male
2012,North Carolina 12,Mel Watt,male
2012,North Carolina 12,Greg Dority,male
2012,North Carolina 12,Lon Vernon Cecil,male
2012,North Carolina 13,Brad Miller,male
2012,North Carolina 13,William Randall,male
2012,North Dakota at-large1,Rick Berg,male
2012,North Dakota at-large1,Earl Pomeroy,male
2012,Ohio 1,Steve Chabot,male
2012,Ohio 1,Steve Driehaus,male
2012,Ohio 1,Jim Berns,male
2012,Ohio 1,Rich Stevenson,male
2012,Ohio 2,Jean Schmidt,male
2012,Ohio 2,Surya Yalamanchili,male
2012,Ohio 2,Marc Johnston,male
2012,Ohio 3,Mike Turner,male
2012,Ohio 3,Joe Roberts,male
2012,Ohio 4,Jim Jordan,male
2012,Ohio 4,Doug Litt,male
2012,Ohio 4,Donald Kissick,male
2012,Ohio 5,Bob Latta,male
2012,Ohio 5,Caleb Finkenbiner,male
2012,Ohio 5,Brian Smith,male
2012,Ohio 6,Bill Johnson,male
2012,Ohio 6,Charlie Wilson,male
2012,Ohio 6,Richard Cadle,male
2012,Ohio 6,Martin Elsass,male
2012,Ohio 7,Steve Austria,male
2012,Ohio 7,Bill Conner,male
2012,Ohio 7,John Anderson,male
2012,Ohio 7,David Easton,male
2012,Ohio 8,John Boehner,male
2012,Ohio 8,Justin Coussoule,male
2012,Ohio 8,David Harlow,male
2012,Ohio 8,James Condit,male
2012,Ohio 9,Marcy Kaptur,male
2012,Ohio 9,Rich Iott,male
2012,Ohio 10,Dennis Kucinich,male
2012,Ohio 10,Peter Corrigan,male
2012,Ohio 10,Jeff Goggins,male
2012,Ohio 11,Marcia Fudge,male
2012,Ohio 11,Thomas Pekarek,male
2012,Ohio 12,Pat Tiberi,male
2012,Ohio 12,Paula Brooks,male
2012,Ohio 12,Travis Irvine,male
2012,Ohio 13,Betty Sutton,male
2012,Ohio 13,Tom Ganley,male
2012,Ohio 14,Steve LaTourette,male
2012,Ohio 14,William O'Neill,male
2012,Ohio 14,John Jelenic,male
2012,Ohio 15,Steve Stivers,male
2012,Ohio 15,Mary Jo Kilroy,male
2012,Ohio 15,William Kammerer,male
2012,Ohio 15,David Ryon,male
2012,Ohio 16,Jim Renacci,male
2012,Ohio 16,John Boccieri,male
2012,Ohio 16,Jeffrey Blevins,male
2012,Ohio 17,Tim Ryan,male
2012,Ohio 17,Jim Graham,male
2012,Ohio 17,Jim Traficant,male
2012,Ohio 18,Bob Gibbs,male
2012,Ohio 18,Zack Space,male
2012,Ohio 18,Lindsey Dean Sutton,male
2012,Oklahoma 1,John Sullivan,male
2012,Oklahoma 1,Angelia O'Dell,male
2012,Oklahoma 2,Dan Boren,male
2012,Oklahoma 2,Charles Thompson,male
2012,Oklahoma 3,Frank Lucas,male
2012,Oklahoma 3,Frankie Robbins,male
2012,Oklahoma 4,James Lankford,male
2012,Oklahoma 4,Billy Coyle,male
2012,Oklahoma 4,Clark Duffe,male
2012,Oklahoma 4,Dave White,male
2012,Oregon 1,David Wu,male
2012,Oregon 1,Rob Cornilles,male
2012,Oregon 1,Don LaMunyon,male
2012,Oregon 1,Chris Henry,male
2012,Oregon 1,Joe Tabor,male
2012,Oregon 2,Greg Walden,male
2012,Oregon 2,Joyce Segers,male
2012,Oregon 3,Earl Blumenauer,male
2012,Oregon 3,Delia Lopez,male
2012,Oregon 3,Jeff Lawrence,male
2012,Oregon 3,Michael Meo,male
2012,Oregon 4,Peter DeFazio,male
2012,Oregon 4,Art Robinson,male
2012,Oregon 4,Mike Beilstein,male
2012,Oregon 5,Kurt Schrader,male
2012,Oregon 5,Scott Bruun,male
2012,Oregon 5,Chris Lugo,male
2012,Pennsylvania 1,Chaka Fattah,male
2012,Pennsylvania 1,Rick Hellberg,male
2012,Pennsylvania 2,Mike Kelly,male
2012,Pennsylvania 2,Kathy Dahlkemper,male
2012,Pennsylvania 3,Jason Altmire,male
2012,Pennsylvania 3,Keith Rothfus,male
2012,Pennsylvania 4,G.T. Thompson,male
2012,Pennsylvania 4,Michael Pipe,male
2012,Pennsylvania 4,Vernon Etzel,male
2012,Pennsylvania 5,Jim Gerlach,male
2012,Pennsylvania 5,Manan Trivedi,male
2012,Pennsylvania 6,Pat Meehan,male
2012,Pennsylvania 6,Bryan Lentz,male
2012,Pennsylvania 6,Jim Schneller,male
2012,Pennsylvania 7,Mike Fitzpatrick,male
2012,Pennsylvania 7,Patrick Murphy,male
2012,Pennsylvania 8,Bill Shuster,male
2012,Pennsylvania 8,Tom Conners,male
2012,Pennsylvania 9,Tom Marino,male
2012,Pennsylvania 9,Chris Carney,male
2012,Pennsylvania 10,Lou Barletta,male
2012,Pennsylvania 10,Paul Kanjorski,male
2012,Pennsylvania 11,Mark Critz,male
2012,Pennsylvania 11,Tim Burns,male
2012,Pennsylvania 12,Allyson Schwartz,male
2012,Pennsylvania 12,Dee Adcock,male
2012,Pennsylvania 13,Mike Doyle,male
2012,Pennsylvania 13,Melissa Haluszczak,male
2012,Pennsylvania 13,Ed Bortz,male
2012,Pennsylvania 14,Charlie Dent,male
2012,Pennsylvania 14,John Callahan,male
2012,Pennsylvania 14,Jake Towne,male
2012,Pennsylvania 15,Joe Pitts,male
2012,Pennsylvania 15,Lois Herr,male
2012,Pennsylvania 16,Tim Holden,male
2012,Pennsylvania 16,Dave Argall,male
2012,Pennsylvania 17,Tim Murphy,male
2012,Pennsylvania 17,Dan Connolly,male
2012,Pennsylvania 18,Todd Platts,male
2012,Pennsylvania 18,Ryan Sanders,male
2012,Pennsylvania 18,Joshua Monighan,male
2012,Rhode Island 1,David Cicilline,male
2012,Rhode Island 1,John J. Loughlin,male
2012,Rhode Island 1,Kenneth Capalbo,male
2012,Rhode Island 1,Gregory Raposa,male
2012,Rhode Island 2,Jim Langevin,male
2012,Rhode Island 2,Mark Zaccaria,male
2012,Rhode Island 2,John Matson,male
2012,South Carolina 1,Tim Scott,male
2012,South Carolina 1,Ben Frasier,male
2012,South Carolina 1,Robert Burton,male
2012,South Carolina 1,Bob Dobbs,male
2012,South Carolina 1,Keith Blandford,male
2012,South Carolina 1,Jimmy Wood,male
2012,South Carolina 1,Mac McCullough,male
2012,South Carolina 2,Joe Wilson,male
2012,South Carolina 2,Rob Miller,male
2012,South Carolina 2,Eddie McCain,male
2012,South Carolina 2,Marc Beaman,male
2012,South Carolina 3,Jeff Duncan,male
2012,South Carolina 3,Jane Ballard Dyer,male
2012,South Carolina 3,John Dalen,male
2012,South Carolina 4,Trey Gowdy,male
2012,South Carolina 4,Paul Corden,male
2012,South Carolina 4,Dave Edwards,male
2012,South Carolina 4,Rick Mahler,male
