GEO.id,GEO.id2,GEO.display-label,HC01_VC02,HC02_VC02,HC01_VC03,HC02_VC03,HC01_VC04,HC02_VC04,HC01_VC05,HC02_VC05,HC01_VC06,HC02_VC06,HC01_VC07,HC02_VC07,HC01_VC09,HC02_VC09,HC01_VC10,HC02_VC10,HC01_VC11,HC02_VC11,HC01_VC12,HC02_VC12,HC01_VC13,HC02_VC13,HC01_VC14,HC02_VC14,HC01_VC15,HC02_VC15,HC01_VC16,HC02_VC16,HC01_VC17,HC02_VC17,HC01_VC18,HC02_VC18,HC01_VC20,HC02_VC20,HC01_VC21,HC02_VC21,HC01_VC22,HC02_VC22,HC01_VC23,HC02_VC23,HC01_VC24,HC02_VC24,HC01_VC25,HC02_VC25,HC01_VC26,HC02_VC26,HC01_VC27,HC02_VC27,HC01_VC29,HC02_VC29,HC01_VC30,HC02_VC30,HC01_VC32,HC02_VC32,HC01_VC33,HC02_VC33,HC01_VC35,HC02_VC35,HC01_VC36,HC02_VC36,HC01_VC37,HC02_VC37,HC01_VC38,HC02_VC38,HC01_VC39,HC02_VC39,HC01_VC40,HC02_VC40,HC01_VC41,HC02_VC41,HC01_VC42,HC02_VC42,HC01_VC43,HC02_VC43,HC01_VC45,HC02_VC45,HC01_VC46,HC02_VC46,HC01_VC47,HC02_VC47,HC01_VC48,HC02_VC48,HC01_VC49,HC02_VC49,HC01_VC50,HC02_VC50,HC01_VC51,HC02_VC51,HC01_VC52,HC02_VC52,HC01_VC54,HC02_VC54,HC01_VC55,HC02_VC55,HC01_VC56,HC02_VC56,HC01_VC57,HC02_VC57,HC01_VC58,HC02_VC58,HC01_VC59,HC02_VC59,HC01_VC60,HC02_VC60,HC01_VC61,HC02_VC61,HC01_VC62,HC02_VC62,HC01_VC63,HC02_VC63,HC01_VC65,HC02_VC65,HC01_VC66,HC02_VC66,HC01_VC67,HC02_VC67,HC01_VC68,HC02_VC68,HC01_VC69,HC02_VC69,HC01_VC70,HC02_VC70,HC01_VC71,HC02_VC71,HC01_VC73,HC02_VC73,HC01_VC74,HC02_VC74,HC01_VC75,HC02_VC75,HC01_VC76,HC02_VC76,HC01_VC77,HC02_VC77,HC01_VC78,HC02_VC78,HC01_VC79,HC02_VC79,HC01_VC80,HC02_VC80,HC01_VC81,HC02_VC81,HC01_VC82,HC02_VC82,HC01_VC84,HC02_VC84,HC01_VC85,HC02_VC85,HC01_VC86,HC02_VC86,HC01_VC87,HC02_VC87,HC01_VC88,HC02_VC88,HC01_VC89,HC02_VC89,HC01_VC90,HC02_VC90,HC01_VC91,HC02_VC91,HC01_VC92,HC02_VC92,HC01_VC93,HC02_VC93,HC01_VC94,HC02_VC94,HC01_VC95,HC02_VC95,HC01_VC96,HC02_VC96,HC01_VC97,HC02_VC97,HC01_VC98,HC02_VC98,HC01_VC99,HC02_VC99,HC01_VC100,HC02_VC100,HC01_VC101,HC02_VC101,HC01_VC102,HC02_VC102,HC01_VC103,HC02_VC103,HC01_VC104,HC02_VC104,HC01_VC105,HC02_VC105,HC01_VC106,HC02_VC106,HC01_VC107,HC02_VC107,HC01_VC108,HC02_VC108,HC01_VC109,HC02_VC109,HC01_VC110,HC02_VC110,HC01_VC111,HC02_VC111,HC01_VC112,HC02_VC112,HC01_VC113,HC02_VC113
Id,Id2,Geography,Number; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,Percent; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school,"Number; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool","Percent; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool",Number; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Kindergarten,Percent; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Kindergarten,Number; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades 1-8),Percent; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades 1-8),Number; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12),Percent; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12),Number; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school,Percent; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school,Number; EDUCATIONAL ATTAINMENT - Population 25 years and over,Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over,Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than 9th grade,Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than 9th grade,"Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - 9th to 12th grade, no diploma","Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - 9th to 12th grade, no diploma",Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency),Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency),"Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college, no degree","Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college, no degree",Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - Associate degree,Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - Associate degree,Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree,Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree,Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent high school graduate or higher,Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent high school graduate or higher,Number; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent bachelor's degree or higher,Percent; EDUCATIONAL ATTAINMENT - Population 25 years and over - Percent bachelor's degree or higher,Number; MARITAL STATUS - Population 15 years and over,Percent; MARITAL STATUS - Population 15 years and over,Number; MARITAL STATUS - Population 15 years and over - Never married,Percent; MARITAL STATUS - Population 15 years and over - Never married,"Number; MARITAL STATUS - Population 15 years and over - Now married, except separated","Percent; MARITAL STATUS - Population 15 years and over - Now married, except separated",Number; MARITAL STATUS - Population 15 years and over - Separated,Percent; MARITAL STATUS - Population 15 years and over - Separated,Number; MARITAL STATUS - Population 15 years and over - Widowed,Percent; MARITAL STATUS - Population 15 years and over - Widowed,Number; MARITAL STATUS - Population 15 years and over - Widowed - Female,Percent; MARITAL STATUS - Population 15 years and over - Widowed - Female,Number; MARITAL STATUS - Population 15 years and over - Divorced,Percent; MARITAL STATUS - Population 15 years and over - Divorced,Number; MARITAL STATUS - Population 15 years and over - Divorced - Female,Percent; MARITAL STATUS - Population 15 years and over - Divorced - Female,Number; GRANDPARENTS AS CAREGIVERS - Grandparent living in household with one or more own grandchildren under 18 years,Percent; GRANDPARENTS AS CAREGIVERS - Grandparent living in household with one or more own grandchildren under 18 years,Number; GRANDPARENTS AS CAREGIVERS - Grandparent living in household with one or more own grandchildren under 18 years - Grandparent responsible for grandchildren,Percent; GRANDPARENTS AS CAREGIVERS - Grandparent living in household with one or more own grandchildren under 18 years - Grandparent responsible for grandchildren,Number; VETERAN STATUS - Civilian population 18 years and over,Percent; VETERAN STATUS - Civilian population 18 years and over,Number; VETERAN STATUS - Civilian population 18 years and over - Civilian veterans,Percent; VETERAN STATUS - Civilian population 18 years and over - Civilian veterans,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 20 years,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 20 years,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 20 years - With a disability,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 5 to 20 years - With a disability,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - With a disability,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - With a disability,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - With a disability - Percent employed,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - With a disability - Percent employed,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - No disability,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - No disability,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - No disability - Percent employed,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 21 to 64 years - No disability - Percent employed,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over,Number; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over - With a disability,Percent; DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION - Population 65 years and over - With a disability,Number; RESIDENCE IN 1995 - Population 5 years and over,Percent; RESIDENCE IN 1995 - Population 5 years and over,Number; RESIDENCE IN 1995 - Population 5 years and over - Same house in 1995,Percent; RESIDENCE IN 1995 - Population 5 years and over - Same house in 1995,Number; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995,Percent; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995,Number; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Same county,Percent; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Same county,Number; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Different county,Percent; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Different county,Number; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Different county - Same state,Percent; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Different county - Same state,Number; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Different county - Different state,Percent; RESIDENCE IN 1995 - Population 5 years and over - Different house in the U.S. in 1995 - Different county - Different state,Number; RESIDENCE IN 1995 - Population 5 years and over - Elsewhere in 1995,Percent; RESIDENCE IN 1995 - Population 5 years and over - Elsewhere in 1995,Number; NATIVITY AND PLACE OF BIRTH - Total population,Percent; NATIVITY AND PLACE OF BIRTH - Total population,Number; NATIVITY AND PLACE OF BIRTH - Total population - Native,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Native,Number; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born in United States,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born in United States,Number; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born in United States - State of residence,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born in United States - State of residence,Number; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born in United States - Different state,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born in United States - Different state,Number; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born outside United States,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Native - Born outside United States,Number; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born,Number; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born - Entered 1990 to March 2000,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born - Entered 1990 to March 2000,Number; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born - Naturalized citizen,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born - Naturalized citizen,Number; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born - Not a citizen,Percent; NATIVITY AND PLACE OF BIRTH - Total population - Foreign born - Not a citizen,Number; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea),Percent; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea),Number; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Europe,Percent; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Europe,Number; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Asia,Percent; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Asia,Number; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Africa,Percent; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Africa,Number; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Oceania,Percent; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Oceania,Number; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Latin America,Percent; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Latin America,Number; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Northern America,Percent; REGION OF BIRTH OF FOREIGN BORN - Total (excluding born at sea) - Northern America,Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over,Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - English only,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - English only,Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English,Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Speak English less than 'very well,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Speak English less than 'very well,Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Spanish,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Spanish,"Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Spanish - Speak English less than ""very well""","Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Spanish - Speak English less than ""very well""",Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Other Indo-European languages,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Other Indo-European languages,"Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Other Indo-European languages - Speak English less than ""very well""","Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Other Indo-European languages - Speak English less than ""very well""",Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Asian and Pacific Island languages,Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Asian and Pacific Island languages,"Number; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Asian and Pacific Island languages - Speak English less than ""very well""","Percent; LANGUAGE SPOKEN AT HOME - Population 5 years and over - Language other than English - Asian and Pacific Island languages - Speak English less than ""very well""",Number; ANCESTRY (single or multiple) - Total population,Percent; ANCESTRY (single or multiple) - Total population,Number; ANCESTRY (single or multiple) - Total ancestries reported,Percent; ANCESTRY (single or multiple) - Total ancestries reported,Number; ANCESTRY (single or multiple) - Total ancestries reported - Arab,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Arab,Number; ANCESTRY (single or multiple) - Total ancestries reported - Czech[1],Percent; ANCESTRY (single or multiple) - Total ancestries reported - Czech[1],Number; ANCESTRY (single or multiple) - Total ancestries reported - Danish,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Danish,Number; ANCESTRY (single or multiple) - Total ancestries reported - Dutch,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Dutch,Number; ANCESTRY (single or multiple) - Total ancestries reported - English,Percent; ANCESTRY (single or multiple) - Total ancestries reported - English,Number; ANCESTRY (single or multiple) - Total ancestries reported - French (except Basque)[1],Percent; ANCESTRY (single or multiple) - Total ancestries reported - French (except Basque)[1],Number; ANCESTRY (single or multiple) - Total ancestries reported - French Canadian[1],Percent; ANCESTRY (single or multiple) - Total ancestries reported - French Canadian[1],Number; ANCESTRY (single or multiple) - Total ancestries reported - German,Percent; ANCESTRY (single or multiple) - Total ancestries reported - German,Number; ANCESTRY (single or multiple) - Total ancestries reported - Greek,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Greek,Number; ANCESTRY (single or multiple) - Total ancestries reported - Hungarian,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Hungarian,Number; ANCESTRY (single or multiple) - Total ancestries reported - Irish[1],Percent; ANCESTRY (single or multiple) - Total ancestries reported - Irish[1],Number; ANCESTRY (single or multiple) - Total ancestries reported - Italian,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Italian,Number; ANCESTRY (single or multiple) - Total ancestries reported - Lithuanian,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Lithuanian,Number; ANCESTRY (single or multiple) - Total ancestries reported - Norwegian,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Norwegian,Number; ANCESTRY (single or multiple) - Total ancestries reported - Polish,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Polish,Number; ANCESTRY (single or multiple) - Total ancestries reported - Portuguese,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Portuguese,Number; ANCESTRY (single or multiple) - Total ancestries reported - Russian,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Russian,Number; ANCESTRY (single or multiple) - Total ancestries reported - Scotch-Irish,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Scotch-Irish,Number; ANCESTRY (single or multiple) - Total ancestries reported - Scottish,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Scottish,Number; ANCESTRY (single or multiple) - Total ancestries reported - Slovak,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Slovak,Number; ANCESTRY (single or multiple) - Total ancestries reported - Subsaharan African,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Subsaharan African,Number; ANCESTRY (single or multiple) - Total ancestries reported - Swedish,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Swedish,Number; ANCESTRY (single or multiple) - Total ancestries reported - Swiss,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Swiss,Number; ANCESTRY (single or multiple) - Total ancestries reported - Ukrainian,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Ukrainian,Number; ANCESTRY (single or multiple) - Total ancestries reported - United States or American,Percent; ANCESTRY (single or multiple) - Total ancestries reported - United States or American,Number; ANCESTRY (single or multiple) - Total ancestries reported - Welsh,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Welsh,Number; ANCESTRY (single or multiple) - Total ancestries reported - West Indian (excluding Hispanic groups),Percent; ANCESTRY (single or multiple) - Total ancestries reported - West Indian (excluding Hispanic groups),Number; ANCESTRY (single or multiple) - Total ancestries reported - Other ancestries,Percent; ANCESTRY (single or multiple) - Total ancestries reported - Other ancestries
5000600US0101,0101,"Congressional District 1 (106th Congress), Alabama",168639,100.0,10933,6.5,10076,6.0,81808,48.5,37381,22.2,28441,16.9,414160,100.0,27976,6.8,68055,16.4,133249,32.2,86210,20.8,22385,5.4,49464,11.9,26821,6.5,76.8,(X),18.4,(X),502625,100.0,121772,24.2,277165,55.1,11228,2.2,38222,7.6,31204,6.2,54238,10.8,30477,6.1,16576,100.0,9521,57.4,472313,100.0,67533,14.3,153567,100.0,14316,9.3,357471,100.0,85880,24.0,52.9,(X),271591,76.0,71.9,(X),80619,100.0,38991,48.4,601128,100.0,351618,58.5,242651,40.4,159584,26.5,83067,13.8,31972,5.3,51095,8.5,6859,1.1,646317,100.0,633684,98.0,630084,97.5,461329,71.4,168755,26.1,3600,0.6,12633,2.0,6121,0.9,5239,0.8,7394,1.1,12633,100.0,3313,26.2,5199,41.2,343,2.7,113,0.9,2941,23.3,724,5.7,601128,100.0,576809,96.0,24319,4.0,8722,1.5,10984,1.8,3974,0.7,7899,1.3,2102,0.3,4587,0.8,2388,0.4,646317,100.0,532567,82.4,1408,0.2,1697,0.3,1029,0.2,5635,0.9,49503,7.7,15489,2.4,2449,0.4,42587,6.6,1510,0.2,674,0.1,50421,7.8,9532,1.5,275,0.0,2752,0.4,3788,0.6,326,0.1,858,0.1,13958,2.2,9970,1.5,358,0.1,5069,0.8,2798,0.4,725,0.1,281,0.0,93612,14.5,2267,0.4,622,0.1,212974,33.0
5000600US0102,0102,"Congressional District 2 (106th Congress), Alabama",168679,100.0,11372,6.7,9261,5.5,78497,46.5,37387,22.2,32162,19.1,424369,100.0,35575,8.4,66330,15.6,124480,29.3,90148,21.2,23923,5.6,53320,12.6,30593,7.2,76.0,(X),19.8,(X),513533,100.0,120284,23.4,286602,55.8,11654,2.3,39982,7.8,33463,6.5,55011,10.7,30357,5.9,12553,100.0,7027,56.0,476887,100.0,74178,15.6,146804,100.0,13633,9.3,352626,100.0,79362,22.5,52.1,(X),273264,77.5,76.3,(X),80985,100.0,41059,50.7,607738,100.0,334804,55.1,264441,43.5,141600,23.3,122841,20.2,64769,10.7,58072,9.6,8493,1.4,650764,100.0,639164,98.2,631382,97.0,459575,70.6,171807,26.4,7782,1.2,11600,1.8,4858,0.7,5271,0.8,6329,1.0,11600,100.0,3452,29.8,3634,31.3,516,4.4,131,1.1,3469,29.9,398,3.4,607738,100.0,585209,96.3,22529,3.7,8248,1.4,11662,1.9,4601,0.8,6520,1.1,1620,0.3,3514,0.6,1751,0.3,650764,100.0,522922,80.4,617,0.1,668,0.1,781,0.1,5267,0.8,47797,7.3,9310,1.4,1958,0.3,34481,5.3,524,0.1,578,0.1,44932,6.9,7441,1.1,176,0.0,2227,0.3,3531,0.5,327,0.1,652,0.1,13731,2.1,10002,1.5,235,0.0,4422,0.7,2295,0.4,396,0.1,288,0.0,115862,17.8,1876,0.3,627,0.1,211921,32.6
5000600US0103,0103,"Congressional District 3 (106th Congress), Alabama",174418,100.0,10175,5.8,8714,5.0,74166,42.5,34539,19.8,46824,26.8,410265,100.0,39987,9.7,79559,19.4,132990,32.4,78377,19.1,20770,5.1,34899,8.5,23683,5.8,70.9,(X),14.3,(X),512497,100.0,126610,24.7,280856,54.8,11423,2.2,40849,8.0,34063,6.6,52759,10.3,28198,5.5,15266,100.0,8434,55.2,484613,100.0,64928,13.4,150045,100.0,13219,8.8,360969,100.0,90161,25.0,48.9,(X),270808,75.0,73.7,(X),78745,100.0,40601,51.6,602353,100.0,347041,57.6,249723,41.5,130645,21.7,119078,19.8,69314,11.5,49764,8.3,5589,0.9,643454,100.0,634270,98.6,629611,97.8,470459,73.1,159152,24.7,4659,0.7,9184,1.4,4241,0.7,3739,0.6,5445,0.8,9184,100.0,2251,24.5,2958,32.2,481,5.2,63,0.7,3046,33.2,385,4.2,602353,100.0,582122,96.6,20231,3.4,6828,1.1,11209,1.9,4140,0.7,5473,0.9,1336,0.2,2916,0.5,1205,0.2,643454,100.0,494513,76.9,504,0.1,531,0.1,326,0.1,6447,1.0,45045,7.0,7542,1.2,1132,0.2,30023,4.7,906,0.1,411,0.1,47399,7.4,6458,1.0,212,0.0,1750,0.3,2435,0.4,176,0.0,526,0.1,10057,1.6,8741,1.4,99,0.0,3650,0.6,1434,0.2,478,0.1,138,0.0,124991,19.4,1818,0.3,612,0.1,190672,29.6
5000600US0104,0104,"Congressional District 4 (106th Congress), Alabama",143844,100.0,8697,6.0,9692,6.7,71331,49.6,32643,22.7,21481,14.9,432447,100.0,52136,12.1,86203,19.9,145037,33.5,79449,18.4,23794,5.5,28245,6.5,17583,4.1,68.0,(X),10.6,(X),514488,100.0,90427,17.6,318360,61.9,9215,1.8,42851,8.3,36054,7.0,53635,10.4,28398,5.5,12661,100.0,7328,57.9,487127,100.0,61517,12.6,138772,100.0,12095,8.7,365728,100.0,91970,25.1,47.2,(X),273758,74.9,74.5,(X),89528,100.0,46728,52.2,601905,100.0,368341,61.2,227558,37.8,139520,23.2,88038,14.6,54418,9.0,33620,5.6,6006,1.0,643257,100.0,629309,97.8,626707,97.4,499884,77.7,126823,19.7,2602,0.4,13948,2.2,9340,1.5,2902,0.5,11046,1.7,13948,100.0,1271,9.1,1459,10.5,56,0.4,68,0.5,10861,77.9,233,1.7,601905,100.0,578359,96.1,23546,3.9,12401,2.1,18452,3.1,10918,1.8,3437,0.6,838,0.1,1211,0.2,471,0.1,643257,100.0,463032,72.0,274,0.0,293,0.0,395,0.1,7086,1.1,47533,7.4,6391,1.0,913,0.1,33584,5.2,572,0.1,339,0.1,59400,9.2,5122,0.8,99,0.0,1057,0.2,1969,0.3,93,0.0,353,0.1,9405,1.5,8077,1.3,86,0.0,1328,0.2,996,0.2,346,0.1,156,0.0,162473,25.3,1418,0.2,212,0.0,113062,17.6
5000600US0105,0105,"Congressional District 5 (106th Congress), Alabama",168341,100.0,11481,6.8,9259,5.5,76103,45.2,34389,20.4,37109,22.0,432742,100.0,31647,7.3,59898,13.8,122622,28.3,92089,21.3,23695,5.5,68246,15.8,34545,8.0,78.8,(X),23.8,(X),518995,100.0,110263,21.2,308792,59.5,8996,1.7,35391,6.8,29680,5.7,55553,10.7,30634,5.9,12131,100.0,6730,55.5,490646,100.0,70001,14.3,146031,100.0,11659,8.0,379567,100.0,77924,20.5,54.3,(X),301643,79.5,77.0,(X),77631,100.0,36296,46.8,612200,100.0,341370,55.8,262979,43.0,159363,26.0,103616,16.9,46328,7.6,57288,9.4,7851,1.3,654905,100.0,638031,97.4,632286,96.5,430846,65.8,201440,30.8,5745,0.9,16874,2.6,8341,1.3,7141,1.1,9733,1.5,16869,100.0,3550,21.0,5347,31.7,891,5.3,87,0.5,6227,36.9,767,4.5,612200,100.0,586626,95.8,25574,4.2,10480,1.7,12897,2.1,6196,1.0,7471,1.2,1879,0.3,4010,0.7,2044,0.3,654905,100.0,554781,84.7,901,0.1,1210,0.2,887,0.1,7047,1.1,61141,9.3,10472,1.6,1823,0.3,51338,7.8,734,0.1,840,0.1,63159,9.6,8981,1.4,370,0.1,2802,0.4,5013,0.8,277,0.0,1088,0.2,15546,2.4,10891,1.7,320,0.0,3491,0.5,2677,0.4,642,0.1,375,0.1,124419,19.0,2994,0.5,1688,0.3,173655,26.5
